verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CONFIRMED	MN	Black Arrow Martial Arts	Brainerd	MN	https://www.blackarrowmartialarts.com	217 Washington Street, Brainerd, MN 56401	https://www.blackarrowmartialarts.com/black-arrow-instructors	Body footer on home and instructors pages both render 217 Washington Street, Brainerd, MN, 56401 and 218-851-1618. Title tag says "Jiujitsu - Karate" but the body is BJJ: instructors page names Prof Jared Feierabend, Brazilian/Guerrilla Jiu-Jitsu black belt under Dave Camarillo (2006), Prof Kyle Matuszak (BJJ since 2010, IBJJF competitor), Prof Aidan Muller (IBJJF Twin Cities Open gold). Home body: "Black Arrow Family Martial Arts offers World Class Jiu-Jitsu instruction to the Brainerd Lakes Area." Karate claim in title not borne out by body. 218 = northern MN, ZIP 56401 = Brainerd MN.
CORRECTED	MN	The Academy Eden Prairie	Edina	MN	https://www.academyedenprairie.com	7501 Washington Ave S, Edina, MN 55439	https://www.academyedenprairie.com/contact-us	CITY CORRECTED, was Eden Prairie. ADDRESS CORRECTED, was "7501 Washington Ave S, MN 55439". Home and contact page bodies both print two address strings back to back: "7501 Washington Ave S, Minneapolis, MN 55439" (mailing form) and "7501 Washington Avenue South, Edina, Minnesota 55439, United States" (footer, under heading THE ACADEMY EDEN PRAIRIE). Home page H1 reads "PREMIER MARTIAL ARTS CLASSES IN Edina, Minnesota". ZIP 55439 is Edina, not Eden Prairie (55344/55347) and not Minneapolis. No Eden Prairie street address appears anywhere in the body; the contact page even lists Edina MN among "communities we serve". Name kept as trading name from body. Real BJJ: Adult and Kids Brazilian Jiu-Jitsu programme pages plus Muay Thai. 952 = MN. Caution: a stale template block in the mobile header carries jiujitsuhub2025@gmail.com and a Google Maps link to Georgetown TX coordinates - ignored as vendor boilerplate.
CONFIRMED	MN	Warrior's Cove Martial Arts and Fitness Little Canada	Little Canada	MN	https://warriorscove.com/st-paul-martial-arts/	2900 Rice Street, Little Canada, MN 55113	https://warriorscove.com/st-paul-martial-arts/	Location page body H1 "Little Canada Gym Serving Saint Paul MN" with address line "2900 Rice Street, Little Canada, MN 55113 612-208-7984" and prose "conveniently located at 2900 Rice Street in Little Canada MN just West of Highway 35E and just South of Highway 694 in the Market Place Center". Separate published weekly schedule distinct from the St Louis Park site. BJJ real: dedicated Brazilian Jiu Jitsu class page, head instructor David Arnebeck under Rickson Gracie. ZIP 55113 = Little Canada MN, 612 area code. Website_final points at the location page since warriorscove.com root is the multi-site brand page.
CORRECTED	MN	Motion City	New Brighton	MN	https://motioncitybjj.com	550 County Rd D West #2, New Brighton, MN 55112	https://motioncitybjj.com/contact-us/	NAME CORRECTED, was "Motion City BJJ". The rendered body trades as "Motion City" throughout - logo, H1, footer heading, "Welcome to Motion City", "Motion City in New Brighton, Minnesota". "BJJ" appears only in the domain, the title tag and social handles. Address block on both home and contact pages reads 550 County Rd D West #2, New Brighton, MN 55112, phone (612) 466-0616, "Interstate Corporate Centre across the street from Caribou Coffee". Dedicated Brazilian Jiu Jitsu programme page; opened early 2024 by Aidan and Michelle. Flag: the home page META description says "Vadnais Heights, Minnesota" - meta only, the body and both address blocks say New Brighton, so New Brighton stands. ZIP 55112 = New Brighton MN.
CONFIRMED	MN	Mario Roberto Jiu-Jitsu Academy	Rochester	MN	http://mrjja.com	4915 Hwy 52 N Suite B, Rochester, MN 55901	http://mrjja.com/	Body footer renders "4915 Hwy 52 N Suite B (507) 202-0036 Rochester, MN 55901 USA", copyright 2024. Body: "We are the largest and longest-operating Brazilian Jiu-Jitsu and Muay Thai school in SE MN"; head instructor Mario Roberto, 6th degree BJJ black belt FJJ-RJ 1998, moved to Rochester in 2004; instructors are Mayo Clinic staff and RCTC/Chatfield wrestlers. Full BJJ weekly schedule (Fundamentals, Progressive, No Gi, Competition). 507 = southern MN, ZIP 55901 = Rochester MINNESOTA. Site is http only, no https redirect observed.
CONFIRMED	MN	Grappler Station	St. Paul	MN	https://www.grapplerstation.com	2015 Ford Pkwy, St Paul, MN 55116	https://www.grapplerstation.com/	Address DID render in the body this time, contra the research note: footer "Visit Us 2015 Ford Pkwy, St Paul, MN 55116", phone 612-356-2408. Body H1 "Judo & Jiu Jitsu in ST Paul, MN". Not judo-only: the Programs menu carries a dedicated "Jiu Jitsu from Brazil" entry and a /brazilian-jiu-jitsu page, plus body section "Brazilian Jiu Jitsu classes that build self-esteem" and "Top Rated Brazilian Jiu Jitsu & Judo in Minnesota". Led by a USA National Judo Champion (Sensei Max). ZIP 55116 = Highland Park, St Paul MN. 612 area code.
CONFIRMED	MS	Leonardo Delgado Jiu-Jitsu Academy	Biloxi	MS	https://selfdefensedibervillems.com	15513 Lemoyne Blvd, Biloxi, MS 39532	https://selfdefensedibervillems.com/	Footer School Info block renders "Leonardo Delgado Jiu-Jitsu Academy, (228) 238-7444, 15513 Lemoyne Blvd, Biloxi, MS 39532"; the embedded directions link resolves to "15513 Old Lemoyne Boulevard, Biloxi, MS 39532, USA". Body prose describes the academy as "in St. Martin, Mississippi" serving "the D'Iberville, Biloxi, and Ocean Springs areas" - St. Martin is an unincorporated CDP inside the 39532 Biloxi ZIP, so the printed address city Biloxi is used. Owner Leonardo Delgado, 3rd degree BJJ black belt, took over America Martial Art Academy in 2019, renamed 2022, moved to a new facility 2024. Adult and Kids Jiu Jitsu plus GRIT fitness. 228 = MS coast, ZIP 39532 = MS.
CORRECTED	MS	Gracie United - Team Jucao Hancock County in Diamondhead	Diamondhead	MS	https://www.hancockbjj.com/locations/diamondhead	17077 Kapalama Dr Suite C, Pass Christian, MS 39571	https://www.hancockbjj.com/locations/diamondhead	ADDRESS CORRECTED, was blank. NAME CORRECTED, was "Gracie United Diamondhead" - the body brands it "Gracie United - Team Jucao, Hancock County in Diamondhead" (diacritic on Jucao stripped). Location page body H1 "Diamondhead" with address line "17077 Kapalama Dr Suite C, Pass Christian, MS 39571, United States" repeated in the map block, and prose "located at the back of Diamondhead in the sports center known as The Park"; Areas served: Diamondhead and Pass Christian. FLAG FOR HUMAN: the printed postal city is Pass Christian 39571 while the embedded Google place is "Gracie United - Team Jucao Diamondhead" at 30.4142,-89.3448, which sits in the northern part of Diamondhead (Kapalama Dr is a Diamondhead street); this looks like a Pass Christian mailing ZIP on a Diamondhead mat, so city kept as Diamondhead and the address recorded exactly as printed. Genuinely a second site, not a doorway page: separate address, own schedule embed, own trial form; the Bay St Louis site is 835 US-90 Suite 22, Bay St Louis, MS 39520 (site-wide footer). Real BJJ: Brazilian Jiu Jitsu, No-Gi and Homeschool Jiu Jitsu programme pages. 228 area code.
CORRECTED	MS	KC Jones Martial Arts	Long Beach	MS	https://www.kcjonesmartialarts.com		https://www.kcjonesmartialarts.com/	WEBSITE CORRECTED, was blank - found and body-read at kcjonesmartialarts.com (redirects to www). ADDRESS CORRECTED, was "202c E Railroad St, Long Beach, MS" - THE BODY CARRIES NO STREET ADDRESS, only "Long Beach, MS" and "Call 228-669-5167", so the field is left blank per rule; 202c E Railroad St remains aggregator-only and unconfirmed. It IS a real BJJ programme and not a kids-only one: the body class timetable lists "Kids BJJ Monday 5:30, Tuesday 5:00, Thursday 4:25" AND "Adult BJJ Monday & Tuesday 7:00, Wednesday 6:40, Thursday 7:20", with programme tiles for "BRAZILIAN JIU JITSU KIDS AGES 6-12" and "BRAZILIAN JIU JITSU TEEN & ADULTS AGES 13+". Caveat: the school is TKD-first (Tae Kwon Do Little Dragons, Kids, Adults, Black Belt Club, weapons, demo team) with BJJ as a genuine second track. Founded by Mr. K.C. Jones. 228 = MS coast.
CONFIRMED	MS	Gracie South Jiu-Jitsu of Pearl	Pearl	MS	https://graciesouthjiujitsupearl.com		https://graciesouthjiujitsupearl.com/	NO STREET ADDRESS IN THE BODY - the rendered body carries only "(601) 706-9769", programme copy and instructor bios; /contact, /schedule and /location all returned an EMPTY body (JS-only Squarespace-style shell), so the address field is left blank rather than filled from an aggregator. For the record, a search result reports 111 Fairmont Plz, Pearl, MS 39208 - aggregator-only, NOT body-confirmed, needs a human check. Body confirms it is real Gracie/Brazilian jiu-jitsu: adult gi and no-gi classes, kids classes ages 4-7 and 8+, "basic Brazilian Jiu-Jitsu positions and movement"; owners Ramey and Amber Kent (Amber teaches in the Pearl Public School District), lineage Chance Sheppard under Travis Neagle under Royce Gracie, Gracie South founded 2006 by Travis Neagle. City Pearl rests on the trading name, the domain and Amber's Pearl school district employment, not on a body address. 601 = MS. Website recorded without the www prefix, which is the form that serves.
