# A05 verdicts - 84 flagged links - DNS-first method
state	city	name	url	verdict	note
MO	Lee's Summit	K2L Martial Arts	http://www.kids2leaders.com/	LIVE-SCHOOL	redirects to k2lma.com, active taekwondo/bjj school
MO	Nixa	TCB Fight Factory 417	http://tcbfightfactory417.com	DEAD	nxdomain
MO	North Kansas City	Aegis Jiu Jitsu	http://aegisjiujitsu.com/	PARKED	ad/tracking redirect lander page
MO	Salem	Kifaru Jitsu Martial Arts	http://www.kifarujitsu.com/	EMPTY	resolves, empty body on apex/www, http/https
MO	Springfield	Gracie Barra Springfield Fight Club	http://www.springfieldfightclub.com/	DEAD	nxdomain
MO	St Charles	St. Charles MMA and BJJ	http://www.stcharlesmma.com/	LIVE-SCHOOL	active mma/bjj school site
MO	St. Louis	Checkmat St. Louis	https://checkmatstl.com	DEAD	nxdomain
MO	St. Louis	St. Louis Combat Institute	http://www.stlcombatinstitute.com/	DEAD	nxdomain
MO	Sullivan	Sullivan Athletic Club	http://www.sullivanathleticclub.net/	LIVE-SCHOOL	active karate/bjj/boxing club site
MO	Warrensburg	Warrior Jiu-Jitsu	http://www.warriorjujitsu.com	DEAD	no A record on apex or www, nodata
MO	Webster Groves	Raven's Ridge MMA	http://www.ravensridgemma.com/	DEAD	nxdomain
MT	Bozeman	Grizzly Combat Sports	https://grizzlycombatsports.com	DEAD	nxdomain
MT	Kalispell	Hughes' Grappling Academy	https://www.hughesgrapplingacademy.com	DEAD	nxdomain
NV	Henderson	American Top Team Nevada	http://www.attnevada.com	EMPTY	resolves, empty body http/https/www
NV	Henderson	Gracie Barra Henderson	http://www.gblasvegas.com	DEAD	nxdomain
NV	Henderson	Relson Gracie Jiu Jitsu Team HK Las Vegas	http://relsongracielv.com	DEAD	nxdomain
NV	Henderson	Renzo Gracie Henderson Jiu Jitsu	https://www.renzograciehenderson.com	DEAD	nxdomain
NV	Henderson	Samurai Brazilian Jiu Jitsu Academy	https://samuraitc.com	DEAD	nodata on apex and www, no web server
NV	Henderson	Veritas Combat Arts And Fitness Academy	http://veritascombatarts.com	DEAD	nxdomain
NV	Las Vegas	Asylum Fight Team	http://www.asylumfightteam.com	EMPTY	redirects to asylumfightteamvegas.com, js shell no body
NV	Las Vegas	Atos Jiu Jitsu Las Vegas	http://www.atosjiujitsulv.com	EMPTY	resolves, empty body http/https/www
NV	Las Vegas	Cascao Jiu Jitsu	http://www.cascaojiujitsu.com	PARKED	icann whois verification suspended, registrar placeholder
NV	Las Vegas	Drysdale Fight For Us Jiu Jitsu	http://www.drysdalefightforus.com	EMPTY	resolves, empty body http/https/www
NV	Las Vegas	Fredson Paixao Academy	http://fredsonpaixaobjj.com	LIVE-OTHER	now Apex Credit, a credit-repair company in Canoga Park CA
NV	Las Vegas	Hard Knocks Muay Thai & Judo	http://www.hkmtkickboxing.com	DEAD	nxdomain
NV	Las Vegas	Jiu-Jitsu Methods	http://jiujitsumethods.com	LIVE-SCHOOL	redirects to jiujitsumethodslv.com, active bjj gym
NV	Las Vegas	Las Vegas Fight Center	https://lasvegasfightcenter.com	DEAD	nxdomain
NV	Las Vegas	Las Vegas Fight Club	http://www.thelasvegasfightclub.com	DEAD	nxdomain
NV	Las Vegas	Ribeiro Jiu-Jitsu - Las Vegas	http://www.ribeirojiujitsulasvegas.com	DEAD	dns refused/lame delegation on all nameservers
NV	Las Vegas	Summerlin BJJ	https://summerlinbjj.com	EMPTY	resolves, empty body http/https/www
