verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CORRECTED	BC	Budo Mixed Martial Arts Burnaby	Burnaby	BC	https://budoburnaby.com	3972 Hastings St, Burnaby, BC V5C 6C1	https://budoburnaby.com/location/	Name corrected from Budo Martial Arts Burnaby; body header and footer trade as Budo Mixed Martial Arts Burnaby. Address added from own Contact page body. www.budoburnaby.com 301s to apex budoburnaby.com (canonical tag confirms). Rendered nav and strapline sell Brazilian Jiu Jitsu and Muay Thai for kids and adults; open, Zenplanner signup live.
CORRECTED	BC	Kajan Johnson MMA	Burnaby	BC	https://kajanjohnsonmma.com	7759 Edmonds St, Burnaby, BC V3N 1B8	https://kajanjohnsonmma.com/contact/	Stored tristargymwestcoast.com 301s to kajanjohnsonmma.com; school now trades as Kajan Johnson MMA (logo, footer copyright, page H1). Still Tristar-affiliated in socials only. Body lists a standing Jiu Jitsu program plus MMA/Muay Thai/boxing; owner described in body as UFC vet and BJJ black belt. Address read off own Contact page, matches stored address and V3N postal confirms BC.
CORRECTED	BC	Legacy Brazilian Jiu Jitsu Academy	Coquitlam	BC	https://www.legacybjjacademy.com	3-2731 Barnet Highway, Coquitlam, BC	https://www.legacybjjacademy.com/contactus	Address added from own Contact page body (was blank). Name, city and BJJ status confirmed in body: independent family-owned BJJ academy in Coquitlam founded 2022, adult and seniors programs plus women's-only, head instructor Ramtin Rajabinia. www is the canonical host.
CORRECTED	BC	South Island Brazilian Jiu-Jitsu	Duncan	BC	https://www.sibjj.com	The HUB at Cowichan Station, 2375 Koksilah Rd, Duncan, BC	https://www.sibjj.com/	Name expanded to the form the body trades under: South Island Brazilian Jiu-Jitsu. Duncan street address added from the WHERE TO TRAIN block. Multi-site club (Metchosin, Mill Bay, Duncan, Chemainus, Ladysmith, Lake Cowichan) - Duncan is one of six venues. Adults, No-Gi and Ladies-Only classes listed. Lineage on body: Henry Panek under Marcus Soares under Carlson Gracie - read directly, not carried from research.
CONFIRMED	BC	Gracie Barra Lake Country	Lake Country	BC	https://gblakecountry.com	723 - 11850 Oceola Rd, Lake Country, BC V4V 2T5	https://gblakecountry.com/contact-us	Own Contact page body prints Turtle Bay Crossing, 723 - 11850 Oceola Rd, Lake Country, BC V4V 2T5. Adults Program in rendered nav alongside kids. V4V postal confirms BC. gblakecountry.com/contact redirects to /contact-us.
UNVERIFIED	BC	Tomari Martial Arts	Nanaimo	BC			https://www.yellowpages.ca/bus/British-Columbia/Nanaimo/Tomari-School-Of-Martial-Arts/102620580.html	NO PRIMARY BODY READ. No website exists - tomarimartialarts.com and .ca both return DNS Status 3 (NXDOMAIN). Only sources are aggregators: YellowPages.ca gives Tomari School Of Martial Arts, 5304 Sherbourne Dr, Nanaimo, BC V9T 2J8, 250-751-3657 but makes no BJJ claim; a DataGemba listing (body would not render, empty) is the sole BJJ claim. Address left blank rather than laundered. Name may actually be Tomari School Of Martial Arts. Needs a human pass.
CORRECTED	BC	Preta Jiu Jitsu Academy	Kelowna	BC	https://www.pretaacademy.ca	1044 Richter Street, Kelowna, BC	https://www.pretaacademy.ca/	CITY WAS WRONG. Own site body reads PRETA JIU JITSU ACADEMY / Kelowna Jiu Jitsu and the footer location block prints KELOWNA 1044 RICHTER STREET. No Penticton presence on the body; the Penticton attribution in the research pass came from a search snippet and is not supported. Name corrected, website located (pretaacademy.ca, not .com - .com fails to resolve), address added. Adult Beginners and Adult All Levels Gi and No Gi classes listed in the rendered class block; recent 2026 promotions posted.
UNVERIFIED	BC	Princeton BJJ	Princeton	BC			https://dns.google/resolve?name=princetonbjj.com&type=A	NO PRIMARY BODY READ. No own site found. princetonbjj.com resolves but its body is Princeton Brazilian Jiu Jitsu, 741 Alexander Road #4, Princeton, NEW JERSEY - a different school (Emily Kwok); it must not be attached to this record. Targeted searching for a BJJ club in Princeton BC / Similkameen returned nothing. The only support is the westcoastbjj.ca affiliate list, which I did not read myself in this session, so I am not carrying that claim forward. Existence unconfirmed.
CORRECTED	BC	Pinnacle Martial Arts Academy	Richmond	BC	https://pinnaclemma.ca	12100 Vulcan Way, Richmond, BC V6V 1J8	https://pinnaclemma.ca/index.php/contact/	Name corrected from Pinnacle MMA - body brands throughout as Pinnacle Martial Arts Academy. Address added from own Contact page body. Richmond BC confirmed by the V6V postal code on the body, not Richmond VA/TX/KY. Classes page body carries full Brazilian Jiu-Jitsu and No-Gi Jiu-Jitsu program descriptions plus Muay Thai, boxing, MMA, women's-only. Home page renders nav only, so class evidence taken from /index.php/classes/.
UNVERIFIED	BC	Dragon's Den Elite Combat Sports and Self Defense	Surrey	BC	https://www.dragonsdenmartialarts.ca		https://www.dragonsdenmartialarts.ca/programs/adult-programs/	LIVENESS AND CITY BOTH UNRESOLVED. Site resolves and About/Adult Programs bodies render, but the embedded news feed on both pages is frozen at November 2020 COVID-closure notices from Master S.P. Lapre; /contact-us/, /contact/, /programs/class-schedule/ and /sitemap.xml all return EMPTY BODIES, so no address is readable from any own page. Body says White Rock - South Surrey and Surrey-White Rock, never a street address; aggregators give Unit 1, 15515 24th Avenue, White Rock but that is scraper data and I have not laundered it into the address field. BJJ status is marginal: the adult offering is No-Gi Jiu Jitsu, which the body itself describes as deriving from Brazilian Jiu-Jitsu, but focus is stated as Jiu-Jitsu, Judo and Freestyle Wrestling with no BJJ belts or lineage anywhere on the site. A Yelp entry marks the Surrey location closed. Needs a phone call.
CORRECTED	BC	Kaboom Brazilian Jiu-Jitsu	Surrey	BC	https://kaboombjj.com	8556 120 St #111, Surrey, BC V3W 3N5	https://kaboombjj.com/	Website corrected to the canonical apex - stored www.kaboombjj.com 301s to kaboombjj.com. Address unit number restored to #111 (stored value had dropped the hash). Body is unambiguously BJJ-only with a dedicated Adult BJJ (15+) program, head coach Kabir Bath, blog posts dated 2026. V3W postal and Surrey/North Delta/Newton service map confirm Surrey BC, not Surrey England.
CORRECTED	BC	Diaz Combat Sports	Vancouver	BC	https://diazcombatsports.com	276 E Pender St, Vancouver, BC V6A 1T7	https://diazcombatsports.com/	Name corrected from DCS Diaz Combat Sports - body H1, footer block and logo trade as Diaz Combat Sports. Website corrected to canonical apex (www 301s). Address confirmed on the body footer, V6A postal confirms Vancouver BC. Rendered class list includes BJJ (Brazilian Jiu-jitsu) gi and nogi for adults, kids and women's-only, alongside Muay Thai, boxing and conditioning.
CORRECTED	BC	Kuzushi Grappling	Vancouver	BC	https://kuzushigrappling.com	150 West Hastings St, Floor 2, Vancouver, BC	https://kuzushigrappling.com/	Address added from the Gym info block in the body (Floor 2, 150 West Hastings st). Website corrected to canonical apex (www 301s). Body headline reads BRAZILIAN JIU JITSU AND GRAPPLING ACADEMY IN DOWNTOWN VANCOUVER; instructor bios read directly off the body name Ben Dyson as a second-degree BJJ black belt under Roy Dean, plus BJJ black belts Mike Crisp, Diego Mandlebaum and Harrison Woods. Classes 7 days a week, kids and women's programs.
REJECT-NOT-BJJ	BC	Praxis	Vancouver	BC	https://praxisgym.com		https://praxisgym.com/	NOT A BJJ SCHOOL. www.praxisgym.com and /contact return empty bodies; the apex https://praxisgym.com/ renders. The rendered body sells submission wrestling / grappling theory (radical embodied grappling) and online courses - there is no BJJ class list, no schedule, no BJJ rank. Body states the principal Sony Sahota is a black belt in JUDO and a full-time instructor at Kensington Judo Club, and gives the location as Kensington Judo Club, 187 East 11th Avenue, Vancouver BC - i.e. it operates out of a judo club. The bjjblog.ca dynamic grappling gym description used by the research pass is aggregator text and is not supported by the body.
CORRECTED	BC	Kaiser Jiu Jitsu	Victoria	BC	https://www.kaiserjiujitsu.com	5-770 Bay Street, Victoria, BC V8T 5E4	https://www.kaiserjiujitsu.com/contact	Address added from own Contact page body: Kaiser Jiu Jitsu HQ, 5-770 Bay Street, Victoria, BC V8T 5E4. V8T postal and 250 area code confirm Victoria BC, not Victoria TX. Body sells Brazilian Jiu Jitsu with a dedicated Adult Program plus kids and a women's beginner BJJ intro. www is the canonical host.
CORRECTED	QC	Académie Impak	Beloeil	QC	https://impakmma.com	347 Rue Duvernay, Beloeil, QC J3G 2M2	https://impakmma.com/nous-joindre/	Website located (was blank): impakmma.com resolves and renders. Name corrected to Académie Impak, the form used in the body H1, footer and copyright - MMA is not part of the trading name. Address confirmed on the own Coordonnées block: 347 Rue Duvernay (sous-sol porte rouge), Beloeil, Québec J3G 2M2, matching the stored value; J3G confirms Montérégie QC. Rendered course menu carries Jiu Jitsu brésilien (BJJ) 16 ans et plus as an adult class plus a separate kids BJJ class; FAQ body confirms affiliation with the Bannière de Jiu Jitsu brésilien Evolution.
REJECT-NOT-BJJ	QC	Patenaude Martial Arts Gatineau	Gatineau	QC	https://gatineau.patenaudemartialarts.com		https://gatineau.patenaudemartialarts.com/	NOT A BJJ SCHOOL. Site is live and is genuinely Gatineau QC (not Ottawa ON - the chain's Ontario schools are separate subdomains). But the rendered French programme list is Arts Martiaux/Auto-défense (Kung-Fu), arts martiaux pour enfants, Kickboxing/Forme physique, MMA and Formation Armée. The body states the school is la première école d'arts martiaux à base Kung-Fu au Québec and part of the Fang Shen Do / Patenaude Kung-Fu chain. Brazilian Jiu-Jitsu appears nowhere in the rendered class list, schedule menu or programme pages.
CORRECTED	QC	Bravado BJJ Rive-Sud	Longueuil	QC	https://www.bravadobjjrivesud.com	4180 Chemin de Chambly, Longueuil (St-Hubert), QC	https://www.bravadobjjrivesud.com/	Address added from the CONTACTEZ-NOUS block and the footer, both of which print 4180 Chemin de Chambly, Longueuil. Body is French and explicitly jiu-jitsu brésilien - NOTRE APPROCHE AU JIU JITSU BRÉSILIEN, owner and head instructor Karl Theberge, No-Gi coach Martin Grenier, all read off the body. 438 area code confirms greater Montreal QC. Saint-Hubert is a borough of Longueuil so the record stays under Longueuil.
CORRECTED	QC	Gracie Barra Kirkland	Montreal	QC	https://gbkirkland.ca	16751 Boul Hymus, Kirkland, QC H9H 3L4	https://gbkirkland.ca/	Address added from the Our location block and footer. H9H postal and 514 area code confirm Island of Montreal QC; Kirkland is a municipality on the Island so it is filed under Montreal per the city rule. Body sells Brazilian Jiu-Jitsu with a dedicated Adults Jiu-Jitsu 17+ programme plus kids, teens and women's self-defense. Site is bilingual with a Français page.
REJECT-WRONG-REGION	QC	Santos Brothers BJJ Montreal	Montreal	QC			https://www.santosbrothersbjj.com/	ONTARIO, NOT QUEBEC. Read the own site body: Santos Brothers BJJ is the Nova União headquarters for Canada, head instructor Wagnney Fabiano Santos, and the Contact Us block on the body prints 2486 Dufferin St, Toronto, ON M6B 3R1 with a 416 number. No Montreal QC branch is named anywhere on the body. The record is an Ontario school mis-filed under Montreal.
UNVERIFIED	QC	Association Hokano Mikata	Repentigny	QC		998 Rue Rachel, Repentigny, QC J5Y 3R9	https://jjbqc.org/listing/association-hokano-mikata-2/	NO PRIMARY BODY READ - no own website exists. Two sources, and they conflict on discipline. The FQJJB (Quebec Brazilian Jiu-Jitsu federation) listing body carries the address 998 Rue Rachel, Repentigny, Québec J5Y 3R9 and technical director Pascal Renaud, but describes the school only as école d'arts martiaux mixtes, karaté et jiu-jitsu. The independent dojos.ca body lists its styles as Jiu-Jitsu (Jujutsu/Jujitsu) and Karate, and local press describes a karate-plus-jiu-jitsu programme running out of école Louis-Fréchette with Mini-Ninja 3-6 and junior streams. Nothing anywhere says Brazilian. Federation membership is the only BJJ signal, so I will not confirm and will not reject - flagged for a human call.
CORRECTED	QC	Académie Connexion	Saint-Amable	QC	https://academieconnexion.com	510 Rue Charbonneau, Saint-Amable, QC J0L 1N0	https://academieconnexion.com/	Website located (was blank): academieconnexion.com renders and prints 510 rue Charbonneau, Saint-Amable J0L 1N0 in its own header bar, matching the stored address. J0L confirms Montérégie QC. Rendered services list includes JIU-JITSU ADULTES as a distinct programme alongside JIU-JITSU ENFANTS, boxe/kickboxing and functional training; a Google review quoted on the body specifically names BJJ. NEW CITY SPELLING: Saint-Amable.
CORRECTED	QC	Académie SGS	Sherbrooke	QC	https://academiesgs.com	297 Rue King Ouest, Sherbrooke, QC J1H 1R2	https://academiesgs.com/jiu-jitsu-bresilien/	Address completed with the postal code from the own page footer (297 Rue King O, Sherbrooke, QC J1H 1R2). J1H confirms Estrie QC, 819 phone on body. The /jiu-jitsu-bresilien/ page body is a long first-person description of a genuine adult Brazilian jiu-jitsu programme (taught no-gi, complemented by freestyle wrestling) with live sparring, and sells 1x/2x/3x weekly BJJ memberships. Adult offering confirmed. Not judged on the title tag.
CORRECTED	QC	Institut Impact Élite Martial	Val-d'Or	QC	https://institutimpactelitemartial.com	1218 7e Rue, Val-d'Or, QC J9P 5S7	https://institutimpactelitemartial.com/nos-programmes/	REBRANDED. The FQJJB-listed site impact-kickboxing.com now 301s to institutimpactelitemartial.com and the school trades as Institut Impact Élite Martial. Name and website corrected; address added from the own header and footer: 1218, 7e Rue, Val d'Or, Québec J9P 5S7 (J9P and 819 confirm Abitibi-Témiscamingue QC). Programme page body lists Jiu-Jitsu Brésilien (BJJ) as its own adult programme plus Petits Samouraïs BJJ 4-7, so the BJJ is real and not kids-only. NOTE: the same body also offers Jiu-Jitsu Can Ryu as a separate programme - the Can-Ryu is not the basis for inclusion, the standalone BJJ programme is. NEW CITY SPELLING: Val-d'Or.
