region	name	city	state	website	address	research_evidence
BC	Burridge Martial Arts	Abbotsford	BC	https://maxburridge.com		"Search result title and body: ""Home - Muay Thai and Brazilian Jiu-Jitsu in Abbotsford | Burridge Martial Arts"". Independently corroborated by the Mission BJJ body, which carries a Google review signed ""Max Burridge"". Abbotsford BC."
BC	Gracie Barra North Burnaby	Burnaby	BC	https://gbnorthburnaby.com	4029 Hastings St, Burnaby, BC V5C 2J1	"Gracie Barra BC roster body: ""Gracie Barra North Burnaby, 4029 Hastings St, Burnaby, BC V5C 2J1"", head Prof. Gabriel Araujo, est. 2023. bjjblog.ca body carries the same school with site gbnorthburnaby.com. BC confirmed by V5C postal code."
BC	Gracie Barra Chilliwack	Chilliwack	BC	https://gbchilliwack.com		"Listed by name on the Gracie Barra BC roster body at gblakecountry.com in the 18-academy British Columbia index. Search result title ""Gracie Barra Chilliwack - Welcome to GB Chilliwack"" with body describing a family-friendly environment providing BJJ classes for men, women and kids plus BarraFit. Chilliwack is in the BC Fraser Valley. Street address not established from a body."
BC	Cranbrook Brazilian Jiu-Jitsu	Cranbrook	BC	https://cranbrookbjj.com	22 8th Ave S, Cranbrook, BC	"Search result title and body: ""Cranbrook BJJ | Cranbrook Brazilian Jiu-Jitsu"" - the city's only BJJ school, head instructor Brian Hamm, a brown belt under Brian Bird of Champions Creed. Located at #22 8th Ave. S. Cranbrook, BC, phone (250) 489-0960. Province stated and confirmed by the 250 area code. Cranbrook is in the BC East Kootenay."
BC	Valley Jiu-Jitsu	Kamloops	BC		982 Camosun Crescent, Kamloops, BC	"Search result body: ""Valley Jiu-Jitsu is a premier martial arts instruction facility located at 982 Camosun Crescent in Kamloops, BC"". City and province stated explicitly. Standalone domain not confirmed - website left blank."
BC	Gracie Barra Maple Ridge	Maple Ridge	BC			"Listed by name on the Gracie Barra BC roster body at gblakecountry.com in the 18-academy British Columbia index. Corroborated by a search result titled ""Gracie Barra Maple Ridge - Fitness and Instruction in Maple Ridge District Municipality, Greater Vancouver"". Maple Ridge is in Metro Vancouver BC. Street address and standalone domain not established from a body - both left blank."
BC	Deep Cove BJJ	North Vancouver	BC			"Named in the body of westcoastbjj.ca (West Coast Brazilian Jiu-Jitsu Association affiliate list) as ""Deep Cove BJJ, North Vancouver."" Deep Cove is a North Vancouver neighbourhood. No standalone site located - website left blank."
BC	Powell River Brazilian Jiu Jitsu	Powell River	BC			"Search result: ""Powell River Brazilian Jiu Jitsu | Powell River BC"" - open to men, women and children. Powell River is on the BC upper Sunshine Coast. Only a Facebook presence located - website left blank."
BC	Apex Martial Arts	Richmond	BC	https://www.apexma.ca		"bjjblog.ca BC directory body: ""Apex Martial Arts, Richmond, BC - an exhilarating journey in Brazilian Jiu Jitsu and kickboxing"", 4.9 from 38 reviews, site apexma.ca (.ca domain)."
BC	Intrepid MMA	Salmon Arm	BC			"Named in the westcoastbjj.ca association body twice: in the affiliate list as ""Intrepid MMA, Salmon Arm"" and in a signed testimonial from ""Rick Dubois, Owner of Intrepid MMA Salmon Arm, BC"", an IBJJF World No-Gi champion promoted to brown belt in 2012. Province stated as BC in the body. Salmon Arm is in the BC Shuswap. No standalone site located."
