# A07 - 75 flagged links - TX VA WA WI
state	city	name	url
TX	Austin	Austin Fitness Martial Arts - Now is THE VOID MArtial Arts	http://www.austinfitnessmartialarts.com
TX	Austin	Austin Fitness Martial Arts	https://www.afmatx.com/
TX	Austin	Austin Martial Arts Academy	http://www.austinmartialarts.com/
TX	Austin	Austin Mixed Martial Arts	https://www.austinmixedmartialarts.com/
TX	Austin	Brazilian Fight Factory	http://www.brazilianfightfactory.com/
TX	Austin	Fight Factory Austin	https://fightfactoryaustin.com/
TX	Bedford	Carlos Machado Jiu-Jitsu Mid Cities	https://carlosmachadojiujitsumidcities.com/Home/Offer/
TX	Bedford	Ironside Martial Arts	http://www.ironsidemartialarts.com/
TX	Boerne	Grind House Training Facility	http://www.grindhousetraining.com/
TX	Burleson	GB Burleson	https://www.gbburleson.com
TX	Carrollton	Gracie Barra Carrollton	https://www.gbcarrollton.com
TX	Carrollton	Trainers Elite	http://www.trainerselite.net/
TX	Cedar Park	GKX Martial Arts	http://www.gkxtreme.com/
TX	Conroe	EnergyFIT Mixed Martial Arts & Fitness	http://energyfitacademy.com/
TX	Conroe	Gracie Humaita Conroe	https://www.gymconroe.com/
TX	Corinth	Jiu Jitsu Tech Mix martial arts and fitness	https://jiujitsutechofcorinth.com
TX	Corpus Christi	Renzo Gracie	http://www.renzogracietx.com/
TX	Corpus Christi	Xtreme MMA	http://www.xtrememmabjj.com/
TX	Deer Park	Atos Jiu-Jitsu Houston	http://www.atoshoustonbjj.com
TX	Denton	Texas Elite MMA	http://www.teamgibson.net/
TX	Edinburg	Amazonas MMA & Fitness Academy	https://amazonasmma.com/
TX	El Paso	El Paso Jiujitsu / Jiu-Jitsu El Paso TX 79936	http://www.elpjiujitsu.com/
TX	Fort Worth	Evolve BJJ	https://www.evolvebjj.com/
TX	Fort Worth	Marcos Santos Academy	http://fwbjj.com/
TX	Fort Worth	TX Black Belt Academy Ft Worth	http://www.txbba-fortworth.com/
TX	Greenville	Chop Shop MMA	http://www.chopshopmma.com/
TX	Harlingen	Harlingen Jiu-Jitsu Club	http://www.harlingenjjc.com/
TX	Houston	Advantage BJJ Martial Arts & Fitness	https://advantagebjj.com/
TX	Hurst	Collins Martial Arts	http://www.collinsmartialarts.com/
TX	La Marque	ACS Mixed Martial Arts	http://acsmmatx.com/
TX	Laredo	Sangue Novo FT / Gallos Prietos Jiu Jitsu	https://sanguenovojj.com/
TX	Longview	Longview BJJ	https://longviewbjj.com
TX	Longview	Pure Jiu-Jitsu Longview	https://pjlvtx.com/
TX	Lubbock	Victory Combat Sports Academy	https://www.victorycombatsportsacademy.com/contact
TX	McKinney	Combat Base TX / Shebaro Jiu Jitsu / We Defy HQ	https://shebarojiujitsu.com
TX	Mesquite	KO Empire Fight Academy / BJJ Mesquite TX 75149	https://www.koempirefa.com/
TX	Midland	Midland BJJ Texas	https://midlandbjjtx.com
TX	Mission	Premier Martial Arts-Mission	http://www.missiontxmartialarts.com/
TX	North Richland Hills	Peak Performance Brazilian Jiu-Jitsu	http://www.peakbjj.com/
TX	Richardson	ASL JunSur Martial Arts	https://www.asljiujitsu.com/
TX	Richardson	Gracie Gym Richardson / Brazilian Jiu-Jitsu	http://graciegymrichardson.com/
TX	River Oaks	Genesis Jiu Jitsu	http://www.genesisjiujitsu.com
TX	Rockwall	CAYA Martial Arts	http://www.cayamartialarts.com/
