region	name	city	state	website	address	research_evidence
MN	Black Arrow Martial Arts	Brainerd	MN	https://www.blackarrowmartialarts.com	217 Washington Street, Brainerd, MN 56401	Body footer reads 217 Washington Street, Brainerd, MN, 56401 and 218-851-1618. Body reads Black Arrow Family Martial Arts offers World Class Jiu-Jitsu instruction to the Brainerd Lakes Area with a dedicated Black Arrow Jiu-Jitsu page. Six-time Best Fitness Center in the Brainerd Lakes Area. 218 = northern MN. This is the real Brainerd BJJ school.
MN	The Academy Eden Prairie	Eden Prairie	MN	https://academyedenprairie.com	7501 Washington Ave S, MN 55439	Read from The Academy MN Official Representatives page body: The Academy Eden Prairie, Head Coach Hayden Buckner, 7501 Washington Ave S, Minneapolis, MN 55439, Tel (952) 377-8111, AcademyEdenPrairie.com. NOTE the address as printed carries ZIP 55439 (Edina/Bloomington) while the school name and a second directory say Eden Prairie 55344 - address flagged for human confirmation. Definitely Minnesota either way (952 area code).
MN	Warrior's Cove Martial Arts and Fitness Little Canada	Little Canada	MN	https://warriorscove.com	2900 Rice Street, Little Canada, MN 55113	Second location page body reads Little Canada Gym Serving Saint Paul MN, 2900 Rice Street, Little Canada, MN 55113, 612-208-7984, just West of Highway 35E and just South of Highway 694 in the Market Place Center. Separate published class schedule.
MN	Motion City BJJ	New Brighton	MN	https://motioncitybjj.com	550 County Rd D West #2, New Brighton, MN 55112	Body contact block and footer both read 550 County Rd D West #2, New Brighton, MN 55112, phone (612) 466-0616. Body reads Motion City in New Brighton, Minnesota, opened in early 2024 by Aidan and Michelle, dedicated Brazilian Jiu Jitsu program page. ZIP 55112 = New Brighton MN.
MN	Mario Roberto Jiu-Jitsu Academy	Rochester	MN	http://mrjja.com	4915 Hwy 52 N Suite B, Rochester, MN 55901	Body footer reads 4915 Hwy 52 N Suite B, (507) 202-0036, Rochester, MN 55901, USA. Body reads We are the largest and longest-operating Brazilian Jiu-Jitsu and Muay Thai school in SE MN; head instructor Mario Roberto, 6th degree black belt, moved to Rochester in 2004. 507 = southern MN. Rochester MINNESOTA, not Rochester NY.
MN	Grappler Station	St. Paul	MN	https://www.grapplerstation.com	2015 Ford Pkwy, St Paul, MN 55116	Body reads Judo and Jiu Jitsu Training in St Paul, MN, with adult and kids BJJ and Judo programs, instructor Sensei Max Kafka, 49+ verified Google reviews. Address renders via script so the street line is directory-corroborated; city and state confirmed in body. ZIP 55116 = Highland Park St. Paul.
MS	Leonardo Delgado Jiu-Jitsu Academy	Biloxi	MS	https://selfdefensedibervillems.com	15513 Lemoyne Blvd, Biloxi, MS 39532	"Footer school info reads ""15513 Lemoyne Blvd, Biloxi, MS 39532"", phone (228) 238-7444 (228 = MS). Body describes the academy as ""in St. Martin, Mississippi"" serving ""D'Iberville, Biloxi, and Ocean Springs"". Owner Leonardo Delgado, 3rd degree black belt, took over America Martial Art Academy in 2019."
MS	Gracie United Diamondhead	Diamondhead	MS	https://www.hancockbjj.com		"Second location of Gracie United Team Jucao Hancock County. Site body carries a Locations menu with distinct ""Bay St. Louis"" and ""Diamondhead"" entries and the site title reads ""Mixed Martial Arts Studio in Bay St. Louis and Diamondhead"". Diamondhead MS 39525, area code 228. No separate street address rendered in the body."
MS	KC Jones Martial Arts	Long Beach	MS		202c E Railroad St, Long Beach, MS	Listed in Long Beach MS (Harrison County, 39560, area code 228) at 202c E Railroad St with a child and adult BJJ program. No own website found; address from listings, not body-confirmed. Included as a Gulf Coast coverage lead.
MS	Gracie South Jiu-Jitsu of Pearl	Pearl	MS	https://www.graciesouthjiujitsupearl.com		Body text reads phone (601) 706-9769 (601 = MS), owners Ramey and Amber Kent (Amber teaches in the Pearl Public School District), adult and kids Gracie Jiu-Jitsu, lineage Chance Sheppard / Travis Neagle / Royce Gracie. Satellite of Gracie South Ridgeland. No street address rendered in the body.
