verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CONFIRMED	AB	Ground Control Academy	Ardrossan	AB	https://groundcontrolacademy.ca	60 First Ave, Ardrossan, AB T8E 2A2	https://groundcontrolacademy.ca/	Body read myself (https had already been fetched this session; re-fetched over http to get content). H1 "The Best Brazilian Jiu Jitsu Academy In Ardrossan / GROUND CONTROL ACADEMY", live weekly schedule (Little Ninjas 5-7, Beginner Youth 8-12, Beginner Teen 13-15, Beginner Adult 18+, Homeschool, Open Mat), belt-promotion FAQ names the BJJ belt order. Footer VISIT US "60 First Ave Ardrossan, AB T8E 2A2", 587-416-5559. Alberta anchors: T8E postal, 587 area code. Kids program currently full (waitlist) but school is open. Note one FAQ block still carries boilerplate text naming "SBG Niagara" - a leftover template string, not a second business.
CONFIRMED	AB	Alavanca	Calgary	AB	https://www.alavanca.ca	209 16 Ave NE, Calgary, AB T2E 1J9	https://alavanca.ca/	Body read (non-www form; www had been fetched earlier this session). Page trades as "Alavanca" / "Alavanca HQ", "Calgary's BJJ, MMA, & Muay Thai Authority", with a Brazilian Jiu Jitsu program block, kids and adult unlimited memberships. Footer address "209 16th Ave NE, Calgary Alberta T2E1J9", phone 403-815-6304. Alberta anchors: T2E postal, 403 area code. alavanca.ca redirects to www.alavanca.ca; stored www form retained.
CONFIRMED	AB	Arashi-Do Martial Arts Calgary South Acadia	Calgary	AB	https://arashido.com/location/calgary-south-acadia/	8318 Fairmount Drive SE, Calgary, AB T2H 0Y8	https://arashido.com/location/calgary-south-acadia/	Location-page body: "ARASHI-DO Calgary South - Acadia. This location offers classes in Karate ~ Muay Thai ~ Brazilian Jiu Jitsu", with a printed weekly Jiu Jitsu schedule (Mini Monkeys, Youth One/Two/Three, Teen/Adult Jiu Jitsu Fri and Sun). Address block "8318 Fairmount Drive S.E, Calgary, AB T2H 0Y8", (825) 747-9574. Alberta anchors: T2H postal, 825 area code. Genuine separate academy with its own instructors (Renshi Logan Jennyc, Professor JP Marotte), not a doorway page.
CONFIRMED	AB	Champion's Creed Martial Arts North	Calgary	AB	https://championscreed.ca	Unit 13, 5720 Silver Springs Blvd NW, Calgary, AB T3B 4N7	https://championscreed.ca/	Body read (www form; bare domain had been fetched earlier this session). Body carries both Calgary locations; the north block reads "Unit 13, 5720 Silver Springs Blvd NW Calgary AB T3B 4N7" with (587) 582-1909. Curriculum on body is "Jiu-Jitsu, Muay Thai, Wrestling, and MMA" plus a kids Brazilian Jiu-Jitsu programme ages 5-12. Alberta anchors: T3B postal, 587 area code. Body also shows a South location at 119 - 42 Ave SW Calgary AB T2G 1Y2, (587) 229-9524, which is not in this batch and may be a NET-NEW.
CONFIRMED	AB	JR Academy	Calgary	AB	https://www.jracademy.co	6031 3 St SE, Calgary, AB T2H 1K3	https://www.jracademy.co/	Body-not-read row now verified. Body: "WORLD-CLASS BRAZILIAN JIU JITSU TRAINING IN CALGARY ... Welcome to JR Academy. Calgary's Premiere Destination for Quality Brazilian Jiu-Jitsu Training Since 2005 ... led by Professor Josh Russell, Black Belt under Master Carlos Carlinhos Gracie Jr". Footer address "6031 3 Street Southeast Calgary, AB, T2H 1K3 Canada". Adult and kids BJJ class pages live. Alberta anchor: T2H postal. Stored https://jracademy.co redirects to https://www.jracademy.co (canonical) - www form recorded, no substantive change.
CONFIRMED	AB	YYC Brazilian Jiu Jitsu	Calgary	AB	https://www.yycbjj.ca	205-3507 17 Ave SW, Calgary, AB T3E 0B6	https://yycbjj.ca/	Body read (non-www form; www had been fetched earlier this session). Body: "WELCOME TO YYC BRAZILIAN JIU JITSU ... YYC BJJ in Calgary, Alberta", owner Scott Schroeder, academy opened May 14 2022, adult and youth Jiu Jitsu programme pages. Contact block "#205-3507 17 Ave SW Calgary, AB T3E 0B6" and (587) 604-0368. Alberta anchors: T3E postal, 587 area code. yycbjj.ca redirects to www.yycbjj.ca; the earlier .com is the GoDaddy for-sale parking page and is correctly not used.
CONFIRMED	AB	Arashi-Do Martial Arts Edmonton South	Edmonton	AB	https://arashido.com/location/edmonton-south/	1803 91 St SW Unit 116, Edmonton, AB T6X 0W8	https://arashido.com/location/edmonton-south/	Address was previously only from a directory; now verified on the location-page body itself: "ARASHI-DO Edmonton South. This location offers classes in Karate ~ Muay Thai ~ Brazilian Jiu Jitsu", address block "#116, 1803 91 St. SW, Edmonton, AB T6X 0W8", (780) 414-6513, and a printed schedule with Mini Monkeys BJJ (5-7), Kids and Adult Jiu Jitsu classes. Alberta anchors: T6X postal, 780 area code.
CORRECTED	AB	Bravé MMA and Fitness	Edmonton	AB	https://bravemmaandfitness.com	10023 168 St NW, Edmonton, AB T5P 3W9	https://bravemmaandfitness.com/	Body-not-read row now verified. NAME CORRECTED: was "Brave MMA and Fitness", the site trades as "Bravé MMA and Fitness" (og:site_name, page title and image alt text all use the acute accent; one hero heading renders the grave form "Be Bravè", branding on the site is inconsistent but é dominates). Body confirms BJJ: dedicated Jiu Jitsu and Jiu-Jitsu No Gi programme pages, a Head BJJ Coach (Kenny Bhullar), Women's BJJ and BJJ Gi coaches. Locations block gives West Edmonton "10023 168 St NW, Edmonton, AB T5P 3W9", 780-660-1089 - matches the stored address. Alberta anchors: T5P postal, 780 area code. Body also lists a second site, South Edmonton at 5809 Gateway Blvd, Edmonton, AB T6H 2H3, not in this batch and possibly NET-NEW.
CORRECTED	AB	Kamikaze Punishment Foundation	Edmonton	AB	https://www.kpfit.ca	12034 Fort Rd NW, Edmonton, AB T5B 4H1	https://www.kpfit.ca/programs-kp	Body-not-read row now verified and WEBSITE CORRECTED: was empty, the school's own site is https://www.kpfit.ca (found via one WebSearch call, then read directly). Home and Programs bodies confirm the address "12034 Fort Road, Edmonton, AB." and confirm real BJJ rather than judo or TKD: adult (Bushido Warriors 22+) and Sr. Dragons "Gi Jiu-Jitsu Fundamentals", "Gi Jiu-Jitsu Competition (BJJ)", "No-Gi S.A.W Fundamentals", the banner "IBJJF | International Brazilian Jiu-Jitsu Federation Certified Academy", and instructor Sensei Steve Bergeron, 2nd degree BJJ black belt under Roy Harris. Alberta anchor: T5B postal. Not-for-profit society, open weekdays 4:15-8pm.
CONFIRMED	AB	The Ludus Martial Arts Academy	Edmonton	AB	https://www.ludusmartialarts.ca	9547 42 Ave NW, Edmonton, AB T6E 5R2	https://www.ludusmartialarts.ca/	Body-not-read row now verified. Body: "The Ludus Martial Arts Academy is a space designed for students of all ages and skill levels to learn jiu jitsu kickboxing, MMA and self defense". Class list on the body: Jiu-Jitsu Age 5-8, Jiu-Jitsu Age 9-15, Youth MMA, adult "Jiu-Jitsu (Gi or NoGi)", Kickboxing. Get in Touch block: "9547 42 Ave NW, Edmonton, AB, T6E 5R2", Tel (780) 203-7755. Alberta anchors: T6E postal, 780 area code. Copyright 2025, schedule and Zenplanner portal live.
CONFIRMED	AB	Heiho Dojo	Grande Prairie	AB	https://www.heihodojo.ca	10015 100 Ave, Grande Prairie, AB T8V 0V2	https://www.heihodojo.ca/adults	Home page had already been fetched this session so I read the Contact and Adults pages instead. Adults page body carries a "BRAZILIAN JIU-JITSU" class block ("Brazilian Jiu-Jitsu or BJJ is an extremely diverse style of Martial Arts focusing on ground fighting") alongside Muay Thai, sparring and a Kenpo block that is explicitly private-sessions-only, so this is not a Kenpo school with a BJJ label. Contact page and footer: "10015 100th Ave, Grande Prairie, AB T8V-0V2", (780) 533-3101 and (587) 864-0988. Alberta anchors: T8V postal, 780 and 587 area codes.
