verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CORRECTED	AB	Jiu-Jitsu For Life Airdrie	Airdrie	AB	https://jiujitsuforlifeairdrie.com	46 Baysprings Way, Airdrie, AB T4B 4C4	http://jiujitsuforlifeairdrie.com/	ADDRESS CHANGED (old: 46 Bayspring Way). Body read via http host form (https root returned empty in this session). Body: "Welcome to Jiu-Jitsu for Life Airdrie ... our academy offers a supportive environment to learn authentic Brazilian Jiu-Jitsu" with BJJ, Kids, Females Only and No Gi sections. Header "46 BAYSPRINGS WAY, AIRDRIE-AB" and footer "46 BAYSPRINGS WAY AIRDRIE T4B4C4 CA", phone 403 560 6608. Alberta postal T4B, area code 403. Cosmetic oddity: og:site_name is still the template default "Boat Rentals Single-Page" - not a business identity.
CONFIRMED	AB	Affinity Academy Varsity	Calgary	AB	https://affinityacademy.ca	5403 Crowchild Trail NW Unit 215, Calgary, AB T3B 4Z1	https://affinityacademy.ca/about-us/	BODY NOW READ (input said "body not individually read"). Site-wide footer carries two Calgary locations: "Nolan Hill NW, Calgary - #320 318 Nolanridge Crescent" and "Varsity NW, Calgary - 5403 Crowchild Trail NW #215, Calgary, AB T3B 4Z1, Canada", phone 587-316-2473. Programme menu is BJJ-led: Adult BJJ, Women's Only BJJ, Youth BJJ, Junior's BJJ, Tiny Ninjas, Ground Zero intro BJJ, plus Muay Thai/Kickboxing. Alberta postal T3B, area code 587. Root and /contact render empty (JS); /about-us renders fully.
CONFIRMED	AB	Arashi-Do Martial Arts Calgary SW Rutland Park	Calgary	AB	https://arashido.com/location/calgary-south-rutland-park/	3130 40 Avenue SW, Calgary, AB T3E 4T2	https://arashido.com/location/calgary-south-rutland-park/	Location-page body: "ARASHI-DO Calgary SW - Rutland Park. This location offers classes in Karate ~ Muay Thai ~ Brazilian Jiu Jitsu". Address block "3130 40 Avenue SW, Calgary, AB T3E 4T2, (825) 747-9574". Rendered Sunday schedule carries a real Jiu Jitsu ladder: Mini Monkeys One and Two, Youth One, Youth Two, Teen/Adult Jiu Jitsu. Named BJJ instructors Professor JP Marotte and Professor Mark Hamlin. Alberta postal T3E, area code 825. Separate premises from the other Arashi-Do rows.
CORRECTED	AB	Carlson Gracie Calgary	Calgary	AB	https://www.carlsongraciecalgary.com	7060 Farrell Road SE Bay D, Calgary, AB T2H 0T2	https://www.carlsongraciecalgary.com	BODY NOW READ (input said "body not individually read"). ADDRESS CHANGED - postal code (old: T2H 0W7). Body footer: "Address - 7060 Farrell Road SE, Bay D, Calgary, AB, T2H0T2", phone (587) 836-2300, Instagram @carlsongraciecalgary. Body sells Gi, No Gi and Muay Thai adult classes, kids classes Mon-Thu 5:15pm, beginner classes Tue/Thu 6:30pm, Professor Vini named in reviews, "SCHEDULE 2025" and copyright 2026. Genuine Carlson Gracie BJJ academy, Calgary Alberta, area code 587.
CORRECTED	AB	Gracie Barra Calgary	Calgary	AB	https://graciebarracalgary.ca	10 - 8989 Macleod Trail SW, Calgary, AB T2H 0M2	https://afterschool.gbcalgary.ca/	ADDRESS CHANGED - unit number added (old: 8989 Macleod Trail SW, Calgary, AB T2H 0M2). WARNING: graciebarracalgary.ca and gbcalgary.ca both resolve to 66.102.133.110 but return an EMPTY rendered body on every path I tried - this is a JS-only site, not a dead one. Address instead read from the school's OWN subdomain afterschool.gbcalgary.ca, whose body reads "Gracie Barra Calgary ... Location: 10 - 8989 Macleod Trail SW" with contact phone (587) 327-2944 and facebook.com/gbcalgary. A second GB Calgary landing page offer.gbcalgary.com (copyright 2026) advertises a different address, "2020 32 Avenue NE - Bay 1", which collides with the Upper Academy row below - GB Calgary appears to run two sites. Postal T2H 0M2 is carried over from the input, not seen in a body.
CORRECTED	AB	Upper Academy & Alliance Brazilian Jiu-Jitsu	Calgary	AB	https://upperacademy.ca	2020 32 Avenue NE Bay I, Calgary, AB T2E 6T4	https://upperacademy.ca/contact/	BODY NOW READ (input said "body not read"). NAME CHANGED (old: Upper Alliance Jiu Jitsu). WEBSITE CHANGED (old: blank). Own site body: "When it comes to Jiu-Jitsu, nothing compares to Upper Academy & Alliance Brazilian Jiu-Jitsu ... The art of Brazilian Jiu Jitsu", "All Alliance BJJ Students, Athletes, Future Black Belts & Instructors registered with IBJJF", reviews name Professor Andre and the Alliance black belts. Contact page body: "Upper Academy & Alliance Brazilian Jiu-Jitsu, 2020 32 Ave NE I, Calgary, AB T2E 6T4, Canada" with a full weekly timetable. Alberta postal T2E. CAUTION: Gracie Barra Calgary's offer.gbcalgary.com landing page lists the same unit as its own location - one of the two records may be stale; both sites are currently live.
CONFIRMED	AB	Arashi-Do Martial Arts Edmonton North	Edmonton	AB	https://arashido.com/location/edmonton-north/	12730 St Albert Trail NW, Edmonton, AB T5L 4S5	https://arashido.com/location/edmonton-north/	Location-page body: "ARASHI-DO Edmonton North. This location offers classes in Karate ~ Muay Thai ~ Brazilian Jiu Jitsu". Address block "12730 St. Albert Trail NW, Edmonton, AB T5L 4S5, (780) 220-5425". Rendered timetable carries substantial adult BJJ - 6:00am Brazilian Jiu Jitsu Open Wed/Fri, 11:00am BJJ Tue/Thu, 7:15pm Adult Brazilian Jiu Jitsu Mon/Wed, Friday No Gi and Open Mat, Sunday BJJ Intermediate. Instructor Professor/Sensei/Kru Mike Yackulic. Alberta postal T5L, area code 780.
CORRECTED	AB	Black Sails Brazilian Jiu Jitsu	Edmonton	AB	https://www.blacksailsbjj.com	9746 54 Ave NW, Edmonton, AB T6E 0A9	https://www.blacksailsbjj.com/contact	BODY NOW READ (input said "body not individually read"). NAME CHANGED (old: Black Sails Brazilian Jiu-Jitsu Edmonton) - body H1 on every page is "Black Sails Brazilian Jiu Jitsu". ADDRESS CHANGED (old: blank). WEBSITE CHANGED to canonical www form. Home body: "Welcome to Black Sails Brazilian Jiu Jitsu. Offering BJJ and Muay Thai classes in Edmonton, Alberta ... unlimited classes, 7 days per week. Our certified black belts are teaching and on the mats every day." Contact-page body: "9746 54 Ave NW, Edmonton, Alberta, T6E 0A9", tel 877-513-1534. Alberta postal T6E.
CORRECTED	AB	Gracie Barra Edmonton	Edmonton	AB	https://graciebarra.com/edmonton-alberta-canada/	11500 170 St NW, Edmonton, AB T5S 1J7	https://graciebarra.com/edmonton-alberta-canada/	BODY NOW READ (input said "body not read"). ADDRESS CHANGED (old: blank). Body H1 "GB Edmonton" over "Gracie Barra - North America"; text "Welcome to Gracie Barra GB Edmonton, a proud part of the global Gracie Barra network". Address printed four times in the rendered body: "11500 170 St NW, Edmonton, AB T5S 1J7", phone 780-990-0996, with full school hours Mon-Sun. Class list is pure BJJ: GBK Kids, GB1 Fundamentals, GB2 Advanced, GB3 Expert, Private Classes. Alberta postal T5S, area code 780.
CORRECTED	AB	SBG Edmonton	Edmonton	AB	https://www.straightblastgymedmonton.com	11714 82 Street Northwest, Edmonton, AB T5B 2V9	https://www.straightblastgymedmonton.com	NAME CHANGED (old: Straight Blast Gym Edmonton) - body H1 and footer both trade as "SBG Edmonton". ADDRESS CHANGED - postal code and street form (old: 11714 82 St NW, Edmonton, AB T5B 2W1). Footer body: "SBG Edmonton, 11714 82 Street Northwest, Edmonton, AB, T5B 2V9, (780) 479-7243". Body: "An academic environment centered around the growth and learning of Brazilian Jiu-Jitsu", nav carries Brazilian Jiu-Jitsu, Kids Program, Women's Brazilian Jiu-Jitsu. Head coach Steve Winjet, co-owner Katy Winjet. Alberta postal T5B, area code 780. Instagram feed posts are current.
