# A07 verdicts - 75 flagged links - DNS-first method
state	city	name	url	verdict	note
TX	Austin	Austin Fitness Martial Arts - Now is THE VOID MArtial Arts	http://www.austinfitnessmartialarts.com	DEAD	nxdomain
TX	Austin	Austin Fitness Martial Arts	https://www.afmatx.com/	DEAD	nxdomain
TX	Austin	Austin Martial Arts Academy	http://www.austinmartialarts.com/	LIVE-SCHOOL	redirects to satorimethod.com/lifekido.com, rebranded
TX	Austin	Austin Mixed Martial Arts	https://www.austinmixedmartialarts.com/	DEAD	nxdomain
TX	Austin	Brazilian Fight Factory	http://www.brazilianfightfactory.com/	DEAD	zone exists, no a record on apex or www
TX	Austin	Fight Factory Austin	https://fightfactoryaustin.com/	DEAD	nxdomain
TX	Bedford	Carlos Machado Jiu-Jitsu Mid Cities	https://carlosmachadojiujitsumidcities.com/Home/Offer/	DEAD	dns refused, lame delegation
TX	Bedford	Ironside Martial Arts	http://www.ironsidemartialarts.com/	DEAD	nxdomain
TX	Boerne	Grind House Training Facility	http://www.grindhousetraining.com/	DEAD	nxdomain
TX	Burleson	GB Burleson	https://www.gbburleson.com	DEAD	nxdomain
TX	Carrollton	Gracie Barra Carrollton	https://www.gbcarrollton.com	DEAD	nxdomain
TX	Carrollton	Trainers Elite	http://www.trainerselite.net/	DEAD	nxdomain
TX	Cedar Park	GKX Martial Arts	http://www.gkxtreme.com/	DEAD	cloudflare zone, no a record on apex or www
TX	Conroe	EnergyFIT Mixed Martial Arts & Fitness	http://energyfitacademy.com/	DEAD	nxdomain
TX	Conroe	Gracie Humaita Conroe	https://www.gymconroe.com/	DEAD	nxdomain
TX	Corinth	Jiu Jitsu Tech Mix martial arts and fitness	https://jiujitsutechofcorinth.com	DEAD	nxdomain
TX	Corpus Christi	Renzo Gracie	http://www.renzogracietx.com/	DEAD	nxdomain
TX	Corpus Christi	Xtreme MMA	http://www.xtrememmabjj.com/	DEAD	nxdomain
TX	Deer Park	Atos Jiu-Jitsu Houston	http://www.atoshoustonbjj.com	DEAD	nxdomain
TX	Denton	Texas Elite MMA	http://www.teamgibson.net/	DEAD	nxdomain
