region	name	city	state	website	address	research_evidence
AB	Airdrie Martial Arts Centre	Airdrie	AB	https://airdriemartialartscentre.ca	28 Gateway Drive, Airdrie, AB T4B 0J6	"Body of the Brazilian jiu jitsu page: ""Bellegarde's Dragon Brazilian Jiu Jitsu ... Altemar Costa is our Brazilian Jiu-Jitsu Sensei: A Certified Black Belt by the Federation of Brazilian Jiu-Jitsu, trains out of Team Carvalho"". Footer: ""Airdrie Martial Arts Centre, Gateway Road Northeast, Airdrie, AB, T4B 0J6, Canada, 403 888-3765"" and ""28 Gateway Drive Airdrie, Alberta, T4B 0J6"". Alberta postal T4B, area code 403."
AB	Affinity Academy Nolan Hill	Calgary	AB	https://affinityacademy.ca	318 Nolanridge Cres NW Unit 320, Calgary, AB T3R 1W9	"Domain resolves. Directory record read as ""Affinity Academy: Brazilian Jiu Jitsu, Kickboxing and Fitness HQ, 318 Nolanridge Cres NW Unit 320, Calgary, AB T3R 1W9, Canada"". Alberta postal T3R. Body not individually read - lower confidence."
AB	Arashi-Do Martial Arts Calgary SE Deerfoot Douglasdale	Calgary	AB	https://arashido.com/location/calgary-deerfoot-south-douglasdale/	252-11488 24 Street SE, Calgary, AB T2Z 4C9	"Location page body: ""Classes in Karate ~ Muay Thai ~ Brazilian Jiu Jitsu"" with Tue/Thu Mini Monkeys, Youth BJJ 1 and 2, and Adult Brazilian Jiu Jitsu on the printed schedule. Address ""#252 11488 24th street SE, Calgary, AB T2Z 4C9"", (403) 612-4050. Alberta postal T2Z, area code 403."
AB	Brazilian Jiu-Jitsu Fight Club	Calgary	AB	https://bjjfightclub.ca		"Domain resolves (199.34.228.164). Listed in the Alberta BJJ directory as ""Brazilian Jiu-Jitsu Fight Club, Calgary, AB"". Street address not captured; body not individually read - lower confidence."
AB	Elite Martial Arts Calgary	Calgary	AB	https://calgarymartialarts.com	4750 106 Ave SE, Calgary, AB T2C 3G5	"REAL-BUT-WRONG-URL - the stored elitemartialarts.ca resolves but returns a completely empty body. The school actually trades at calgarymartialarts.com: body reads ""Elite Martial Arts Academy - Muay Thai and Brazilian Jiu-Jitsu in South Calgary for All Ages"", phone (587) 225-0337 (Alberta area code 587), with dedicated Adult/Kids/Youth/Teen BJJ program pages and three South Calgary sites named in the body (Shepard, Braeside, Flint Road)."
AB	Tried and True Jiu Jitsu	Calgary	AB	https://triedandtruejj.ca	Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2	"Domain resolves (141.193.213.10). Directory record read as ""Tried and True Jiu Jitsu, Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2, Canada - Calgary's premier destination for Brazilian Jiu Jitsu"". Alberta postal T2H. Body not individually read - lower confidence."
AB	Arashi-Do Martial Arts Edmonton East	Edmonton	AB	https://arashido.com/location/edmonton-east/		Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page and in the site-wide EDMONTON AND AREA menu. Alberta-only chain per its own body text. Street address not captured.
AB	Bairro Martial Arts Academy South	Edmonton	AB	https://bairro.ca	5222 86 St NW, Edmonton, AB T6E 5J6	"Second physical location printed in the same bairro.ca footer: ""Bairro Martial Arts Academy South, 5222 86 st NW, Edmonton, AB T6E 5J6, Canada"", phone 587-404-2848, with its own Southside Adult and Kids/Teen Jiu Jitsu programs in the trial form. Alberta postal T6E, area code 587."
AB	Elite Taekwondo and Brazilian Jiu Jitsu	Edmonton	AB	https://www.elite-tkd.com	9831 45 Ave NW, Edmonton, AB T6E 5C8	"Directory record read as ""Elite Taekwondo and Brazilian Jiu Jitsu, 9831 45th Ave NW, Edmonton, AB T6E 5C8, Canada"". Alberta postal T6E. Body not individually read - lower confidence."
AB	Munduruca North Edmonton BJJ	Edmonton	AB	https://northedmontonbjj.com	14809 Yellowhead Trail, Edmonton, AB T5L 3C4	"Body: ""The club is a premium martial arts facility in Edmonton, Alberta, dedicated to Brazilian Jiu Jitsu ... proud to be affiliated with Rodrigo Munduruca, world masters open weight Brazilian Jiu-Jitsu champion"", with a printed Tue/Thu/Sat/Sun class schedule. Address block ""14809 Yellowhead Trail, Edmonton, AB T5L 3C4, Above New Image Flooring"". Alberta postal T5L."
AB	Bowman's Martial Arts	Fort McMurray	AB	https://bowmansmma.ca		"Body title and content read ""Bowman's Martial Arts - MMA in Fort McMurray"" with jiu-jitsu classes throughout the Classes section; instructor Sandy Bowman, BJJ black belt. Alberta confirmed by the Fort McMurray city name in the body. Street address not captured from the body."
AB	Arashi-Do Martial Arts Leduc	Leduc	AB	https://arashido.com/location/leduc/		"Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page. Alberta-only chain per its own body text (""19 locations across the province""). Street address not captured."
AB	Arashi-Do Martial Arts Olds	Olds	AB	https://arashido.com/location/olds/		Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page and in the CENTRAL ALBERTA locations menu. Street address not captured.
AB	Frontline Academy Canada	Sherwood Park	AB	https://frontlinebjj.com	214 Sioux Road, Sherwood Park, AB T8A 3X5	"Body: ""Whether your goals are fitness, competition, self-defense or having fun, Frontline Academy is the place for you ... develop your Brazilian Jiu-Jitsu skills. With a Brazilian black belt professor in every class"". Address printed at the foot of the body: ""#214 Sioux Road, Sherwood Park, Alberta T8A3X5"". Alberta postal T8A."
