region	name	city	state	website	address	research_evidence
AB	Ground Control Academy	Ardrossan	AB	https://groundcontrolacademy.ca	60 First Ave, Ardrossan, AB T8E 2A2	"Body: ""The Best Brazilian Jiu Jitsu Academy In Ardrossan - GROUND CONTROL ACADEMY"", with a full current weekly schedule (Little Ninjas 5-7, Beginner Youth 8-12, Beginner Teen, Beginner Adult, Homeschool). Footer VISIT US: ""60 First Ave Ardrossan, AB T8E 2A2"", phone 587-416-5559. Alberta postal T8E, area code 587. Ardrossan is in Strathcona County east of Edmonton."
AB	Alavanca	Calgary	AB	https://www.alavanca.ca	209 16 Ave NE, Calgary, AB T2E 1J9	"alavancayyc.com redirects to alavanca.ca. Body: ""Alavanca - Calgary's BJJ, MMA, and Muay Thai Authority"", dedicated Brazilian Jiu Jitsu program page, address block ""209 16th Ave NE, Calgary Alberta T2E1J9"" and 403-815-6304. Alberta postal T2E, area code 403."
AB	Arashi-Do Martial Arts Calgary South Acadia	Calgary	AB	https://arashido.com/location/calgary-south-acadia/	8318 Fairmount Drive SE, Calgary, AB T2H 0Y8	"Location page body: ""ARASHI-DO Calgary South - Acadia. This location offers classes in Karate ~ Muay Thai ~ Brazilian Jiu Jitsu"" with a printed weekly Jiu Jitsu schedule (Mini Monkeys, Youth One/Two/Three, Teen/Adult). Address block ""8318 Fairmount Drive S.E, Calgary, AB T2H 0Y8"", (825) 747-9574. Alberta postal T2H, area code 825."
AB	Champion's Creed Martial Arts North	Calgary	AB	https://championscreed.ca	Unit 13, 5720 Silver Springs Blvd NW, Calgary, AB T3B 4N7	"Body of championscreed.ca names two Calgary locations with full addresses; north block reads ""Unit 13, 5720 Silver Springs Blvd NW Calgary AB T3B 4N7"" with phone (587) 582-1909. Jiu-Jitsu, Muay Thai, Wrestling and MMA curriculum plus Kids BJJ ages 5-12. Alberta postal T3B, area code 587."
AB	JR Academy	Calgary	AB	https://jracademy.co	6031 3 St SE, Calgary, AB T2H 1K3	"Domain resolves (198.49.23.144). Directory record read as ""JR Academy, 6031 3 St SE, Calgary, AB T2H 1K3, Canada - Calgary's best Brazilian Jiu-Jitsu Academy for kids and adults"". Alberta postal T2H. Body not individually read - lower confidence."
AB	YYC Brazilian Jiu Jitsu	Calgary	AB	https://www.yycbjj.ca	205-3507 17 Ave SW, Calgary, AB T3E 0B6	"REAL-BUT-WRONG-URL - stored yycbjj.com now redirects to a GoDaddy ""yycbjj.com is for sale"" parking page. The school trades on the .ca: yycbjj.ca body reads ""WELCOME TO YYC BRAZILIAN JIU JITSU ... YYC BJJ in Calgary, Alberta"", owner Scott Schroeder, opened May 14 2022, contact block ""#205-3507 17 Ave SW Calgary, AB T3E 0B6"" and (587) 604-0368 (Alberta area code 587)."
AB	Arashi-Do Martial Arts Edmonton South	Edmonton	AB	https://arashido.com/location/edmonton-south/	1803 91 St SW Unit 116, Edmonton, AB T6X 0W8	"Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page. Address from its Alberta directory record ""Arashi-Do Martial Arts Edmonton South, 1803 91 St S W #116, Edmonton, AB T6X 0W8, Canada"". Alberta postal T6X."
AB	Brave MMA and Fitness	Edmonton	AB	https://bravemmaandfitness.com	10023 168 St NW, Edmonton, AB T5P 3W9	"Directory record read as ""Brave MMA and Fitness, 10023 168 St NW, Edmonton, AB T5P 3W9, Canada - train with world-class coaches ... all ages can learn martial arts"", tagged Jiu Jitsu. Alberta postal T5P. Body not individually read - lower confidence."
AB	Kamikaze Punishment Foundation	Edmonton	AB		12034 Fort Rd NW, Edmonton, AB T5B 4H1	"Directory record read as ""Kamikaze Punishment Foundation, 12034 Fort Rd NW, Edmonton, AB T5B 4H1, Canada - a variety of martial arts programs"", tagged Jiu Jitsu. Alberta postal T5B. No domain located and body not read - lower confidence."
AB	The Ludus Martial Arts Academy	Edmonton	AB	https://www.ludusmartialarts.ca	9547 42 Ave NW, Edmonton, AB T6E 5R2	"Domain resolves (185.230.63.186). Directory record read as ""The Ludus Martial Arts Academy, 9547 42 Ave NW, Edmonton, AB T6E 5R2, Canada - a transformative Brazilian Jiu Jitsu experience tailored for all ages"". Alberta postal T6E. Body not individually read - lower confidence."
AB	Heiho Dojo	Grande Prairie	AB	https://www.heihodojo.ca	10015 100 Ave, Grande Prairie, AB T8V 0V2	"Body: ""We at Heiho Dojo have proudly served the Peace Region since 2010, offering ... Muay Thai, Brazilian Jiu-Jitsu, Kenpo Karate, and Fitness"". Contact block: ""10015 100th Ave, Grande Prairie, AB T8V-0V2"", 1.780.533.3101 (Alberta area code 780)."
AB	Gracie Barra Lethbridge	Lethbridge	AB		731 30 St N Unit 10, Lethbridge, AB	Gracie Barra affiliate. Listed by the Lethbridge Sport Council sport directory as a Brazilian Jiu-Jitsu academy offering classes for kids, teens and adults at 731 30 St N #10, Lethbridge, AB. Alberta confirmed by the Lethbridge street address. No standalone domain located; body not read - lower confidence.
AB	Arashi-Do Martial Arts Red Deer	Red Deer	AB	https://arashido.com/location/red-deer/		Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page and in the CENTRAL ALBERTA locations menu. Street address not captured.
AB	Complete Fitness and Martial Arts	St. Albert	AB	https://www.stalbertmartialarts.com	40 Chisholm Ave Unit 60, St. Albert, AB T8N 7K6	"Directory record read as ""Complete Fitness and Martial Arts, 40 Chisholm Ave #60, St. Albert, AB T8N 7K6, Canada"", tagged Jiu Jitsu. Alberta postal T8N. Body not individually read - lower confidence."
AB	The Dojo MMA	St. Albert	AB	https://www.thedojomma.com	125 Carleton Drive Unit 204, St. Albert, AB T8N 3S6	"Domain resolves (162.241.224.212). Directory record read as ""The Dojo MMA, 125 Carleton Dr #204, St. Albert, AB T8N 3S6, Canada - premier Jiu-Jitsu, Muay Thai, and kids programs in St. Albert"". Alberta postal T8N. Body not individually read - lower confidence."
WV	Ground Zero BJJ Bridgeport	Bridgeport	WV	http://www.groundzerobjjbridgeport.com	529 E Main St Ste 6, Bridgeport, WV 26330	"Site title ""Ground Zero BJJ Bridgeport LLP"", body offers waivers, drop-in fees, kids and adult BJJ classes; embedded map coordinates -80.2401909 / 39.2884962 are Bridgeport WV. Address 529 E Main St Ste 6, Bridgeport WV 26330 from the BJJMetrics WV page; bjjweb gives phone (304) 641-2631 and ""brings the highest quality Brazilian Jiu-Jitsu to the North Central West Virginia area"". ZIP 26330 and 304 code confirm WV."
WV	Andrew Pardee Brazilian Jiu-Jitsu Academy	Follansbee	WV	https://andrewpardeebjj.com	134 May Road, Follansbee, WV 26037	"Body: ""Come join us for Brazilian Jiu-Jitsu in Follansbee! ... We are located in Follansbee right on May Road"", ""134 May Road Follansbee, WV 26037"", ""304-374-9651"". Andrew Pardee, 1st degree black belt under Shawn Hammonds; only IBJJF-recognised black belt locally. ZIP 26037 and 304 code confirm WV, not Steubenville OH across the river."
WV	Spectrum Jiu Jitsu	Kearneysville	WV	https://spectrumjiujitsu.com	59 Ruland Road Suite A, Kearneysville, WV 25430	"Body: ""SPECTRUM JIU JITSU, 59 Ruland Rd, Kearneysville, WV, 25430"", ""3042683241"", footer repeats ""59 RULAND ROAD, SUITE A, KEARNEYSVILLE, WV 25430 ... 304-268-3241"", ""SINCE 2015"", ""the area's premier Brazilian Jiu-Jitsu academy under Team Renzo Gracie"". ZIP 25430 and 304 code confirm WV, not Hagerstown MD or Winchester VA."
WV	Renzo Gracie Martinsburg	Martinsburg	WV	https://www.renzograciemartinsburg.com	1211 N Queen Street, Martinsburg, WV 25405	"Body footer: ""Renzo Gracie Martinsburg, 1211 N Queen Street, Martinsburg, West Virginia 25405"", ""1-304-433-5336"", ""info@renzograciemartinsburg.com"". Adult and kids BJJ. ZIP 25405 and 304 code confirm WV, not Hagerstown MD or Winchester VA."
WV	Oak Hill Brazilian Jiu-Jitsu	Oak Hill	WV			"Butch Hiles affiliate page body at advancedbkj.com/oak-hill: ""We are a top-notch gym that offers Brazilian Jiu-Jitsu ... As a member of the Oak Hill Brazilian Jiu-Jitsu Club ... The head instructor of Oak Hill Brazilian Jiu-Jitsu, John Esker ... received his black belt in Brazilian Jiu-Jitsu from Butch Hiles and Marcello Monteiro. Contact: 1-304-651-6001"". 304 area code confirms WV. Facebook-only (facebook.com/GOBJJWV); no street address published. The same Facebook page is listed for the Butch Hiles Beckley affiliate, so Beckley and Oak Hill appear to be one operation."
WV	Nova Jiu Jitsu	Ronceverte	WV	https://www.nova-wv.com	8484 Seneca Trail S, Ronceverte, WV 24970	"Body: ""Nova may have started as a Jiu Jitsu academy ... Nova Jiu Jitsu: Family-friendly youth and adult Jiu Jitsu""; footer ""8484 Seneca TRL S. Ronceverte, WV 24970"" and ""681-299-0827"". 681 is a West Virginia area code; ZIP 24970 confirms WV. Ronceverte is a Greenbrier County town just south of Lewisburg, and MatMade files this gym under Lewisburg."
WV	Bullpen Fight Club WV	Wheeling	WV		Nelson Jordan Center, 1100-1198 Charles St, Wheeling, WV 26003	"MatMade Wheeling WV city page body lists ""Bullpen Fight Club WV at Nelson Jordan Center, 1100-1198 Charles St"", 4.9 from 26 ratings. FindMMAGym body: ""The Bullpen Fight Club is the premier gym in Wheeling, West Virginia, for MMA/Boxing/Kickboxing/Brazilian Jiu-Jitsu taught by Mike Napple and Thomas J. Hastings ... currently meets at the Nelson Jordan Center"", phone (304) 281-1650. Wheeling WV 26003, 304 code. Lower confidence on current status - no live independent site, older aggregator entry."
