verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CORRECTED	AB	101 Academy	Calgary	AB	https://101academy.ca/	5192 80 Ave SE, Calgary, AB	https://101academy.ca/member-reviews/	NAME changed, old value "101 Academy Jiu Jitsu": body trades as "101 Academy" throughout (H1 "THE BEST BRAZILIAN JIU JITSU GYM IN CALGARY / welcome to 101 Academy", og:site_name "101 Academy"). ADDRESS changed, old value "5186 80 Ave SE, Calgary, AB T2C 2X3": footer and drop-in block both print "5192 80 Ave SE, Calgary, AB", phone (587) 355-5795 (Alberta 587). Home page body carries a full weekly gi/no-gi/youth/women's schedule and Professor CJ bio, so open and BJJ. No postal code printed anywhere on the body so the stored T2C 2X3 is dropped.
CORRECTED	AB	Alliance BJJ Calgary	Calgary	AB	https://www.alliancebjjcalgary.com/	Deer Run Shopping Center, 1172 137 Avenue SE, Calgary, AB T2J 6N5	https://www.alliancebjjcalgary.com/	NAME changed, old value "Alliance Jiu Jitsu Calgary": body H2 and logo read "Alliance BJJ Calgary". Body: "South Calgary's premier BJJ academy, serving Deer Run, Parkland, Queensland, Cranston, Chaparral", official Alliance Jiu-Jitsu affiliate. Location block: "Deer Run Shopping Center, 1172-137th Avenue SE, Calgary, Alberta T2J 6N5, 403-519-6259". Alberta postal T2J, area code 403. Address confirmed unchanged.
CONFIRMED	AB	Arashi-Do Martial Arts Calgary West Springbank	Calgary	AB	https://arashido.com/location/calgary-west-springbank/	250021 Mountain View Trail Bay D, Calgary, AB T3Z 3S3	https://arashido.com/location/calgary-west-springbank/	Location body H1 "ARASHI-DO Calgary West - Springbank". Rendered weekly schedule carries Mini Monkeys Jiu Jitsu (4-7), Junior Brazilian Jiu Jitsu (8-12) and Adult Brazilian Jiu Jitsu 8-9pm Mon/Wed alongside Karate and Muay Thai, so a real BJJ-offering academy not a doorway page. Address block "250021 Mountain View Trail, Bay D, Calgary, AB T3Z 3S3, (403) 990-0482". Own instructors listed (Trevor Clarke, Shanelle Clarke, Cale Goodman). Alberta postal T3Z, area code 403.
CONFIRMED	AB	Champion's Creed Martial Arts South	Calgary	AB	https://championscreed.ca/	119 42 Ave SW, Calgary, AB T2G 1Y2	https://championscreed.ca/	Body lists two Calgary sites, "north Unit 13, 5720 Silver Springs Blvd NW Calgary AB T3B 4N7" and "south 119 - 42 Ave SW Calgary AB T2G 1Y2", phone (587) 229-9524 for South; footer repeats "Find us at: 119 42 Ave SW, Calgary, AB T2G 1Y2". BJJ is core, not a side program: dedicated Jiu-Jitsu and Kids BJJ pages, "Brazilian Jiu-Jitsu, Muay Thai and Wrestling without limits". Alberta postal T2G, area code 587. Note the NORTH location at 5720 Silver Springs Blvd NW is a separate address on the same body and is not in this batch.
CONFIRMED	AB	Rocky Mountain Brazilian Jiu Jitsu	Calgary	AB	https://rockymountainbjj.com	6419 Bowness Road NW Second Level, Calgary, AB T3B 0E6	https://rockymountainbjj.com/	Row was flagged "body not individually read". Body now read: "Rocky Mountain Brazilian Jiu Jitsu is led by Professor Christian Simmerling, offering Gi and NoGi Jiu Jitsu", Junior/Youth/Adult BJJ programs, footer "6419 BOWNESS ROAD NW, SECOND LEVEL / CALGARY, ALBERTA / (403) 701-1166". Alberta and area code 403 confirmed on the body. Meta description also claims WinSport Canada Olympic Park, but the only address in the rendered body is Bowness Road NW; postal T3B 0E6 is not printed on the body and is retained from the directory record.
CONFIRMED	AB	Dark Horse Martial Arts	Canmore	AB	https://darkhorsemartialarts.ca/	306 Bow Valley Trail, Canmore, AB T1W 0N2	http://darkhorsemartialarts.ca/	BANFF/CANMORE TRAP CHECKED: the title tag advertises "BJJ in Canmore, BJJ in Banff" but the body carries exactly one address, "Dark Horse Martial Arts, 306 Bow Valley Trail, Canmore, Alberta T1W 0N2, Canada", phone 403 679 9554. Body: "specializes in Brazilian Jiu Jitsu in addition to offering Women's Only Self Defense and Adults Beginner friendly Striking ... extensive kids Jiu Jitsu programs all year round for ages 6-16". Live sign-up links (Zenplanner, BJJLink) and current hours, so open. Alberta postal T1W, area code 403. City stays Canmore.
CORRECTED	AB	Arashi-Do Martial Arts Edmonton West Mayfield	Edmonton	AB	https://arashido.com/location/edmonton-west-mayfield/	17885 106A Ave NW, Edmonton, AB T5S 1V8	https://arashido.com/location/edmonton-west-mayfield/	ADDRESS changed, old value blank. Location body read in full this time, not just the brand program page: H1 "ARASHI-DO Edmonton West", address block "17885 106A Ave. NW, Edmonton, AB T5S 1V8" with a (780) number. Schedule is BJJ-heavy: Mini Monkeys Brazilian Jiu Jitsu, Junior Brazilian Jiu Jitsu, Brazilian Jiu Jitsu Fundamentals, Brazilian Jiu Jitsu Advanced, plus Saturday sessions. Alberta postal T5S, area code 780.
CONFIRMED	AB	Edmonton Gracie Jiu-Jitsu	Edmonton	AB	https://edmontongraciejiujitsu.com/	5637 Riverbend Road NW, Edmonton, AB T6H 5K4	https://edmontongraciejiujitsu.com/contact-us/	Contact page body: "Edmonton Gracie Jiu-Jitsu, 5637 Riverbend Road Northwest Edmonton, AB T6H 5K4 Canada, Tel: 587.336.7655(ROLL)". Certified Gracie Jiu-Jitsu Training Center: Bullyproof, Combatives, Women Empowered, Master Cycle, Military and Law program pages all present, live PerfectMind member login. Alberta postal T6H, area code 587. www form redirects to the bare host and to /contact-us/.
CONFIRMED	AB	Kazoku BJJ	Edmonton	AB	https://kazokubjj.ca/	4359 68 Ave NW, Edmonton, AB T6B 2N2	https://kazokubjj.ca/pages/welcome-to-kazoku-bjj	Body: "Experience the power of our BJJ and Muay Thai gym ... Proudly serving Edmonton and surrounding areas", a Brazilian Jiu-Jitsu section defining BJJ as grappling and submissions, "Exclusively for Edmonton, Alberta", juniors/kids/adult classes, plus Welcome page "Located south side Edmonton Alberta". Live Shopify store, GymDesk member login, current schedule page, contact 587-985-8802 (Alberta 587). CAVEAT: no street address is printed anywhere on the site body - home, welcome, schedule and contact pages all omit it, and the map embed is a bare "Kazoku BJJ" place query. The stored 4359 68 Ave NW T6B 2N2 is retained from the directory record and is NOT body-verified.
REJECT-NOT-BJJ	AB	Wise Warrior Gym	Edmonton	AB	https://wisewarriorgym.com/		https://wisewarriorgym.com/contacthttcsd	Row was flagged "body not individually read". Body now read and it is not a BJJ school. wisewarriorgym.com is a ClickFunnels funnel that redirects to /home63973072 and sells a single product: a four-hour "REAL Self Defense" seminar, "How To Teach Children Self Defense", run by Coach Davy Martel. Contact page lists only two offerings: "REAL Self Defense: expert personal protection instruction and certification" and "Kung Fu Pandas: children's self defense and martial arts through the City of Edmonton move.learn.play at Clareview Recreation Centre". No Brazilian Jiu Jitsu, no gi, no grappling, no belt curriculum anywhere on the body. It also has no academy premises: the only address on the site is a rented venue, McCauley Boys and Girls Club gymnasium, 9425 109A Ave NW Edmonton AB T5H 1G1. The stored 12832 141 St NW T5L 4N8 appears nowhere on the site. Province is right (Edmonton AB, 780 263 7325) - the record fails on subject matter, not region.
