region	name	city	state	website	address	research_evidence
MN	Burnsville Martial Arts Academy	Burnsville	MN	https://www.burnsvillemartialartsacademy.com	1401 Cliff Road E, Burnsville, MN 55337	Read from The Academy MN Official Representatives page body: Burnsville Martial Arts Academy, Head Coaches Nakita and Justin Kratzke, 1401 Cliff Road E, Burnsville, MN 55337, Tel 952-697-9781. ZIP 55337 = Burnsville MN. (A second directory lists 11921 Portland Ave, Burnsville - possible relocation, flagged in reply.)
MN	Alliance Jiu Jitsu Minnesota	Edina	MN	https://alliancebjjmn.com	7387 Bush Lake Road, Edina, MN 55439	Body of alliancebjjmn.com reads Find us in Edina, Minnesota, Address 7387 Bush Lake Road, Edina, Minnesota 55439, Contact 952.942.1190 (952 = MN south metro), footer repeats the address. Head instructor Damian Hirtz, Alliance lineage from Jacare Cavalcanti and Fabio Gurgel. NOTE two corrections: the city is EDINA not Eden Prairie, and the directory record currently has no website.
MN	Mark44 MMA	Mankato	MN	https://mark44mma.com	1415 1st Ave Suite 4, Mankato, MN 56001	Read from The Academy MN Official Representatives page body: Mark44 MMA, Head Coach Clay Uddley, 1415 1st Ave., suite #4, Mankato, MN 56001, Tel 507-508-0707, Mark44MMA.com. Official Team Academy (Greg Nelson) representative. 507 = southern MN. Second Mankato school alongside Kato Jiujitsu.
MN	The Flow Lab Owatonna	Owatonna	MN	https://theflowlabowatonna.com	1010 Hoffman Dr NW, Owatonna, MN 55060	Body reads The Flow Lab Owatonna, Brazilian Jiu-Jitsu, Owatonna, MN and We are located at 1010 Hoffman Dr NW, Owatonna, MN 55060, Message us at (507)-200-0191. GFTeam affiliate; co-owner and head coach Matt Lumsden, brown belt under Jose Carlos Lima. 507 = southern MN.
MN	The Cellar Gym	Roseville	MN	https://thecellargym.com	2480 Fairview Ave N #11, Roseville, MN 55113	Body footer address block reads 2480 Fairview Ave N, #11 Roseville, MN 55113, Phone (612) 355-2259. Dedicated Brazilian Jiu Jitsu program page, adult and youth. Serving the Minneapolis/St Paul community since 2002, owners Ben and Katie Locken. CheckMat affiliated.
MN	Higher Ground Brazilian Jiu-Jitsu	White Bear Lake	MN	https://www.hgbjjmn.com	4395 Lake Ave S, White Bear Lake, MN 55110	Body CONTACT block reads Our Address 4395 Lake Ave S., White Bear Lake, MN 55110, USA, Phone 651-724-9088. Body states Proudly serving the White Bear Lake, Hugo, Forest Lake, Centerville, Lino Lakes, Stillwater, Shoreview, St. Paul area. GFTeam lineage, head instructor Chris Golv. 651 = east metro MN.
MS	Rankin Jiu-Jitsu Academy	Brandon	MS	https://rankinjiujitsu.com	114 E Business Park Dr Ste I, Brandon, MS 39042	"Body contact block reads ""114 E Business Park Dr Ste I, Brandon, MS 39042"", phone 601-706-9610 (601 = MS). Owner Justin Donald, opened October 2023, Pedro Sauer lineage. Serves Brandon, Pearl, Flowood, Pelahatchie, Florence. This is the ""Gracie Brandon / Rankin Jiu-Jitsu"" flagged in the Manitoba sweep - it is real and it is Mississippi."
MS	Precision Martial Arts of Flowood	Flowood	MS	https://www.mississippijiujitsu.com	624 Grants Ferry Rd, Flowood, MS 39232	"Site is ""Precision Martial Arts Academy Flowood"" at mississippijiujitsu.com; homepage rendered blank to the fetcher so address 624 Grants Ferry Rd, Flowood MS 39232 is from listings, phone (769) 229-3798 (769 = MS overlay for 601). Soul Fighters affiliate under Bruno Tank Mendes. Address not body-confirmed."
MS	Precision Martial Arts Gluckstadt	Madison	MS		111 Dees Dr, Madison, MS	"Second Precision location, Gluckstadt/Madison MS 39110. Listed at 111 Dees Dr, Madison MS; sister site of the Flowood academy which states classes run daily ""at our locations in Gluckstadt and Flowood"". Address from listings, not body-confirmed. Area code 601/769."
MS	Gracie United Picayune	Picayune	MS	https://www.championfactory.com	107 Hwy 11 South, Picayune, MS 39466	"Read off the Team Jucao official locations page body: ""TEAM JUCAO- GRACIE UNITED PICAYUNE, 107 Hwy 11 South, Picayune, MS 39466, (601) 347-0187, picayune@gracieunited.com"". 601 = MS, ZIP 39466."
