verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CORRECTED	MN	The Academy MN	Brooklyn Center	MN	https://theacademymn.com	6840 Shingle Creek Pkwy #24, Brooklyn Center MN 55430	https://theacademymn.com/	NAME changed, old value "Minnesota Martial Arts Academy". Body H1 reads WELCOME TO THE ACADEMY, body copy says "training at The Academy", footer Contact block reads "6840 Shingle Creek Pkwy #24 / Brooklyn Center MN 55430 / Call-Text: 763-560-5696 / info@theacademymn.com", copyright "TheAcademyMN.com". Legacy name survives only in the Facebook and YouTube handles. Body advertises Muay Thai, Brazilian Jiu Jitsu, MMA, Boxing, Judo, Wrestling, JKD and Kali since 1992; Instagram feed posts BJJ black-belt promotions. Real BJJ, open, city is Brooklyn Center not Minneapolis (title tag says Minneapolis).
CONFIRMED	MN	World Jiu Jitsu Academy	Eden Prairie	MN	https://wjja4u.com	6900 Shady Oak Rd #100, Eden Prairie, MN 55344	https://wjja4u.com/	Footer of the rendered body reads "Eden Prairie, MN / 6900 Shady Oak Rd #100, Eden Prairie, MN 55344 / 612-270-8620". Dedicated Brazilian Jiu Jitsu program in the priced program selector alongside Kids Martial Arts. Reviews name Professor Jeremy Anderson. ZIP 55344 and 612 both MN. Note /contact returned an empty body; the address was read from the home page body footer.
CONFIRMED	MN	Kato Jiujitsu	Mankato	MN	https://katojiujitsu.com	410 Park Lane, Mankato, Minnesota 56001, United States	https://katojiujitsu.com/	Footer body reads "Kato Jiujitsu - 410 Park Lane, Mankato, Minnesota 56001, United States - (507) 200-8504". Body: "We teach the most effective Martial Arts in Mankato. For too long, there was no Jiu Jitsu in Mankato." Full weekly BJJ schedule in the body (All Levels BJJ, No Gi, Beginner BJJ, Kids, plus Judo). Head coach Jose Carlos Lima, GF Team black belt under Julio Cesar Pereira. 507 and 56001 both southern MN.
CONFIRMED	MN	Spartan Martial Arts	Oakdale	MN	https://spartanmartialartsgym.com	432 Hayward Ave N, Oakdale, MN 55128	https://spartanmartialartsgym.com/contact	Contact page body reads "Address: 432 Hayward Ave N, Oakdale, MN 55128" and "Phone: (651) 210-1631", plus "Brazilian Jiu Jitsu Serving Saint Paul, Minneapolis and surrounding locations. Spartan Martial Arts is based out of Oakdale, Minnesota". The title tag says "in St. Paul, MN" but the body address is Oakdale, so the input city is right. ZIP 55128 and 651 both MN.
CONFIRMED	MN	Stock Martial Arts	Rochester	MN	https://www.stockmartialarts.com	1608 US-52, Rochester, MN 55901	https://www.stockmartialarts.com/	Body reads "Conveniently located at 1608 US-52 in the Hillcrest Shopping Center, next to Godfather's" and the footer address block reads "1608 US-52, Rochester, MN 55901, USA" with an embedded map pinned there and phone +1 507-512-7181. Programs in the body: Little Legends, Kids Jiu-Jitsu, Brazilian Jiu-Jitsu, Kickboxing, MMA. ZIP 55901 and 507 confirm Rochester MINNESOTA, not Rochester IN or NH. /location returned an empty body; home page body carried the address.
CONFIRMED	MN	St. Paul Brazilian Jiu Jitsu Academy	St. Paul	MN	https://bjjacademymn.com	322 Chester St, St. Paul, MN 55107	https://bjjacademymn.com/	Body COME FIND US block reads "322 CHESTER ST / St. Paul, MN 55107 / Phone: 651.600.6089". Class list in the body is BJJ Foundations, BJJ All Levels, Kids Jiu Jitsu, Self Defense. ZIP 55107 is West Side St. Paul and 651 is MN. Page last modified 2026-07.
CONFIRMED	MS	Grapple Jiu Jitsu	Brandon	MS	https://www.grapplejiujitsu.com	1576 Old Fannin Road Suite D, Brandon, MS 39047	https://www.grapplejiujitsu.com/contact	Contact page body Location block and the footer both read "1576 Old Fannin Road Suite D Brandon, MS 39047", phone (601) 673-4320. The site's own prose brands itself "a no-gi jiu jitsu school in Flowood, Mississippi" but the mat address in the body is Brandon and ZIP 39047 is Brandon MS, so city stays Brandon. Body carries a Kids Jiu Jitsu programme, schedule, pricing and a members portal. Copyright 2026 Grapple LLC. Real BJJ, open.
CONFIRMED	MS	No Limit Combatives	Flowood	MS	https://nolimitflowood.com	1679 Old Fannin Road Suite I, Flowood, Mississippi 39232	https://nolimitflowood.com/	Header and footer of the rendered body both read "1679 Old Fannin Road Suite I, Flowood, Mississippi 39232", phone 601-529-5688. Body programme list: Kids BJJ, Adult BJJ, No Gi BJJ, Muay Thai Kickboxing, Boxing, Judo. Body: "If you're located in Flowood, Madison, or surrounding areas". ZIP 39232 and 601 both MS. Copyright 2026.
CONFIRMED	MS	Anthony Mitchell Jiu Jitsu Studio	Madison	MS	https://bigantbjj.com	316 Old Jackson Road, Madison, MS, USA	https://bigantbjj.com/	Body contact block reads "Anthony Mitchell Jiu Jitsu Studio / 316 Old Jackson Road, Madison, MS, USA" with phone 6016069926. Body has no ZIP, so none recorded. Body copy: head instructor is a 3rd Degree black belt with 20+ years, head referee for AGF, USA Grappling and NCGA, plus a "What is Jiu Jitsu?" section describing positional control, leverage and submissions. GoDaddy Website Builder site but genuine content and a live schedule, not a parked or for-sale page. 601 is MS.
CONFIRMED	MS	Graham MMA	Petal	MS	https://grahammma.com	300 McInnis Street, Petal, Mississippi 39465	https://grahammma.com/	Header and footer of the rendered body both read "Graham MMA / 300 McInnis Street, Petal, Mississippi 39465 / 601-345-1286". Body headline "Bringing Petal, Hattiesburg, and Beyond Premier Martial Arts Training" and "From mixed martial arts to Gi and no-Gi jiu jitsu". Programme menu carries a dedicated Brazilian Jiu Jitsu class. ZIP 39465 and 601 both MS. Copyright 2026.
