verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CONFIRMED	AB	Airdrie Martial Arts Centre	Airdrie	AB	https://airdriemartialartscentre.ca	28 Gateway Drive, Airdrie, AB T4B 0J6	https://airdriemartialartscentre.ca/contact-us	Contact page body: "Address 28 Gateway Drive Airdrie, Alberta, T4B 0J6 403-888-3765". Nav carries adult "Brazilian jiu jitsu" and "Kids Brazilian Jiu-Jitsu" program pages alongside Muay Thai; trades under Bellegarde's Dragon. Alberta postal T4B and area code 403. Note the site footer separately prints "Gateway Road Northeast" - the contact-page address block reads Gateway Drive and that is what I used.
CONFIRMED	AB	Affinity Academy Nolan Hill	Calgary	AB	https://affinityacademy.ca	318 Nolanridge Cres NW Unit 320, Calgary, AB T3R 1W9	https://affinityacademy.ca	Body read in full (was flagged "body not individually read"). Footer Contact Us block: "Nolan Hill NW, Calgary - #320 318 Nolanridge Crescent, Calgary, Alberta, T3R 1W9, 587-316-2473". Rendered program list carries Junior's BJJ, Youth BJJ, Adult BJJ, Women's Only BJJ plus Muay Thai. Alberta postal T3R, area code 587. Stored address is the same place in different notation. Second Calgary site (Varsity NW, 5403 Crowchild Trail NW #215, T3B 4Z1) is printed in the same footer and is not in this batch.
CONFIRMED	AB	Arashi-Do Martial Arts Calgary SE Deerfoot Douglasdale	Calgary	AB	https://arashido.com/location/calgary-deerfoot-south-douglasdale/	252-11488 24 Street SE, Calgary, AB T2Z 4C9	https://arashido.com/location/calgary-deerfoot-south-douglasdale/	Location body: "#252 11488 24th street SE, Calgary, AB T2Z 4C9, (403) 612-4050". Rendered schedule has Mini Monkeys BJJ, Youth Brazilian Jiu Jitsu 1 and 2, and Adult Brazilian Jiu Jitsu Tue/Thu 6:30-7:30pm. Alberta postal T2Z, area code 403.
UNVERIFIED	AB	Brazilian Jiu-Jitsu Fight Club	Calgary	AB	https://www.bjjfightclub.ca		https://www.bjjfightclub.ca/class-schedule	BODY NOT READABLE - Square Online site renders entirely in JS. Fetched /, /contact, /contact-us, /about-us, /schedule and /class-schedule; every one returned HTTP 200 with head tags only and a completely empty body. No street address obtainable. bjjfightclub.ca redirects to www.bjjfightclub.ca. sitemap.xml is live and lists /adults, /kids, /class-schedule, /why-brazilian-jiu-jitsu, /membership, /our-teachers with lastmod 2026-06-22, so the site is maintained, and the meta description says "Teaching BJJ in Calgary since '96" - but that is a meta tag, not body text, so I am not calling this CONFIRMED. Needs a JS-rendering fetch.
CONFIRMED	AB	Elite Martial Arts Calgary	Calgary	AB	https://calgarymartialarts.com	4750 106 Ave SE, Calgary, AB T2C 3G5	https://calgarymartialarts.com/shepard/	Shepard location page body: "Address: 4750 106 Ave SE, Calgary, AB T2C 3G5" - matches stored value exactly. Body carries Adult Jiu Jitsu Calgary, Teen, Youth and Kids Brazilian Jiu Jitsu program pages plus Muay Thai; phone (587) 225-0337. Alberta postal T2C, area code 587. The URL correction from elitemartialarts.ca to calgarymartialarts.com made by the research pass checks out. Body also names two further Calgary sites (Braeside, Flint Road) that are not in this batch.
CORRECTED	AB	Tried & True Jiu Jitsu	Calgary	AB	https://triedandtruejj.ca	7056 Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2	https://triedandtruejj.ca/blog/	Body read (was flagged "body not individually read"). NAME changed, old value "Tried and True Jiu Jitsu" - footer and logo trade as "Tried & True Jiu Jitsu". ADDRESS changed, old value "Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2" - footer and drop-in block both print "7056 Philips Court, 7056 Farrell Rd SE, Calgary, AB T2H 0T2", phone (587) 848-0866. Genuine BJJ: rendered weekly schedule is Adult BJJ Gi and No-Gi, Kids BJJ, Teens BJJ, Open Mat, live rolling; head coach is an IBJJF Pan Am and Worlds medallist. Alberta postal T2H, area code 587.
CORRECTED	AB	Arashi-Do Martial Arts Edmonton East	Edmonton	AB	https://arashido.com/location/edmonton-east/	12127 54th St., Edmonton, AB T5W 3N4	https://arashido.com/location/edmonton-east/	ADDRESS changed, old value blank. Location body: "Edmonton East - 12127 54th St. Edmonton, AB T5W 3N4 (780) 479-0050". Rendered schedule carries Adult BJJ plus BJJ 8-and-up and BJJ 12-and-up classes. Alberta postal T5W, area code 780.
CONFIRMED	AB	Bairro Martial Arts Academy South	Edmonton	AB	https://bairro.ca	5222 86 St NW, Edmonton, AB T6E 5J6	https://bairro.ca/contact-martial-arts-in-edmonton/	Contact page body prints both sites separately: "Bairro Brazilian Jiu-Jitsu Academy, 10542 106 St, Edmonton, AB T5H 2X6" and "Bairro Martial Arts Academy South, 5222 86 st NW, Edmonton, AB T6E 5J6", phone 587-404-2848 for South. Trial form lists Southside Adult Jiu Jitsu (Gi and Nogi) and Southside Kids/Teen Jiu Jitsu as distinct programs. Renzo Gracie affiliate per the footer badge. Alberta postal T6E, area code 587. bairro.ca/contact redirects to the long slug shown.
CORRECTED	AB	Elite Taekwondo and Brazilian Jiu Jitsu	Edmonton	AB	https://eliteedmonton.ca	9831 45 Ave NW, Edmonton, AB T6E 5C8	https://eliteedmonton.ca/contact/	WEBSITE changed, old value https://www.elite-tkd.com. Body read (was flagged "body not individually read"). elite-tkd.com still resolves but is an abandoned legacy site whose newest body content is an events list dated June 2017; the school trades today at eliteedmonton.ca, whose contact body reads "9831 - 45 Avenue NW Edmonton, Alberta T6E 5C8" and "+1 (780) 413 4009" - address matches stored value. NOT kids-only BJJ: the site carries a Brazilian Jiu Jitsu top-level section with Children BJJ (7-11), Junior BJJ (12-15) and an adult Brazilian Jiu Jitsu program, its own BJJ schedule page, and a body testimonial referencing the evening NoGi class. Alberta postal T6E, area code 780.
CONFIRMED	AB	Munduruca North Edmonton BJJ	Edmonton	AB	https://northedmontonbjj.com	14809 Yellowhead Trail, Edmonton, AB T5L 3C4	https://northedmontonbjj.com	Body: "The club is a premium martial arts facility in Edmonton, Alberta, dedicated to Brazilian Jiu Jitsu ... affiliated with Rodrigo Munduruca". Printed schedule Tue/Thu 7-9pm BJJ Fundamentals, Sat 10-12 BJJ Fundamentals, Sun 11-1 Drilling. Address block "14809 Yellowhead Trail, Edmonton, AB T5L 3C4, Above New Image Flooring, entry at back of building". Alberta postal T5L. Pure BJJ school.
REJECT-NOT-BJJ	AB	Bowman's Martial Arts	Fort McMurray	AB	https://bowmansmma.ca	100-8706 Franklin Ave, Fort McMurray, AB	https://bowmansmma.ca/classes/	Classes page body, "Schedule effective July 20th, 2026": every Brazilian Jiujitsu class on the rendered timetable is age-capped - Brazilian Jiujitsu 4-6yrs, 7-9yrs, 10-11yrs and Junior Brazilian Jiujitsu 4-6yrs, 7-9yrs, 10-11yrs. There is no teen or adult BJJ class anywhere on the schedule. All 12-plus and adult programming is Taekwondo All Belts (Ages 12+), Kickboxing (Adults 12+), Taekwondo Sparring and Open Training. Founded 1993 as an Olympic Taekwondo school. This is a kids-only jiu jitsu programme at a Taekwondo/kickboxing school, which the batch rules reject. Address (from contact page body) is 100-8706 Franklin Ave, Fort McMurray, AB, (780) 881-6637. School is open - just not a BJJ school.
CORRECTED	AB	Arashi-Do Martial Arts Leduc	Leduc	AB	https://arashido.com/location/leduc/	207-6051B 47 St., Leduc, AB T9E 7A5	https://arashido.com/location/leduc/	ADDRESS changed, old value blank. Location body: "Leduc - #207 - 6051B 47 St. Leduc, AB T9E 7A5 (780) 739-5555". Rendered schedule has Mini Monkeys BJJ (5-7), Jr. Jiu Jitsu (8-12), Jr. Jiu Jitsu 2 and Adult Jiu Jitsu Mon/Wed 6:30-7:45pm. Alberta postal T9E, area code 780.
CORRECTED	AB	Arashi-Do Martial Arts Olds	Olds	AB	https://arashido.com/location/olds/	4806 50 Ave., Olds, AB T4H 1P5	https://arashido.com/location/olds/	ADDRESS changed, old value blank. Location body: "Olds - 4806 50 Ave. Olds, AB T4H 1P5 (403) 507-5207". Rendered schedule has Mini Monkeys BJJ, Jr. Jiu Jitsu 8-10 and 10-13, Jr. No Gi BJJ, No Gi BJJ (14 and up), Teen/Adult BJJ (14 and up) and BJJ Intermediate. Alberta postal T4H, area code 403. Caution: the Google Maps pin embedded on the same page points at "5303 50 Ave, Olds, AB T4H 1P5" - a different civic number on the same street. I used the printed body address per the body-governs rule.
