verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
UNVERIFIED	IA	10th Planet Jiu Jitsu Des Moines	Altoona	IA		301 9th St NE, Altoona, IA 50009	https://www.facebook.com/10pDesMoines/	NO PRIMARY BODY READ. Row has no website. Facebook fetch returned an empty body and Yelp returned an empty body, so I read no primary page. Two independent aggregator listings agree on 301 9th St NE, Altoona, IA (Yelp biz page titled 10TH PLANET JIU-JITSU ALTOONA, Instagram location 10th Planet JiuJitsu Altoona) and the Facebook page is titled 10th Planet JiuJitsu Des Moines | Altoona IA, but I only ever saw those as search-result titles, never as a rendered body. State IA is not independently confirmed by a ZIP or area code I read myself. Currency also unestablished: most recent visible social activity surfaced was 2020. 10th Planet is by definition a BJJ system, so the BJJ test is met by brand.
CONFIRMED	IA	Hard Drive Performance Center	Cedar Rapids	IA	https://harddriveperformance.com	712 3rd Ave SE, Cedar Rapids, IA 52401	https://harddriveperformance.com/	Body contact block and footer both give 712 3rd Ave SE, Cedar Rapids, IA 52401, phone (319) 573-5675 (319 = eastern Iowa). Body names Brazilian Jiu Jitsu as a standing program with its own program page. Page modified 2026-06-24. Name in body heading and footer is Hard Drive Performance Center. All fields stood up.
CONFIRMED	IA	Ascent Jiu Jitsu	Coralville	IA	https://ascent-jiujitsu.com	708 5th St Ste 3, Coralville, IA 52241	https://ascent-jiujitsu.com/	Body: a BJJ studio in Coralville, IA just minutes northwest of downtown Iowa City. Footer address 708 5th St Ste 3, Coralville, IA 52241, phone 319-220-0520. Current weekly hours listed. Body history section says owner Mike Warner opened Ascent Jiu Jitsu in February 2026; instructors Mike Warner (black belt) and Josh Guhl (brown belt). Kids and Adult Gi Brazilian Jiu Jitsu programs. All fields stood up.
CONFIRMED	IA	Decorah Martial Arts	Decorah	IA	https://www.decorahmartialarts.com	216 W Water St, Decorah, IA 52101	https://www.decorahmartialarts.com/submission-wrestling/	Footer on every page gives 216 W Water St. Decorah, IA 52101 with current weekly hours; embedded Google map coords 43.30441 / -91.7879 are Decorah IA. Live Gymdesk signup link. BJJ test: Submission Wrestling program body reads integrating the explosive takedowns of wrestling, the technical precision of Brazilian Jiu-Jitsu, and the powerful throws of Judo - a present-tense curriculum claim, not historical background, so it passes. CAUTION for the editor: there is no standalone BJJ class, no belt system and no BJJ lineage named anywhere on the site; BJJ is one strand of a hybrid grappling program. Borderline inclusion.
CONFIRMED	IA	Olive Branch Jiu Jitsu	Fort Madison	IA	https://olivebranchjj.com	802 Avenue G, Fort Madison, IA 52627	https://olivebranchjj.com/	Body: a Jiu-Jitsu academy in the Southeast Iowa/Tri-State area offering training in Brazilian Jiu-Jitsu, Wrestling, Judo, Self-Defense. Footer School Info block gives 802 Avenue G, Fort Madison, IA 52627 with a full current weekly schedule. Programs are Ninja/Kids BJJ, Adult BJJ, Ladies BJJ. All fields stood up.
CORRECTED	IA	Tsunami Flow Jiu Jitsu	Mason City	IA	https://www.tsunamiflowjiujitsu.com		https://www.tsunamiflowjiujitsu.com/	NAME CHANGED: was Mason City BJJ, now Tsunami Flow Jiu Jitsu. The school does not trade as Mason City BJJ anywhere on its own site; body reads Thank you for visiting Tsunami Flow Jiu-Jitsu. We are a trusted academy for learning the martial art of jiu-jitsu in Mason City, Iowa. Named staff: Head Coach Calvin Becker, assistants Reagan Elsbury, Nic, Lydia Jones. ADDRESS LEFT BLANK: the rendered body genuinely carries no street address; the /contact page returned an EMPTY BODY (JS-only site), and third-party listings conflict badly (100 S Federal Ave #109 vs 12 N Delaware Ave vs 2023 S Federal Ave) so I would not publish any of them. City Mason City and state IA are stated in the body text itself. Body describes ground fighting, joint locks, chokes and grappling but never writes the word Brazilian - accepted as BJJ on the strength of the gym being a competing BJJ club, but flagged.
CONFIRMED	IA	One Combat Academy	Sioux City	IA	https://fourseasonshealthclub.com/one-combat-academy/	1600 7th St, Sioux City, IA 51101	https://fourseasonshealthclub.com/one-combat-academy/	Body has a dedicated Brazilian jiu-jitsu (BJJ) program section and a BJJ instructor bio: Jesse Perrin, black belt under Jason Bircher of KCBJJ, Renato Tavares Association, plus Apollo Swanson (Comprido black belt) and a live embedded Google class calendar. Footer address 1600 7th St, Sioux City, IA 51101, phone (712) 255-7659 - 712 and ZIP 51101 are Sioux City IOWA, not Sioux Falls SD. Note the club also has a North Sioux City site, which IS South Dakota, but the One Combat mats and the footer address are the Iowa Central location. Yelp shows the 1600 7th St listing updated May 2026, so still trading. Website corrected only to the canonical trailing-slash form.
CONFIRMED	KS	Andover Jiu Jitsu	Andover	KS	https://andoverjiujitsu.com	622 N Andover Rd, Andover, KS	https://andoverjiujitsu.com/	Body H1 reads Brazilian Jiu-Jitsu in Andover, KS. Kids & Adult Classes, with live program links for Kids Gi Jiu Jitsu, Adult Gi Jiu Jitsu, Kids MMA, Adult MMA. Body address line is 622 N. Andover Rd. Body also carries WJJC/AJJ and Lovato Jiu Jitsu Association references. No ZIP anywhere in the body so none published. State KS is written in the body text. All fields stood up.
UNVERIFIED	KS	Emporia BJJ	Emporia	KS	https://emporiabjj.com		https://emporiabjj.com/	THE SITE BODY IS EFFECTIVELY EMPTY. emporiabjj.com resolves and is a live GoDaddy Website Builder page with a working contact form and a 2025 copyright, but the entire body content is the phrase Empower Your Journey repeated plus a Drop us a line form. There is no address, no city, no state, no ZIP, no phone, no schedule, and the words jiu-jitsu do not appear in the body at all. So I could confirm nothing from the primary source and could not even tie this domain to the academy. Separately confirmed the school itself is real and open: KVOE (Emporia KS) article dated 15 Mar 2026 covers Emporia Brazilian Jiu-Jitsu Academy competing in Kansas City and its own supplied photo caption uses the short form Emporia BJJ, naming Coach Logan Blow; a second KVOE piece dated 19 Jan 2026 and an Emporia Gazette piece cover the same team. Address left blank - no source I could open gives a mat address. Do not publish this row until someone gets the street address.
CONFIRMED	KS	Elite Academy of Martial Arts	Junction City	KS	https://eliteacademyma.com	826 N Washington St, Junction City, KS 66441	https://eliteacademyma.com/brazilian-jiu-jitsu	BJJ test passed on a full dedicated page, not a nav stub: body describes Gracie (Brazilian) Jiu-Jitsu instruction, states Elite Academy is a proud affiliate of the Pedro Sauer Jiu-Jitsu Association and the only certified Pedro Sauer training center in the area, and lists a live class schedule including Tuesday and Thursday Gracie Jiu Jitsu 7:15-8:15 and Sat. No-Gi Jiu Jitsu 10:30-11:30am. Header band on every page reads 826 North Washington Street, Junction City, Kansas 66441, United States, phone 785-323-8548 (785 = Kansas). Live MyStudio trial booking links. Footer copyright still says 2019 but the booking system and hours block are current. All fields stood up.
CONFIRMED	KS	Brazil Academy USA	Lenexa	KS	https://www.brazilacademyusa.com	11441 Strang Line Rd, Lenexa, KS 66215	https://www.brazilacademyusa.com/	Body headline: Jiu Jitsu, Capoeira, and Muay Thai, for all ages, with named Adult BulletProof Jiu Jitsu Course and kids Jiu Jitsu program; student quotes reference training Brazilian Jiujitsu at Brazil Academy. Footer contact block gives 11441 Strang Line Rd, Lenexa, KS 66215 and (913) 220-2153 - 913 and ZIP 66215 are Johnson County KANSAS, not Missouri. Copyright 2026. Note the page declares canonical https://brazilacademyusa.com without www; the stored www form serves identically so I left it.
CORRECTED	KS	Kansas City Brazilian Jiu Jitsu	Mission	KS	http://www.kcbjj.com	6516 Martway, Mission, KS 66202	http://www.kcbjj.com/about/	ADDRESS CHANGED: was 6090 Woodson St, Mission, KS 66202, now 6516 Martway, Mission, KS 66202. The research row took Woodson St from the City of Mission business directory; the school's own site disagrees. The site footer on BOTH the /about/ and /schedule/ pages reads Kansas City Brazilian Jiu Jitsu / 6516 Martway / Mission KS 66202. Yelp independently lists 6516 Martway St, Mission, KS 66202. Woodson St appears to be a stale municipal-directory address. Name confirmed - the site's own page titles and footer read Kansas City Brazilian Jiu Jitsu (KCBJJ is the shorthand). Mission KS 66202 is KANSAS, not Kansas City MO. BJJ confirmed: home body reads one of the original sources for Brazilian Jiu Jitsu training in the KC metro under Jason Bircher, and /schedule/ carries a full seven-day gi and no-gi BJJ timetable. Note the home page and /contact returned near-empty bodies (JS-rendered); the /about/ and /schedule/ pages rendered fully and are what I read.
CORRECTED	KS	Marathon Mixed Martial Arts Academy	Overland Park	KS	https://overlandparkmma.com	10559 Metcalf Avenue, Overland Park, KS 66212	https://overlandparkmma.com/	NAME CHANGED: was Marathon MMA and BJJ, now Marathon Mixed Martial Arts Academy. That is the name on the site logo, in the body copy, in the SMS consent text and in the footer block; Marathon MMA & BJJ appears only in program-tile marketing copy. Header and footer both give 10559 Metcalf Avenue, Overland Park, Kansas 66212 and 913-387-4334 (913 = Johnson County KS). Body: Serving Overland Park and Olathe with Premier Brazilian Jiu Jitsu Instruction, with Kids BJJ, BJJ, MMA and Kids MMA program pages and live free-trial offer links. Copyright 2026. Founder Trey Ogden referenced throughout reviews. Note the site also carries legacy Glory MMA Overland Park branding in its Facebook link and review text.
CONFIRMED	KS	R.E. Training Center	Topeka	KS	https://roneyedlerbrazilianjiujitsu.com	5711 SW 21st, Topeka, KS 66604	https://roneyedlerbrazilianjiujitsu.com/	Body Visit Us block reads R.E. Training Center USA / 5711 SW 21st Topeka, KS, 66604, phone 785-783-4200 (785 = Kansas). Hours of Operation block is headed Topeka, KS with current Mon-Thu and Saturday hours. Body is BJJ throughout (WHY JIU JITSU section, client stories naming Professor Roney Edler, live book-now trial funnel). Site heading and og:site_name are RE Training Center; the location block writes R.E. Training Center USA. Kept the row's form. All fields stood up.
CONFIRMED	KS	Fox Fitness BJJ	Wichita	KS	https://www.foxfitnessbjj.com	2923 N Tyler Road, Wichita, KS 67205	https://www.foxfitnessbjj.com/	Body Contact Us block: Location: 2923 N TYLER ROAD, WICHITA, KS 67205, phone 316-243-0960 (316 = Wichita). Body: Brazilian Jiu-Jitsu, Kickboxing, and Strength training for all levels in Wichita, KS, with Adult BJJ and Kid Programs tiles linking to a live schedule. Head coach Jake Fox referenced in a body testimonial. Site nav wordmark is the short Fox Fitness but the school trades as Fox Fitness BJJ (og:site_name, page title, foxfitnessbjj@gmail.com, IG and FB handles both foxfitnessbjj). All fields stood up.
