region	name	city	state	website	address	research_evidence
HI	Egan Inoue Jiu Jitsu	Honolulu	HI		1212 Punahou St, Honolulu, HI 96826	Founded by Egan Inoue, BJJ world champion and Hawaii combat sports pioneer, formerly Grappling Unlimited; kids and adult BJJ. Address from listings, own site body not rendered - verify before publishing
HI	Kansept Academy	Honolulu	HI	https://kanseptacademy.com	904 Kohou St Suite 201, Honolulu, HI 96817	"Body: ""BJJ is our main focus"", head instructor Miah San Nicolas black belt under Chris Gutierrez at Conde Koma BJJ, competition classes and drop-ins"
HI	Kailua BJJ	Kailua	HI	https://graciejiujitsukailua.com	35 Kainehe St Ste 202, Kailua, HI 96734	"REAL-BUT-WRONG-URL - kailuabjj.com is NXDOMAIN (DNS Status 3). The Kailua Oahu Gracie school is Gracie Jiu-Jitsu Kailua, body says ""original Gracie Self-Defense and Sport Jiu-Jitsu"", founder Jason Izaguirre"
HI	The Process Martial Arts Academy	Kailua-Kona	HI	https://www.theprocessmartialarts.com	73-5590 Kauhola St, Kailua-Kona, HI 96740	"Body: ""Brazilian Jiu-Jitsu - Gi and No-Gi classes available"" as a named program alongside Muay Thai and MMA, plus kids BJJ and wrestling"
HI	TRXTR Studio	Kapolei	HI	https://bjjkapolei.com	2045 Lauwiliwili St 403, Kapolei, HI 96707	"Body: ""certified and recognized by the International Brazilian Jiu-Jitsu Federation"", Caio Terra Association member, head instructor and black belt Jeremy Nitta"
HI	Mad Tiger Academy	Wahiawa	HI	https://www.madtigerbjj.com	249 Kellogg St, Wahiawa, HI 96786	"Body: Caio Terra Association member; owner Eric ""Mad Tiger"" Goo, 3rd degree BJJ black belt under Kai Garcia, 2007 No-Gi World Championship gold"
ID	Blackfoot Jiu Jitsu and Fitness	Blackfoot	ID	https://blackfootjiujitsu.com	1010 W Bridge Street Suite F, Blackfoot, ID 83221	Body reads Bingham County's number 1 source for Brazilian Jiu Jitsu NoGi Submission Grappling and Self Defense, address block 1010 W Bridge Street Suite F Blackfoot ID 83221 and phone 2084036807. ZIP 83221
ID	Self Reliant Jiu Jitsu	Boise	ID	https://www.selfreliantjiujitsu.com	2769 S Broadway Ave, Boise, ID 83706	Body says facility opened 2022 under world champion black belt J Andrew Thomas, Connect With Us page body gives 2769 S Broadway Ave Boise ID 83706 and phone 208-917-3740. ZIP 83706
ID	Coeur d'Alene BJJ	Coeur d'Alene	ID	https://cdajiujitsu.com	7680 N Government Way 2, Dalton Gardens, ID 83815	REAL-BUT-WRONG-URL: cdalenebjj.com DNS Status 3 NXDOMAIN, coeurdalenebjj.com also NXDOMAIN. Live school using the same CDA abbreviation is CDA Jiu-Jitsu, body headline BRAZILIAN JIU JITSU COEUR D ALENE and Jiu-Jitsu For The Coeur d Alene Area, Rigan Machado black belt Shawn Lawrence, footer address ZIP 83815 and phone 208-601-6120
ID	Gracie Barra Hayden	Hayden	ID	https://www.gbhayden.com	978 W Hayden Ave, Hayden, ID 83835	Body header and footer both read 978 W Hayden Ave Hayden ID 83835 with phone 208-462-0800, coaches Niki and Eli Brown, describes itself as a gateway to jiu-jitsu in North Idaho. Hayden is IDAHO, ZIP 83835
ID	Gracie Barra Meridian	Meridian	ID	https://graciebarrameridian.com	68 East Fairview Ave, Meridian, ID 83642	Body Get In Touch and Location blocks both read 68 East Fairview Ave Meridian Idaho 83642, phone 208-886-5972, head professor Scott Carr. One embedded map image references 1600 N Main St unit b Meridian, the stated text address is 68 E Fairview. ZIP 83642
ID	V7 Brazilian Jiu Jitsu and Functional Fitness	Moscow	ID	https://v7martialarts.com	872 Troy Road 180, Moscow, ID 83843	Body about page header reads 872 TROY ROAD 180 MOSCOW IDAHO 83843 with phone 208-596-4816, Prof Nicolae Cury third degree BJJ black belt. This is the MOSCOW IDAHO site, ZIP 83843 and 208 area code. V7 also runs a separate Pullman WASHINGTON location which is excluded
ID	Pocatello Jiu Jitsu	Pocatello	ID	https://pocatellobjj.com	777 Yellowstone Ave Suite D, Pocatello, ID 83201	Body reads female-owned family-run Jiu Jitsu school in Pocatello, owners Catalina and Michael Mojarro took over in 2022, Contact Us block gives 777 Yellowstone Ave Suite D Pocatello ID 83201 and phone 208-604-7629, across from Fred Meyer. ZIP 83201
ID	West Idaho BJJ	Star	ID	https://westidahobjj.com	11231 W Hercules Dr, Star, ID 83669	Directory record Authentic BJJ Idaho had no URL. West Idaho BJJ markets world-class authentic Brazilian Jiu-Jitsu in Star Idaho, which is where the directory name came from. Site body carries membership and program copy, contact page opt-out text gives phone 208-614-2234. Star ID 83669, 208 area code. Yemaso Brazilian Jiujitsu affiliate
NM	Coyote Brazilian Jiu Jitsu Academy	Albuquerque	NM	https://coyotebjj.com	8430 Washington Pl NE, Albuquerque, NM 87113	Body footer School Info gives 8430 Washington Pl NE Albuquerque NM 87113 and 505-340-1836; Carlson Gracie affiliate under Prof Daniel Souza
NM	Jackson Wink MMA Academy	Albuquerque	NM	https://jacksonwink.com	301 Dr Martin Luther King Jr Ave NE, Albuquerque, NM 87102	Body footer gives address and 1 (505) 900-3947; Greg Jackson and Mike Winkeljohn still listed as head coaches; news posts dated 2026; area code 505
NM	San Juan Brazilian Jiu Jitsu	Aztec	NM	https://www.sanjuanbjj.com	1409 W Aztec Blvd Suites 4 and 5, Aztec, NM 87410	Body Our Studio block gives 1409 Suites 4 and 5 West Aztec Blvd Aztec New Mexico 87410, open 6 days a week; Pedro Sauer and Rylan Lizares affiliate
NM	Farmington BJJ	Farmington	NM	https://farmingtonjiujitsu.com	2501 E 20th St #17, Farmington, NM 87401	REAL-BUT-WRONG-URL - farmingtonbjj.com is NXDOMAIN; school trades as Farmington Jiu-Jitsu Academy, body carries 2501 E 20th St #17 Farmington NM 87401 and 505-716-0278
NM	Gracie Barra Los Lunas	Los Lunas	NM	https://graciebarra.com/los-lunas-nm	1400 Main St NW, Los Lunas, NM 87031	Body states Gracie Barra Los Lunas services Valencia County with instructor Matthew McCormick; address 1400 Main St NW Los Lunas NM 87031, phone 505-440-2310
NM	10th Planet Jiu Jitsu Santa Fe	Santa Fe	NM	https://10thplanetsantafe.com	1221 Flagman Way Ste B-1, Santa Fe, NM	Body names Santa Fe throughout, gives 505-930-4400 and locates the gym off Cerrillos Rd and Baca St; blue belt promotions posted in 2026
RI	Bristol BJJ	Bristol	RI	https://bttbristol.com	1 Old Ferry Road, Bristol, RI 02809	REAL-BUT-WRONG-URL - bristolbjj.com is NXDOMAIN (DNS Status 3); the Bristol RI school branding itself Bristol Jiu Jitsu is Brazilian Top Team Bristol on bttbristol.com, ZIP 02809 is Bristol RI
RI	Ocean State Brazilian Jiu Jitsu	Jamestown	RI	https://www.oceanstatebjj.com	16 Douglas Street, Jamestown, RI 02835	Body contact block reads 16 Douglas Street Jamestown, RI 02835, Within Balance Sport and Fitness, Danny Savery affiliate
RI	Team Santos Fighting Academy	Pawtucket	RI	http://matsantos.com	999 Main Street Suite 112, Pawtucket, RI 02860	Body footer reads 999 Main Street Suite 112 Pawtucket, RI 02860 and (401) 578-4847; directories still carry an old 1205 Westminster St Providence address that the body contradicts
RI	Pride Martial Arts and Fitness	South Kingstown	RI	https://www.pridemartialarts.com	1958 Kingstown Road, Kingston, RI 02881	Body footer reads Pride Martial Arts and Fitness, 1958 Kingstown Road, Kingston, RI and (401) 284-3151, with a dedicated BJJ program; START BJJ Academy of Rhode Island is the BJJ brand at this same address
RI	Kiefer's Martial Arts	Westerly	RI	https://kiefersmartialarts.com	114 Granite St, Westerly, RI 02891	Runs an all-levels adult Brazilian Jiu-Jitsu program in gi and no-gi at 114 Granite St, Westerly, RI 02891
VT	Granite City MMA	Graniteville	VT	https://www.granitecitymmavt.com	223 Church Hill Rd, Graniteville, VT 05654	own site body reads 223 Church Hill Rd. Graniteville Vermont 05654, owner Lucas John first-degree BJJ black belt, Tom DeBlass Association affiliate, BJJ and Muay Thai classes; phone 802-274-7587
VT	United Fighting Arts Institute	South Burlington	VT		1891 Williston Road, Suite 31, South Burlington, VT 05403	listing body reads largest multi-style martial arts training facility in Vermont offering Brazilian Jiu Jitsu Gi and No-Gi, LEO BJJ and Gracie Survival Tactics; 1891 Williston Road South Burlington VT 05403, phone 802-310-4915
