region	name	city	state	website	address	research_evidence
BC	Genesis Martial Arts	Abbotsford	BC	https://www.genesismartialarts.ca		"Search result title ""Genesis Martial Arts - Abbotsford"" with body describing high-level Brazilian Jiu Jitsu drawing students from across the country, led by black belt head instructor Jason Gagnon; also carries a Kids Brazilian Jiu Jitsu listing for Abbotsford BC on MindBody. Site is a .ca domain. Abbotsford BC - note Abbotsford borders Sumas WA, but the school is on the Canadian side per the .ca domain and Abbotsford BC listings."
BC	InFighting Training Centres	Burnaby	BC	https://www.infighting.ca	010-4664 Lougheed Hwy, Burnaby, BC V5C 3Y2	"bjjblog.ca BC directory body ranked list: ""InFighting Training Centres, 010-4664 Lougheed Hwy., Burnaby, BC V5C 3Y2, Canada"", Jiu Jitsu / Kickboxing / MMA / Kids, 4.8 from 179 reviews, site infighting.ca. BC confirmed by V5C postal code."
BC	Hiscoe Jiu-Jitsu	Chilliwack	BC	https://www.hiscoejiujitsu.com		"Search result title and body: ""Martial Arts For Kids | Hiscoe Jiu-Jitsu | Chilliwack, B.C."" - since 1992 transforming lives in Chilliwack and surrounding communities, expert instruction in Can-Ryu and Brazilian Jiu-Jitsu for all ages. Province stated as B.C. in the title."
BC	Delta BJJ	Delta	BC	https://deltabjj.ca		"Search result title and body: ""DELTA BJJ - Martial Arts and Self-Defense Training"" and ""About Us | Building BJJ Community in Tsawwassen - DELTA BJJ"", described as supporting adults in Tsawwassen through beginner-friendly Brazilian Jiu-Jitsu, located in the heart of Tsawwassen. Tsawwassen is a community within Delta BC. Site is a .ca domain. Delta BC, not Delta CO/UT."
BC	Gracie Barra Kelowna	Kelowna	BC		101 - 2333 Hunter Rd, Kelowna, BC V1X 7C5	"Gracie Barra BC roster body, Okanagan region block: ""Gracie Barra Kelowna, #101 - 2333 Hunter Rd, Kelowna, BC V1X 7C5"", head Prof. Anderson Moscovski, est. 2021. BC confirmed by V1X postal code. Standalone domain not established - website left blank."
BC	Marcus Soares BJJ Academy Maple Ridge	Maple Ridge	BC	https://marcussoares.com/locations/maple-ridge		"Marcus Soares site body lists ""Maple Ridge - Haney / West Central"" as one of three Greater Vancouver academies, repeated in the footer as ""Vancouver - Langley - Maple Ridge"", organisation phone 604-725-9797. Haney is a Maple Ridge BC neighbourhood. BC confirmed by 604 area code."
BC	Hero Academy	North Vancouver	BC	https://hero-academy.ca		"bjjblog.ca BC directory body: ""Hero Academy - Strength and Conditioning, JiuJitsu, Boxing and Kickboxing - your go-to hub for Jiu Jitsu, Muay Thai, and inclusive kids programs in North Vancouver"", 5.0 from 78 reviews, site hero-academy.ca (.ca domain)."
BC	Galbraith Jiu Jitsu	Prince George	BC	https://galbraithjiujitsu.ca	1791 Nicholson Street, Prince George, BC	"Search result title and body: ""Galbraithjiujitsu - Jujitsu School - Prince George, British Columbia"" at 1791 Nicholson Street, Prince George, with a black belt instructor of over 20 years, currently based out of The Northern Capital Judo Club. Province stated as British Columbia; site is a .ca domain. The school also hosts the annual Galbraith Memorial Open, a roughly 200-competitor BJJ tournament in Prince George."
BC	Gracie Barra Richmond Central	Richmond	BC		21 - 12200 Vulcan Way, Richmond, BC V6V 1J8	"Gracie Barra BC roster body, Richmond region block: ""Gracie Barra Richmond (Central), #21 - 12200 Vulcan Way, Richmond, BC V6V 1J8"", head Prof. Gabi Medeiros, est. 2022. bjjblog.ca body lists it as ""Gracie Barra Richmond, Richmond, BC"", 4.8 from 49 reviews, pointing at graciebarra.com/central-richmond-bc-canada/. Richmond BC confirmed by V6V postal code - this is NOT Richmond VA, TX or KY. Own domain not established, website left blank."
BC	Nomad Brazilian Jiu Jitsu Studio	Sechelt	BC	https://thenomadstudio.ca		"Search result title and body: ""Nomad Brazilian Jiu Jitsu Studio"" in Wilson Creek (Sechelt), offering a holistic approach to martial arts, meditation and movement. Wilson Creek is a Sechelt BC community on the Sunshine Coast. Site is a .ca domain."
BC	Gracie Barra White Rock	Surrey	BC	https://www.gbwhiterock.com	138 - 1959 152 St, Surrey, BC V4A 9E3	"Gracie Barra BC roster body: ""Gracie Barra White Rock (S. Surrey), #138 - 1959 152 St, Surrey, BC V4A 9E3"", owner Prof. Eddy Jovel, est. 2019. bjjblog.ca body lists it as ""Gracie Barra White Rock Brazilian Jiu Jitsu and Self Defense, Surrey, BC"", site gbwhiterock.com, 4.9 from 52 reviews. BC confirmed by V4A postal code. Note White Rock borders Blaine WA - this address is on the Canadian side."
BC	Terrace Brazilian Jiu Jitsu	Terrace	BC			"WellnessLiving venue record: ""Terrace Brazilian Jiu Jitsu, Terrace, BC"" under the path ca-bc-terrace, i.e. Canada / British Columbia / Terrace. Corroborated by Terrace Standard coverage of the Kitimat regional Brazilian Jiu-Jitsu Open drawing fighters from Terrace and Prince Rupert. Terrace is in northwest BC. No standalone site located."
