region	name	city	state	website	address	research_evidence
BC	GFTeam Canada Brazilian Jiu Jitsu	Burnaby	BC	https://gfteamcanada.ca		"bjjblog.ca BC directory body: ""GFTeam Canada Brazilian Jiu Jitsu, Burnaby, BC - Transform yourself through Brazilian Jiu-Jitsu and Muay Thai at GFTeam Canada in Burnaby"", 4.9 from 83 reviews, site gfteamcanada.ca (.ca domain). GFTeam is a major Brazilian affiliation not otherwise represented in BC."
BC	Pure Martial Arts	Campbell River	BC			"Named in the westcoastbjj.ca association body twice: in the affiliate list as ""Pure Martial Arts, Campbell River"" and in a signed testimonial from ""Jodey Ingalls, Owner of Pure Martial Arts Campbell River, BC"" who was promoted to black belt in November 2013. Province stated as BC in the body. No standalone site located - website left blank."
BC	Titan Training Centre	Coquitlam	BC	https://titantrainingcentre.com		"Search result title and body: ""10th Planet Vancouver Jiu Jitsu Classes - Titan Training Centre - Coquitlam, BC"", offering No Gi classes for all levels. Corroborated by 10thplanetjj.com/locations/coquitlam/ and the Facebook page 10thPlanetCoquitlam. This is the BC 10th Planet outpost - note it brands as ""10th Planet Vancouver"" but physically sits in Coquitlam BC."
BC	Tidal BJJ	Gibsons	BC			"Search result: ""Tidal BJJ - Sunshine Coast | Gibsons BC"". Gibsons is on the BC Sunshine Coast. Only a Facebook presence located - website left blank."
BC	Gracie Barra Langley	Langley	BC	https://www.gblangley.com	20241 Fraser Hwy, Langley, BC V3A 4E7	"Gracie Barra BC roster body: ""Gracie Barra Langley, 20241 Fraser Hwy, Langley, BC V3A 4E7"", head Prof. Fabio Bueno, est. 2021. bjjblog.ca body gives site gblangley.com, 5.0 from 41 reviews. BC confirmed by V3A postal code - Langley BC, not Langley VA."
BC	Transcendent Combat Sports	Nelson	BC	https://www.transcendentcombatsports.com		"Search result title and body: ""Brazilian Jiu Jitsu - Nelson - TCS"" - Transcendent Combat Sports offering Kickboxing, Brazilian Jiu Jitsu and Fitness classes for all ages and abilities in the Nelson area. Nelson is in the BC West Kootenay."
BC	Faulks Jiu Jitsu	Port Moody	BC	http://www.faulksjiujitsu.com		"Search result body: ""Faulks Jiu Jitsu offers top-notch martial arts and fitness classes to kids and adults in Port Moody, Coquitlam, Port Coquitlam, Burnaby, and New Westminster. Their art is primarily Japanese Jiu Jitsu, with some Brazilian Jiu Jitsu, Wrestling, Kickboxing, Judo, and Karate mixed in."" All five named cities are Metro Vancouver BC. CAVEAT - primarily Japanese Jiu Jitsu rather than BJJ, so this is a borderline inclusion for a BJJ directory."
BC	10th Planet Richmond	Richmond	BC	https://www.10thplanetrichmond.ca	12191 Hammersmith Way 2135, Richmond, BC V7A 5H2	"Search result title carries the full address in the page title: ""Jiu Jitsu | 10th Planet Richmond BC | Skoll Jiu-Jitsu | Richmond | 12191 Hammersmith Way #2135, Richmond, BC V7A 5H2, Canada | 10thplanetrichmond.ca"". bjjblog.ca BC directory body separately lists ""10th Planet Richmond B.C., Richmond, BC - The premier destination for 10th Planet Jiu Jitsu in Richmond, BC"", 5.0 from 33 reviews, site skolljiujitsu.ca. BC confirmed by V7A postal code. Also trades as Skoll Jiu-Jitsu."
BC	Ultraforce MMA	Richmond	BC			"Named in the westcoastbjj.ca body twice: in the affiliate list as ""Ultraforce MMA, North Richmond"" and in a testimonial signed ""Joe Landingin, Owner of Ultraforce MMA Richmond, BC"". Explicitly stated as Richmond BC in the page body. No standalone site located - website left blank."
BC	Golden Glory Fitness and Martial Arts Academy	Surrey	BC	https://goldenglory.ca	2-2336 King George Blvd, Surrey, BC V4A 5A5	"bjjblog.ca BC directory ranked-list body: ""Golden Glory Fitness and Martial Arts Academy, 2-2336 King George Blvd, Surrey, BC V4A 5A5, Canada - South Surrey's premier martial arts academy"", 5.0 from 235 reviews, site goldenglory.ca. BC confirmed by V4A postal code."
