verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CORRECTED	BC	BVJJ	Burnaby	BC	https://bvjj.ca	3710 Canada Way, Burnaby, BC V5G 1G4	https://bvjj.ca/about-us/	NAME + ADDRESS changed. Body H1 "#1 Brazilian Jiu Jitsu School In Burnaby"; nav and about-us sell adult Gi/No-Gi BJJ, women's BJJ, kids BJJ and Muay Thai; FAQ "Adult's BJJ start at age 16 + no age limit". Logo alt, footer and copyright all read BVJJ; the string "Burnaby Vancouver Jiu-Jitsu" appears nowhere in the body, so name set to BVJJ as traded. Head coach named in body: Eduardo Cadena, 5th-degree black belt (read directly). Footer address added. www.bvjj.ca 301s to apex bvjj.ca, canonical https://bvjj.ca/. Open: 2026 uploads and current schedule.
CORRECTED	BC	Disciple BJJ	Campbell River	BC	https://www.disciplebjj.ca	220 Dogwood Street, Campbell River, BC V9W 2X9	https://www.disciplebjj.ca/	ADDRESS added. Body footer carries 220 Dogwood Street, Campbell River, BC V9W 2X9 and (778) 348-1564; 778 is a BC area code and V9W is Campbell River. Body sells adult BJJ (comp class, ladies class Mondays, open mat) plus kids classes 4 days a week. Clearly trading now: dated posts through 2026 including belt promotions and an Easter schedule notice. Name and website unchanged.
REJECT-NOT-BJJ	BC	Personal Best Martial arts Academy	Port Coquitlam	BC	https://pbmartialarts.com	1647 Broadway Street 124, Port Coquitlam, BC V3C 6P8	https://pbmartialarts.com/	No BJJ in the rendered body. Own site lists only Little Tigers (3-5), Juniors (6-12), Teen Martial Arts (13+), Adult Martial Arts, day camps, after school, summer camp, birthday parties, Parent's Night Out, Moms Day Out. Brazilian Jiu-Jitsu, jiu jitsu and grappling are absent from every program blurb. Also wrong city: contact block reads Port Coquitlam, not Coquitlam. Stored-blank website resolved: personalbestmartialarts.com is a GoDaddy for-sale page ($200), the live site is pbmartialarts.com. The BJJ claim in the research pass came only from a westcoastbjj.ca affiliate list, not from this school's body.
CORRECTED	BC	Iron Forge Fight and Fitness	Fort St. John	BC	https://ironforge.ca	Skyway Plaza, 8221 100 Ave, Fort St. John, BC V1J 1W7	https://ironforge.ca/contact-us	NAME + ADDRESS changed. Body trades as "Iron Forge Fight and Fitness" throughout, not "Iron Forge". Contact page prints "8221 100TH AVE FORT ST . JOHN , BC" and "Skyway Plaza - 8221 100th Ave Fort St.John BC V1J 1W7". Rendered class schedule carries Adult BBJ (their spelling of BJJ) Tue and Thu 6:30-8:00pm, No-Gi Jiu Jitsu Mon and Wed 8:00-9:00pm and No-Gi Sat 10:00-11:30am, so adult BJJ is real and not kids-only. CAUTION: the Google Maps iframe embedded on that page is mis-geocoded to 8221 100 Ave, Surrey BC V3V 2W2 - the printed address and the 778/250-region phone 778-949-7408 are Fort St. John. Copyright 2026.
CORRECTED	BC	Factory Fresh Jiu Jitsu	Langley	BC	https://factoryfreshbjj.com	Unit 5 - 6322 202 St, Langley, BC V2Y 1N2	https://factoryfreshbjj.com/	ADDRESS added. Body header and footer both print "Unit 5 - 6322 202st, Langley, British Columbia V2Y1N2" with (778) 386-7614; V2Y and 778 confirm Langley BC, not Langley VA. Rendered program list includes a dedicated adult "BJJ" class ("Our Adult Brazilian Jiu Jitsu class in Langley"), Women's BJJ, Kids Jiu Jitsu, kickboxing and wrestling. Copyright 2026. Name, city and website confirmed against the body.
CONFIRMED	BC	North Kootenay Martial Arts	Nelson	BC	https://northkootenaymartialarts.com		https://northkootenaymartialarts.com/	Body H1 "North Kootenay Martial Arts", subtitle "Brazilian Jiu-Jitsu & Muay Thaj" (their typo), contact block "646 Baker Street, Nelson British Columbia", kootenaiphysicalarts@gmail.com, (250) 551-4026. 250 area code and Nelson BC confirmed in body. Evening training hours Mon-Thu and Sun listed. Address field left as stored value 646 Baker Street, Nelson, BC - matches body exactly. Site content dated 2025, no closure notice.
CORRECTED	BC	Gracie Barra Port Coquitlam	Port Coquitlam	BC	https://gbportcoquitlam.com	3130-853 Seaborne Ave, Port Coquitlam, BC V3B 0N9	https://gbportcoquitlam.com/	ADDRESS added. Contact block in body: "Gracie Barra Port Coquitlam, 3130-853 Seaborne ave, Port Coquitlam, V3B 0N9, Canada, Tel: 604-780-8319". V3B and 604 confirm BC. Body carries a full "Adult Jiu-Jitsu Classes in Port Coquitlam" section plus Kids and Teens, Women Only, After School, Barra Fit and Self-Defense. Note the site itself misspells the city as "Port Coqutilam" in several headings; city_final uses the correct Canada Post spelling. Confirms the research note that this school is missing from Gracie Barra's own BC roster.
CONFIRMED	BC	Summit Jiu Jitsu	Revelstoke	BC	https://www.summitjjrevelstoke.com	1240 Powerhouse Road, Unit 3103, Revelstoke, BC	https://www.summitjjrevelstoke.com/	Body "Find Us" section: "We're located in the industrial area in Revelstoke at 1240 Powerhouse road, Unit #3103" with a described new fully-matted facility. Adult BJJ, all classes beginner friendly, evening classes 6:30pm plus Saturday 10am open mat. Instructor named in body: Professor Sam Bergeron, second-degree black belt under Louis Ho (10th Planet). DISCREPANCY NOTED: the Squarespace footer business line reads "Summit Jiu Jitsu Revelstoke, 1300 Douglas Street, Revelstoke, BC, V0E 2S0" - I kept the Powerhouse Road address because the rendered Find Us prose describes it as the current facility. 2025-dated photos.
REJECT-NOT-BJJ	BC	Richmond Martial Arts	Richmond	BC	https://richmondkicks.com		https://richmondkicks.com/	No BJJ in the rendered body. The site's own class menu and the six class cards on the page are Kids Martial Arts, Krav Maga, Kickboxing, After School Program, Summer Camp and Birthday Parties. The footer repeats the same six: "programs in Kids Martial Arts, Krav Maga, Kickboxing, After School, Summer Camp, and Birthday Parties". Brazilian Jiu-Jitsu, jiu jitsu, gi, no-gi and grappling appear zero times. Birthday party blurb sells "Richmond Kid's Karate". The bjjblog.ca and westcoastbjj.ca claims used by the research pass are not supported by this school's own page. Canonical is https://richmondkicks.com/home/; apex serves the site and www 301s to apex. No street address published on the homepage.
CORRECTED	BC	Eternal BJJ	Surrey	BC	https://eternalbjj.ca	107-2255 King George Blvd, Surrey, BC V4A 5A4	https://synthesizer-rust-s9f2.squarespace.com/contact	NAME + ADDRESS changed. IMPORTANT: eternalbjj.ca itself returns an EMPTY BODY (JS-only build; head/meta only, both apex and www, home and /contact). I read the school's own Squarespace-hosted build instead, whose canonical tag points back to https://www.eternalbjj.ca/contact - so this is the same site's primary body, not an aggregator. That body prints "Address: 107-2255 King George Blvd. Surrey, B.C. V4A 5A4" and info@eternalbjj.ca, with nav for About, Schedule, Memberships, FAQs and a gymdesk member login. V4A is South Surrey BC. Site logo and og:site_name trade as "Eternal BJJ / South Surrey White Rock", not "Eternal Brazilian Jiu Jitsu", so the name was shortened to match. City kept as Surrey (South Surrey is within the City of Surrey; geo tag 49.0504 -122.8024 is Surrey, not White Rock).
CORRECTED	BC	Red Tiger Martial Arts	Surrey	BC	https://www.redtigersurrey.com	208 - 15290 103A Ave, Surrey, BC V3R 7A2	https://www.redtigersurrey.com/	ADDRESS added; kept as BJJ but FLAGGED AS MARGINAL. Body states "We are a blend of Karate, Kungfu, Kickboxing, Hapkido, Hwarangdo, and Brazilian Jiu-Jitsu" and the rendered weekly schedule table carries two adult grappling slots: "(NO-GI) JIU JITSU" Monday 7:30-8:30pm and "(GI) JIU JITSU" Wednesday 7:30-8:30pm, sitting after the Ages 13+ class. Everything else on the page is age-graded kids programming (Tiny/Young/Rising/Elite Tigers, ages 3 to 13+). So there IS adult gi and no-gi BJJ, but this is a mixed martial-arts school with two BJJ classes a week, not a BJJ academy - drop it if the directory only wants dedicated BJJ. Footer address 208 - 15290 103A Ave, Surrey, BC V3R 7A2, phone 604-588-5425 (Guildford, Surrey BC). Canonical is https://www.redtigersurrey.com; apex 301s to www.
UNVERIFIED	BC	Definitive Jiu-Jitsu	North Vancouver	BC	https://definitivebjj.ca	103-1861 Welch Street, North Vancouver, BC V7P 1B7	https://definitivebjj.ca/	NO PRIMARY BODY READ. definitivebjj.ca resolves (66.102.133.116, HostPapa) and returns HTTP 200 but an EMPTY BODY on every path tried - apex and www, http and https, /, /about, /about/, /classes/, /schedule/ and a dated blog URL. Head/meta were not returned either, so nothing on the page could be judged. The fields above are best-evidence from NON-PRIMARY sources only and must not be treated as confirmed: the school's Facebook page is titled "Definitive Jiu-Jitsu, North Vancouver BC", Yelp lists 103-1861 Welch Street, North Vancouver BC, and the site's own indexed page titles read "Definitive BJJ, North Vancouver's Top Brazilian Jiu-Jitsu Academy". Welch Street is in North Vancouver, so the stored city "Vancouver" is very likely wrong, but I did not read that off the page. Needs a browser render to close out.
CONFIRMED	BC	Lapel Arts	Vancouver	BC	https://www.lapelarts.ca		https://www.lapelarts.ca/	Body H1 "WELCOME TO LAPEL ARTS. YOUR PROFESSIONAL BRAZILIAN JIU JITSU ACADEMY IN VANCOUVER." The Academy section reads "Located in the heart of Vancouver's Fairview-Kitsilano neighbourhood, our academy sits right on trendy West Broadway". Adults Gi and NoGi program with a full daily schedule plus a kids/juniors program; about-us page states IBJJF certified school with two head instructors holding black belt certifications (Lucas Wilhan 2nd degree, Pauline Bak 1st degree) and names six further Gi/NoGi instructors. Phone 604 767 6490. ADDRESS LEFT BLANK: no street number is published anywhere in the body or on the about page, only the West Broadway description. Canonical https://www.lapelarts.ca.
CORRECTED	BC	Roll Jiu Jitsu Academy	North Vancouver	BC	https://www.rjja.ca	286 Pemberton Ave, North Vancouver, BC	https://www.rjja.ca/	CITY changed Vancouver to North Vancouver, ADDRESS added. The body's location block reads "north Vancouver / 286 Pemberton Ave / North Vancouver, BC / Canada" and the contact number 604-988-8819 is a North Vancouver exchange. Body sells Gi and NoGi, beginners, advanced, teens, kids classes, open daily, plus camps and seminars - a dedicated jiu jitsu academy. Name confirmed as Roll Jiu Jitsu Academy (registered mark shown as Roll Jiu Jitsu Academy on the Instagram embed). Website and province unchanged.
REJECT-NOT-BJJ	BC	Martial Arts Unlimited	Victoria	BC	https://martialartsunlimited.ca	70 Gorge Rd. West, Victoria, BC V9A 1M1	https://martialartsunlimited.ca/programs/	No BJJ anywhere on the site. The Programs page lists exactly two programs: "Unlimited Kickboxing Curriculum" and "Youth Kickboxing Program" (ages 11-16). Homepage meta and body sell "a full kickboxing curriculum for the recreational and competitive athlete"; testimonials reference muay thai and kickboxing under Coach Greg Lamothe (IKF World Title) and the Instagram handle is martialartsunlimitedkickboxing. Brazilian Jiu-Jitsu, jiu jitsu, gi, no-gi and grappling appear zero times across home and programs. Also note the body trades as "Martial Arts Unlimited", not "Martial Arts Unlimited Victoria". Address 70 Gorge Rd. West, Victoria BC V9A 1M1, phone (250) 590-1977 - Victoria BC, not Victoria TX. Copyright 2026, business is open, it is simply not a BJJ school.
CONFIRMED	QC	Gracie Barra Boucherville	Boucherville	QC	https://www.gbbou.ca	540 Rue D'Avaugour, unité 1050, Boucherville, QC	https://www.gbbou.ca/	French body confirms everything. H1 "QU'EST-CE QUE L'ECOLE GRACIE BARRA BOUCHERVILLE JIU-JITSU BRESILIEN?" and the paragraph "Nous sommes tres fier d'avoir ouvert Gracie Barra Boucherville. (540 Rue D'Avaugour, unite 1050, Boucherville.)" Nav carries PROGRAMMES with ENFANTS et ADOS and ADULTES, plus HORAIRE and CONTACTEZ-NOUS, so adult BJJ is offered. info@gbbou.ca. Canonical https://www.gbbou.ca; apex 301s to www. Camp d'ete 2026 page in the nav shows it is currently trading. NEW CITY SPELLING: Boucherville (Canada Post standard, no accents).
CORRECTED	QC	Rossi BJJ & Kickboxing	Gatineau	QC	https://www.rossibjjkick.ca	2019 Boulevard Maloney E, Gatineau, QC J8R 3Z3	https://www.rossibjjkick.ca/	ADDRESS made precise (Boulevard Maloney E plus postal code J8R 3Z3, from the body's own "Come try a class" block; phone 873-660-2405, an 873 Quebec-side Outaouais code, not Ottawa ON). Body sells a full Brazilian Jiu-Jitsu curriculum ("Nous avons cree un concrete curriculum...", level progressions by acquired knowledge) alongside K-1 kickboxing, a kids programme "Petits dragons" (6-13) and fitness. Affiliation stated in the body: "Nous sommes proudly affilies avec EVOLUTION BJJ" with the Evolution BJJ Templeton logo shown. Team named on the page: Christopher Rossi (Head Instructor), Chris Milloy (Head BJJ coach), Yves Joly, Luc Forget, Vanessa Bigras - no belt-rank claims are made on the page, so none are carried forward. Canonical https://www.rossibjjkick.ca.
CORRECTED	QC	Outros Caras Jiu-Jitsu	Longueuil	QC	https://www.outroscaras-bjj.com	1175 Chemin du Coteau-Rouge, Longueuil, QC J4K 1X1	https://www.outroscaras-bjj.com/	NAME + WEBSITE changed. The stored blank website is wrong - the school has its own site, found via the FQJJB listing and then read directly. Body: "Outros Caras est une ecole de Jiu-Jitsu bresilien situee a Longueuil." Booking calendar on the page offers Cours de groupe - Tous (Longueuil), Cours de groupe - Debutant (Longueuil), Cours de groupe - No-GI, Cours de groupe (Ado) and Cours enfants 7-12 ans, so adult BJJ is confirmed. Footer trades as "Outros Caras Jiu-Jitsu" (og:site_name "Outros Caras"), so the run-together "JiuJitsu" was corrected. Street address is not printed on the homepage; kept from the FQJJB federation listing which I read directly at jjbqc.org/listing/outros-caras-jiujitsu/ (1175 Chem. du Coteau-Rouge, Longueuil, QC J4K 1X1, technical director Alexandre Heroux, founded 2009). J4K is Longueuil QC.
CONFIRMED	QC	Gracie Barra Montreal	Montreal	QC	https://gbmontreal.ca	3975 Notre-Dame O., Montreal, QC H4C 1R2	https://gbmontreal.ca/school	Body of the school page confirms name, city and address: contact block "Address: 3975 Notre-Dame O., Montreal, QC H4C- 1R2, Phone: (514) 932-5777, Email: info@gbmontreal.ca". H4C and 514 are Montreal QC. Programs nav carries ADULTS (GB1/GB2/GB3), KIDS & TEENS, NO GI, SELF-DEFENSE and WOMEN. The Prof. Bruno Fernandes attribution used by the research pass IS present in this body and is verbatim: "Prof. Bruno Fernandes, a 6th-degree black belt under Carlos Gracie Jr. and a four-time IBJJF World Champion", school opened 2010, now HQ for nine Gracie Barra schools in Quebec. Copyright 2026. Website canonical https://gbmontreal.ca/ (www serves the same site).
