# A01 - 84 flagged links - AL AZ CA CO
state	city	name	url
AL	Athens	Athens Jiu Jitsu	https://www.athensjiujitsu.info/
AL	Calera	Calera Fitness and MMA	https://www.calerafitness.com/Calera_Fitness_%26_MMA/Home.html
AL	Daphne	Yamane Championship Mixed Martial Arts	http://www.ycmma.com/
AL	Hoover	Champions Freestyle MMA & Fitness	http://www.championsfreestylemma.com/
AL	Prattville	Prattville Fitness Kickboxing And MMA	http://fitnesskickboxingandmmaprattville.com/
AZ	Chandler	Lopez Martial Arts	https://lopezjiujitsu.com/
AZ	Chandler	The Desert Dojo	https://thedesertdojo.com/
AZ	Green Valley	Dominate Fitness and MMA	http://www.dominatefitnessmma.com/
AZ	Kingman	Deets Jiu Jitsu Academy	http://www.gladiatorunderground.com/
AZ	Lake Havasu City	Bridge City Combat	http://aaeamerica.com/
AZ	Mesa	Ruffhouse Jiu-Jitsu	http://www.ruffhousejiujitsumesa.com/
AZ	Mesa	Southwest MMA	http://southwestmma.com/
AZ	Peoria	Allied Jiu Jitsu	http://alliedjiujitsu.com
AZ	Peoria	Gracie Peoria	http://www.graciepeoria.com
AZ	Phoenix	Fury Brazilian Jiu Jitsu	https://www.furybjj.com/
AZ	Scottsdale	Gracie Jiu-Jitsu Scottsdale	http://graciescottsdale.com/
AZ	Sierra Vista	Flow Game Gym	http://www.flowgamegym.org/
AZ	Tempe	American Pankration Fighting MMA	http://www.americanpankration.net/
AZ	Tempe	Dragon-Snake MMA & Fitness	http://dragonsnakemma.com/
AZ	Tucson	Always Forward Jiu-Jitsu Academy	http://www.alwaysforwardjiujitsu.com/
AZ	Tucson	TeckHit Boxing, Kickboxing, & MMA Gym	https://teckhit.com/
CA	Anaheim	Javier Blanchard Brazilian Jiu Jitsu / BJJ Anaheim CA 92801	https://www.javierblanchard.com/
CA	Arcata	Institute of Combat	https://www.instituteofcombat.com/
CA	Bakersfield	Eric Nolan’s Xtreme Training Center	http://www.ericnolan.com/
CA	Bakersfield	The Chute MMA, Jiu Jitsu and Wrestling	http://www.chutetraining.com
CA	Brentwood	Ares BJJ Brentwood	http://aresbrentwood.com/
CA	Chico	Bruno Lima Brazilian Jiu Jitsu	http://www.brunolimabjj.com/
CA	Chula Vista	Global Fighting Legion / Jiu-Jitsu Chula Vista CA 91914	https://theinstituteofhealthandfitness.com/Home
CA	Culver City	Abrigo Martial Arts	http://www.abrigomartialarts.com/index02.php
