verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
UNVERIFIED	HI	Egan Inoue Jiu Jitsu	Honolulu	HI		1212 Punahou St, Honolulu, HI 96826	https://eganinouejiujitsu.com	NO PRIMARY BODY READ. Input had no website. Found eganinouejiujitsu.com (A 74.208.236.214 IONOS, IONOS MX, Wayback shows HTTP 200 as recently as 2025-07-11) but it returns Content-Type text/html with a COMPLETELY EMPTY body over both https and http - either an IONOS placeholder or a JS-only shell. eganinoue.com CNAMEs to exp.gname.net (expired-domain parking); egansgym.com and eganinoue.net are NXDOMAIN. Could not obtain two independent sources (session WebSearch budget exhausted). Name, address and open/closed status are all unconfirmed - do not publish without a second pass.
CONFIRMED	HI	Kansept Academy	Honolulu	HI	https://kanseptacademy.com	904 Kohou St Suite 201, Honolulu, HI 96817	https://kanseptacademy.com	Body contact block and footer both read 904 Kohou St Suite 201 Honolulu HI 96817, phone (808) 992-0926. Body: Bjj is our main focus at Kansept Academy with Beginner BJJ, Fundamental BJJ and Mixed BJJ programs plus a competition class; owner and head instructor Jeremiah Miah San Nicolas received his black belt 19 Nov 2019 from Chris Gutierrez at Conde Koma BJJ, Long Beach CA. Unambiguously Brazilian, not Danzan-Ryu or Kajukenbo. ZIP 96817 and area code 808 are Honolulu HI. www redirects to non-www; canonical is the non-www form. Site styles the name with an umlaut as Kansept Academy - published in ASCII; the body itself also writes it without the umlaut.
CORRECTED	HI	Gracie Jiu Jitsu Kailua	Kailua	HI	https://graciejiujitsukailua.com	35 Kainehe St Suite 103, Kailua, HI 96734	https://graciejiujitsukailua.com/contact	NAME changed - was Kailua BJJ. The body never uses that name: footer copyright reads 2026 Gracie Jiu Jitsu Kailua, site name is Gracie Kailua, domain and Instagram are graciejiujitsukailua. ADDRESS changed - was 35 Kainehe St Ste 202; the contact-page body reads 35 Kainehe St. Suite 103 Kailua, Hawaii 96734. Phone (808) 429-8896. BJJ confirmed from the About body: coach Jason Izaguirre began at Gracie Barra in Rio under Carlinhos Gracie and the Machado brothers, blue belt from Rillion Gracie, trained under Relson and Royler Gracie at Gracie Humaita, awarded black belt, opened the Kailua academy 2001. This is Kailua on OAHU (96734), not Kailua-Kona (96740).
CONFIRMED	HI	The Process Martial Arts Academy	Kailua-Kona	HI	https://www.theprocessmartialarts.com	73-5590 Kauhola St, Kailua-Kona, HI 96740	https://www.theprocessmartialarts.com/contact-us	Body CONTACTS block on home and contact pages both read 73-5590 Kauhola St, Kailua Kona HI 96740, with the note located in the blue building closest to the road - 2nd floor. Phone 808-345-0703. Named program: Brazilian Jiu-Jitsu - Learn real self-defense, control, and technique. Gi and No-Gi classes available, with its own /brazilian-jiu-jitsu page, alongside Muay Thai, MMA, wrestling and kids BJJ. This is Kailua-Kona on the BIG ISLAND (96740), correctly distinguished from Kailua Oahu. Non-www redirects to www; canonical is the www form as stored.
CONFIRMED	HI	TRXTR Studio	Kapolei	HI	https://bjjkapolei.com	2045 Lauwiliwili St 403, Kapolei, HI 96707	https://bjjkapolei.com	Body map block reads 2045 Lauwiliwili st #403, Kapolei, Hi 96707; footer call-to-action gives (808) 589-6445. Body: TRXTR Studio is certified and recognized by the International Brazilian Jiu-Jitsu Federation, proud member of the Caio Terra Association, curriculum designed by 12-time world champion Professor Caio Terra; all kids classes taught by head instructor, owner and black belt Jeremy Nitta. Copyright 2026. ZIP 96707 and area code 808 are Kapolei HI.
CONFIRMED	HI	Mad Tiger Academy	Wahiawa	HI	https://www.madtigerbjj.com	249 Kellogg St, Wahiawa, HI 96786	https://www.madtigerbjj.com	Body: Or visit us at 249 Kellog st Wahiawa, HI, US 96786 - the site misspells Kellogg with one g; published with the correct street spelling. Phone (808) 381-7838. Body: Caio Terra association; Eric Mad Tiger Goo is a third degree Black Belt under Kai Borg Garcia, first place 2007 No Gi world championships, owner and founder. Copyright 2026. ZIP 96786 and area code 808 are Wahiawa HI.
CONFIRMED	ID	Blackfoot Jiu Jitsu and Fitness	Blackfoot	ID	https://blackfootjiujitsu.com	1010 W Bridge Street Suite F, Blackfoot, ID 83221	https://blackfootjiujitsu.com	Body footer address block reads 1010 W. Bridge Street - Suite F. Blackfoot, ID 83221, phone 2084036807, email blackfootjiujitsu@gmail.com. Body headline: Bingham County's #1 source for Brazilian Jiu Jitsu, NoGi Submission Grappling, and Self Defense. Classes listed for ages 3-5, 5-9, 10-13, 14 and up, plus a women's-only class. Gymdesk-hosted, live. ZIP 83221 and area code 208 are Blackfoot ID. Site renders the name with an ampersand rather than the word and - kept as stored, stylistic only.
CONFIRMED	ID	Self Reliant Jiu Jitsu	Boise	ID	https://www.selfreliantjiujitsu.com	2769 S Broadway Ave, Boise, ID 83706	https://www.selfreliantjiujitsu.com/connect-with-us	Connect With Us page body reads 2769 S Broadway Ave / Boise, ID 83706 with phone 208-917-3740 and info@selfreliantjiujitsu.com. Home body: Boise's Premier Jiu-Jitsu Academy, state-of-the-art facility opened in 2022 under the leadership of world champion black belt J. Andrew Thomas; page description reads Brazilian Jiu jitsu classes for adults and kids on Broadway Ave in southeast Boise. ZIP 83706 and area code 208 are Boise ID.
CORRECTED	ID	CDA Jiu-Jitsu	Dalton Gardens	ID	https://cdajiujitsu.com	7680 N Government Way 2, Dalton Gardens, ID 83815	https://cdajiujitsu.com	NAME changed - was Coeur d'Alene BJJ. The school trades as CDA Jiu-Jitsu: og site name CDA Jiu-Jitsu, footer copyright 2026 CDAJiuJitsu.com, blog post titled Meet Professor Shawn Lawrence - Owner of CDA Jiu-Jitsu. CITY changed - was Coeur d'Alene. The footer Directions block reads 7680 N Government Way #2 Dalton Gardens, ID 83815, and the embedded map query repeats Dalton Gardens; Dalton Gardens is its own incorporated city adjacent to Coeur d'Alene, so the mat is NOT in Coeur d'Alene even though the marketing copy says BRAZILIAN JIU JITSU COEUR D ALENE. BJJ confirmed: adult program led by Rigan Machado Black Belt Professor Shawn Lawrence, traditional and NoGi, blog post on the 2025 IBJJF No-Gi Worlds. Open: page modified 2026-04-08, phone (208) 601-6120, ZIP 83815 ID.
CONFIRMED	ID	Gracie Barra Hayden	Hayden	ID	https://www.gbhayden.com	978 W Hayden Ave, Hayden, ID 83835	https://www.gbhayden.com	Body header link reads 978 W. Hayden Ave, Hayden, ID 83835 and the footer repeats 978 Hayden Ave / Hayden, ID 83835; phone (208) 462-0800 in both. Body: Brazilian jiu-jitsu in Hayden, Gracie Barra school, NO-GI submission grappling classes, kids anti-bully, women's self-defense, military and police; Brown Belt Coaches Niki and Eli Brown described as your gateway to a thriving jiu-jitsu community in North Idaho. Hayden ID ZIP 83835, area code 208 - not Hayden CO or Hayden AZ.
CONFIRMED	ID	Gracie Barra Meridian	Meridian	ID	https://graciebarrameridian.com	68 East Fairview Ave, Meridian, ID 83642	https://graciebarrameridian.com	Body Get In Touch block and Location block BOTH read 68 East Fairview Ave, Meridian, Idaho 83642; every real call-to-action dials 208-886-5972. Head Professor Scott Carr, fourth-degree black belt under Carlos Gracie Jr. Cross-check: Gracie Barra's own schools index at graciebarra.com returns a live record titled GB Meridian, and meridian.graciebarrausa.com serves a live Gracie Barra Meridian page. CAVEAT worth carrying forward: one embedded Google map image on the same page is keyed to 1600 N Main St unit b, Meridian, ID 83642, and the page also carries obvious template junk - stray tel links with 865, 305 and 512 area codes and links to samuelbragabjj.co and gbcollegestation.co. The typed address appears twice and wins over the map widget.
CORRECTED	ID	V7 Martial Arts	Moscow	ID	https://v7martialarts.com		https://v7martialarts.com	NAME changed - was V7 Brazilian Jiu Jitsu and Functional Fitness. The body never uses that name; it reads About V7 Martial Arts / V7 Martial Arts is a gym based in Moscow, Idaho that offers instruction in the disciplines of Judo, Brazilian Jiu-Jitsu, Karate and MMA. ADDRESS BLANKED - the rendered body contains NO street address anywhere. The research pass claimed an about-page header reading 872 TROY ROAD 180 MOSCOW IDAHO 83843 and a Prof Nicolae Cury; neither string appears on the site I fetched, and /about, /contact and /location all return empty bodies. City and state are confirmed from the body text (Moscow, Idaho) and the phone (208) 596-4816. BJJ is explicitly offered. STALENESS FLAG: the site is frozen around February 2017 - the embedded Facebook feed's newest post is 17 Feb 2017, one item advertises a course running 2/21-4/13, and another celebrates the one-year anniversary in Feb 2017. Not a registrar or Coming Soon placeholder, so I did not call it closed, but current operation is NOT established.
