verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CONFIRMED	MN	Bemidji BJJ	Bemidji	MN	https://www.bemidjibjj.com		https://www.bemidjibjj.com/contact-info	Google Sites body read. Home h1 reads "Bemidji Brazilian Jiu-Jitsu"; nav/logo trades as "Bemidji BJJ". Body: "BBJJ is a small club in the Bemidji area made of BJJ enthusiasts. We train together evenings and weekends." Contact Info page body carries ONLY phone 218-308-6762 (218 = northern MN) and Bemidjibjj@gmail.com - NO street address anywhere in the body, so address left blank. bemidjibjj.com 301s to www; canonical recorded. Volunteer-run BJJ club, real and operating.
CONFIRMED	MN	Drengr Jiu-Jitsu	Duluth	MN	https://drengrjiujitsu.com	230 E Superior St, Duluth, MN 55802	https://drengrjiujitsu.com/	Body read. Contact block at foot of homepage body: "Drengr Jiu-Jitsu / 230 E Superior St, Duluth, MN 55802". Body reads "the highest quality Jiu-Jitsu classes in Duluth, Minnesota"; history names Adam Linn, Zach Walters, head coach/owner Dustin Hjelle. ZIP 55802 = downtown Duluth MN. No trace of the old 2711 W Superior St address in the current body.
CONFIRMED	MN	Iron Academy Martial Arts	Hibbing	MN	https://ironacademymartialarts.com	2225 1st Ave, Hibbing, MN 55746	https://ironacademymartialarts.com/instructors	Body read of /contact and /instructors. Location block: "2225 1st Ave Hibbing, MN 55746", phone (218) 996-3522 (218 = northern MN). BJJ positive signal confirmed on instructor page body: "Professor Shane Jones - 1st Degree Team Black Arrow Jiu-Jitsu Black Belt", began under 4th Degree Guerrilla Jiu-Jitsu black belt Jared Feierabend in 2008. Note the Facebook handle is /irontkd (school began as TKD) but every page title and the whole site now reads Jiu-Jitsu; real BJJ school.
CONFIRMED	MN	MKG Martial Arts	Minneapolis	MN	https://www.mnkali.com	4532 Chicago Avenue, Minneapolis, MN 55407	https://www.mnkali.com/contact	Address is now BODY-confirmed (research pass had it directory-only). /contact body: "We are conveniently located at 46th and Chicago just east of 35W in south Minneapolis" and "4532 Chicago Avenue Minneapolis, MN 55407", phone 612-821-6800. Body nav carries a dedicated "Brazilian Jiu Jitsu (BJJ)" class page plus MPLS Schedule and Edina Schedule. Guro Rick Faye. ZIP 55407 = south Minneapolis, 612 = MN. FLAG: second location MKG West Edina is a separate site row not covered by this batch.
CORRECTED	MN	UnderGround Boxing & Brazilian Jiu-Jitsu	Red Wing	MN	https://www.ugroundboxing.com	415 Main St, Red Wing, MN 55066	https://www.ugroundboxing.com/contact-underground-boxing-brazilian-jiu-jitsu-in-red-wing-mn	CHANGED FIELD: name. Old value "UnderGround Boxing and Brazilian Jiu-Jitsu"; the body logo, footer and copyright line all trade as "UnderGround Boxing & Brazilian Jiu-Jitsu" with an ampersand. Everything else confirmed from body: "Come visit us / 415 Main St, Red Wing, MN 55066, USA", phone +1 651-376-4431 (651 = MN), "Transformative Martial Arts in Red Wing, MN", dedicated Brazilian Jiu-Jitsu program page. /contact redirects to the long slug recorded as source.
CONFIRMED	MN	M-Theory Martial Arts	St. Louis Park	MN	https://mtheorymartialarts.com	5700 W 36th St, St Louis Park, MN 55416	https://mtheorymartialarts.com/contact-m-theory-martial-arts-in-st-louis-park-mn/	Body read. Footer of contact page: "5700 W 36th St, St Louis Park, MN 55416" and "Call us: 612-254-3467" (612 = MN). Body program list is Adult Jiu Jitsu (13+), Youth Jiu Jitsu (9-12), Kids Jiu Jitsu (4-8), No-Gi Jiu Jitsu - a BJJ school, not a mixed school with a token program. ZIP 55416 = St. Louis Park. /contact redirects to the long slug recorded as source.
CONFIRMED	MS	Gracie United Hancock	Bay St. Louis	MS	https://www.hancockbjj.com	835 US-90 Suite 22, Bay St Louis, MS 39520	https://www.hancockbjj.com/locations/bay-st-louis	Body read of homepage and the Bay St. Louis location page. Location page body: "Bay St. Louis / 835 US-90 Suite 22, Bay St Louis, MS 39520, United States" plus opening hours; site footer repeats it. Phone +1 228-335-8434 (228 = coastal MS). Body full trading name is "Gracie United - Team Jucao, Hancock County" (accent stripped; the Google Maps embed in their own body names the business "Gracie United Hancock Brazilian Jiu Jitsu" and the socials are /GracieUnitedHancock and gracie_united_hancock, so the stored short form is kept). Real BJJ: dedicated Brazilian Jiu Jitsu and No-Gi Jiu Jitsu program pages. FLAG: a SECOND location exists in Diamondhead MS (https://www.hancockbjj.com/locations/diamondhead) that has no row in this batch.
CONFIRMED	MS	Relentless Mixed Martial Arts	Columbus	MS	https://relentless-mma.com	128 S. McCrary Rd, Columbus, MS 39702	https://relentless-mma.com/	Body read. Header and footer both carry "128 S. McCrary Rd, Columbus, Mississippi 39702", phone 662-574-6487 (662 = MS). Body repeatedly names "Lowndes County" and "the golden triangle area" - this is Columbus MISSISSIPPI, not OH/NE/IN/GA. Dedicated Brazilian Jiu Jitsu program page; reviews in body reference BJJ training. Copyright line reads 2026, site is current.
UNVERIFIED	MS	Steel Coast Brazilian Jiu Jitsu	Gulfport	MS	https://www.steelcoastbjj.com	3801 25th Ave, Gulfport, MS 39501	https://www.steelcoastbjj.com/	EMPTY BODY - stating this explicitly rather than passing off aggregator data as a body read. steelcoastbjj.com resolves (DNS Status 0, A 206.188.193.156) but every URL tried - /, /contact, /about, http and https, www and bare, and a text-extraction proxy - returned a completely empty body to the fetcher. NOTHING on this row is body-confirmed. School does appear real, open and genuinely BJJ: independent corroboration from Yelp (updated March 2026), Smoothcomp club 61679 plus a Smoothcomp affiliation, Wellhub, Snapchat Places and their own Facebook, all giving 3801 25th Ave, Gulfport, MS 39501 and (228) 206-3339 (228 = coastal MS); head coach Dan Carlson. Needs a browser render or a phone call to promote to CONFIRMED.
CONFIRMED	MS	Shackelford's MMA Center	Olive Branch	MS	https://shackelfordsmma.com	8804 Caroma St STE 155, Olive Branch, MS 38654	https://shackelfordsmma.com/	Body read. Footer: "8804 Caroma St STE 155 Olive Branch, MS 38654", phone 901-582-5558; body copyright "Shackelford's Mixed Martial Arts Center 2025". WRONG-STATE TRAP CHECKED: the 901 phone is a Memphis number and the footer even prints "memphisjiu-jitsu.com", but the physical mat address and ZIP 38654 are Olive Branch MISSISSIPPI (DeSoto County) - body says "We are a Mixed Martial Arts gym proudly serving Olive Branch, Southaven, and Hernando, and all of Desoto County". Physical address governs, so MS is correct. Real BJJ: dedicated Brazilian Jiu-Jitsu program page plus Jr. Warriors BJJ.
