# A02 verdicts - 84 flagged links - DNS-first method
state	city	name	url	verdict	note
CO	Colorado Springs	GB Colorado Springs	https://gbcoloradosprings.com	DEAD	nxdomain, domain not registered
CO	Colorado Springs	The HQ - Jiu Jitsu Headquarters	https://www.jiujitsucoloradosprings.com	DEAD	nxdomain, domain not registered
CO	Denver	Low Summit Jiu Jitsu	http://www.lowsummitjiujitsu.com	DEAD	nxdomain, domain not registered
CO	Durango	Durango BJJ	https://durangobjj.com	DEAD	nxdomain, domain not registered
CO	Englewood	Guetho BJJ Denver	https://guethobjjdenver.com	DEAD	nxdomain, domain not registered
CO	Englewood	Nova Mente Jiu Jitsu Academy	http://www.novamenteacademy.com	DEAD	nxdomain, domain not registered
CO	Fort Collins	Gracie Jiu-Jitsu Fort Collins	http://graciefortcollins.com	DEAD	nxdomain, domain not registered
CO	Fort Collins	Shugyo Training Center	http://www.shugyodojo.com	DEAD	nxdomain, domain not registered
CO	Fort Collins	The Dojo LLC	http://www.thedojofc.com	LIVE-SCHOOL	live martial arts and fitness studio site
CO	Granby	Mountain Beast MMA & Fitness	http://www.mountainbeast.com	LIVE-SCHOOL	live mma gym site at apex, www was blank
CO	Grand Junction	Golden Fights MMA Gym	https://cagewarsnow.com	LIVE-SCHOOL	live site, gym trades as golden fights
CO	Gunnison	Gunnison Jiu-Jitsu	http://www.gunnisonjiujitsu.com	DEAD	nxdomain, domain not registered
CO	Lakewood	Atos BJJ Lakewood	http://www.atosbjjlakewood.com	DEAD	nxdomain, domain not registered
CO	Lakewood	Flo Life BJJ + Colorado Holistic Martial Arts	https://www.flolifebjj.com	DEAD	nxdomain, domain not registered
CO	Lakewood	Lakewood Martial Arts	http://www.campmartialarts.com	DEAD	nxdomain, domain not registered
CO	Loveland	Infinite MMA Academy	http://www.infinitemixedmartialarts.com	DEAD	nxdomain, domain not registered
CO	Loveland	Kingsnake Jiu-Jitsu	http://www.kingsnakebjj.com	DEAD	nxdomain, domain not registered
CO	Loveland	Northern Colorado Jiu Jitsu	http://www.nocojiujitsu.com	LIVE-SCHOOL	dns lame delegation but site loads fine, real bjj content
CO	New Castle	Ground Zero Roaring Fork Valley BJJ	http://gzglenwoodsprings.com	DEAD	nxdomain, domain not registered
CO	Parker	Jit Pit Academy	http://www.jitpit.com	LIVE-SCHOOL	live academy site at apex, www was blank
CO	Peyton	Combative Fighting Systems Brazilian Jiu Jitsu	https://cfsfalcon.com	EMPTY	dns resolves, apex and www both return blank body
CO	Westminster	Flatirons Mixed Martial Arts Academy	http://www.flatironsmma.com	DEAD	nxdomain, domain not registered
CO	Woodland Park	Discipleship Jiu-Jitsu	https://discipleshipjiujitsu.com	DEAD	nxdomain, domain not registered
CT	Ansonia	Casa of Jiu Jitsu	http://www.casabjj.com/	EMPTY	dns resolves, www and apex both blank
CT	Bridgeport	ZR Association CT	https://zrbridgeportbjj.com/	DEAD	nxdomain, domain not registered
CT	Danbury	BJJ For Christ Jiu Jitsu	http://www.bjjforchrist.org/	DEAD	nxdomain, domain not registered
CT	Danbury	Danbury Academy Mixed Martial Arts	https://www.da-mma.com/	DEAD	nxdomain, domain not registered
CT	Danbury	Team Delima Brazilian Jiu-Jitsu Association	http://delimajiujitsu.com/	DEAD	nxdomain, domain not registered
CT	Glastonbury	Fortitude Jiu Jitsu	http://fortitudejj.com/	DEAD	nxdomain, domain not registered
CT	New London	Strikezone MMA	http://www.strikezonemma.com/	LIVE-SCHOOL	live strike zone mma site, lists norwich ct address
CT	Norwalk	Ronin Martial Arts - Westport	https://www.westportmma.com/	EMPTY	dns lame delegation but resolves, blank both www/apex
