verdict	id	region	name	city	url	action	evidence	source_url
NEEDS_BROWSER	6	GA	Port City Jiu Jitsu	Bainbridge		NEEDS_BROWSER	No first-party site; portcityjiujitsu.com NXDOMAIN; portcitybjj.com is a different school (280 Route 1, Kittery ME). Only presence is facebook.com/PortCityJiuJitsu which web_fetch cannot render.	https://portcitybjj.com/
CONFIRMED	12	GA	Tect Center	Eastman	https://middlegamartialarts.com/	SET_OVERRIDE	Address: 5223 3rd Ave, Eastman, GA 31023; Phone (478) 231-6352; page footer reads "TECT Center (DBA: Middle GA Martial Arts)"	https://middlegamartialarts.com/contact/
DEAD	18	GA	Invictus Brazilian Jiu Jitsu & Defensive Arts	Hoboken		KEEP_BLANK	invictusbjj.online returns NXDOMAIN (Status 3); invictusbjj.com nameservers REFUSED. No first-party site for 4869 E Main St Ste D, Hoboken GA. Note: relentless.gymdesk.com is a different school (Relentless BJJ, 4638 West Main St, Hoboken GA, 912-227-1060, instructor Jay Edwards) - not a rebrand.	
DEAD	24	GA	Redline MMA	Pooler		FLAG	redlinemma.com resolves but now serves a Chinese gambling/quartz-materials hijack site (J9国际集团, Jiangsu Lianyungang). Not the Pooler GA school at 428 US Hwy 80 E.	http://www.redlinemma.com/
CONFIRMED	30	GA	Independent MMA & Fitness - Villa Rica	Villa Rica	https://villarica.independentmmafitness.com/	SET_OVERRIDE	Address: 901 S Carroll Rd A, Villa Rica, GA 30180; Phone (678) 952-4055	https://villarica.independentmmafitness.com/contact-us
CONFIRMED	36	IL	GB Collinsville	Collinsville	https://graciebarra.com/collinsville-il/	SET_OVERRIDE	Address: 2539 Vandalia St, Collinsville, IL 62234; Phone 618-213-2422	https://graciebarra.com/collinsville-il/
DEAD	42	IL	Granite City MMA Cage Warriors	Granite City		KEEP_BLANK	granitecitymma.com resolves (WordPress.com) but body is a WooCommerce coming-soon placeholder: "Pardon our dust! We're working on something amazing"; meta-robots noindex. No address or phone rendered.	https://granitecitymma.com/
DEAD	48	IL	Northern Illinois Combat Club and Fitness	Machesney Park		KEEP_BLANK	niccfitness.com resolves but redirects to webapps.myregisteredsite.com/frozen-redirect.html "This site does not exist within the LDAP database" (frozen/expired hosting).	http://www.niccfitness.com/
CONFIRMED	54	IL	Victory Martial Arts Northbrook	Northbrook	https://www.go4martialarts.com/locations/near-60062/	SET_OVERRIDE	Address: 2245 Walters Ave, Northbrook, IL 60062; Phone (847) 443-9777; brand site lists Jiu Jitsu, MMA and Wrestling programmes	https://www.go4martialarts.com/locations/near-60062/
CONFIRMED	60	IL	P3 Martial Arts	Schaumburg	https://p3schaumburg.com/	SET_OVERRIDE	Address: 861 & 909 S. Roselle Rd, Schaumburg, IL 60193; Phone 224-353-6213; Adult BJJ programme listed. Stored p3jiujitsu.com is NXDOMAIN.	https://p3schaumburg.com/
CONFIRMED	66	NV	Gracie Barra Henderson	Henderson	https://graciebarrahenderson.com/	SET_OVERRIDE	Address: 55 South Gibson Road #117, Henderson, NV 89012; Phone (725) 222-9470	https://graciebarrahenderson.com/contact/
DEAD	72	NV	Tristar Las Vegas	Las Vegas		KEEP_BLANK	tristarlasvegas.com returns NXDOMAIN (Status 3). No Tristar-branded gym found in Las Vegas; Tristar Gym is Montreal, QC. No replacement first-party site exists.	
CONFIRMED	78	NV	Hard Knocks Muay Thai & Judo	Las Vegas	https://hardknocksmuaythaijudo.com/	SET_OVERRIDE	Address: 9660 W Tropicana Ave # 300, Las Vegas, NV 89147; Phone (702) 419-1623; site lists Judo classes and a Judo training area (grappling qualifies)	https://hardknocksmuaythaijudo.com/about
CONFIRMED	84	NV	The Academy of Brazilian Jiu Jitsu	Las Vegas	https://www.tabjj.com/	SET_OVERRIDE	Address: 10020 W Cheyenne Ave Ste. 110, Las Vegas, NV 89129; Phone (702) 268-7887	https://www.tabjj.com/contactus
NEEDS_BROWSER	90	NV	Atos Jiu Jitsu Reno	Sparks		NEEDS_BROWSER	Stored atosjiujitsureno.com is NXDOMAIN. Likely current domain atosrenobjj.com resolves (A 151.101.194.159, Fastly) but web_fetch returns an empty body on / , /contact and /programs over both http and https. Atos HQ affiliate directory lists no Nevada school; its /affiliate/reno/ page also returns empty. Cannot read the page to match an address.	https://atosrenobjj.com/
