verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	2	GA	James Shook Brazilian Jiu-Jitsu	Acworth	https://tier1jiujitsu.com/	SET_OVERRIDE	Rebrand+relocation: site names owner black belt James Shook and phone (678) 983-8089 (same phone as the Acworth listing); now at 10175 Dallas Acworth Hwy Suite 109, Dallas GA 30132. Old jamesshookbjj.com is now a Norwegian casino hijack; zenith.jamesshookbjj.com is NXDOMAIN.	https://tier1jiujitsu.com/
CONFIRMED	8	GA	Iron Wolf Academy	Braselton	https://www.ironwolfacademy.org/	SET_OVERRIDE	1247 Tuscany Dr Suite D, Braselton, GA 30517; tel 770-940-4680. Own page lists a Brazilian Jiu Jitsu program (wrestling/judo/jiu-jitsu grappling).	https://www.ironwolfacademy.org/
DEAD	14	GA	Blalock International Mixed Martial Arts Academy	Fort Oglethorpe		KEEP_BLANK	blalocksimb.com is NXDOMAIN at apex. No replacement domain found; only a Facebook page (facebook.com/BlalocksMMA), which web_fetch cannot render. Address 747 Battlefield Pkwy seen only on third-party listings, not on any live site.	
CONFIRMED	20	GA	Gwinnett Training Academy	Lawrenceville	https://attofgwinnett.com/	SET_OVERRIDE	3315 Sugarloaf Pkwy, Lawrenceville, GA 30044; tel 470-545-4732. Site is branded Gwinnett Training Academy and lists a Brazilian Jiu Jitsu program. Old gwinnetttrainingacademy.com has no A record at apex or www.	https://attofgwinnett.com/Contact
CONFIRMED	26	GA	Atlanta Budokan	Smyrna	https://gamasd.com/	SET_OVERRIDE	Rebrand: gamasd.com previously hosted the Atlanta Budokan site (indexed /ab/aiki "Aiki-Jujutsu - Atlanta Budokan"; /ab and /ab/aiki now 301 to gamasd.com). Same distinctive program mix (Alliance BJJ, Judo, Aiki-Jujutsu, Shinkendo under Obata) and "since 1981". CAVEAT: the live site lists only 3485 Acworth Due West Rd 100, Acworth GA, tel 678-574-7879 - the Smyrna (2508 Cobb Pkwy SE) location is not on the site. atlantabudokan.com nameservers REFUSED.	https://gamasd.com/
CONFIRMED	32	GA	Megalodon MMA	Watkinsville	https://www.megalodongym.com/	SET_OVERRIDE	Tel 706-510-5652 and email megalodonmma@hotmail.com match the Megalodon MMA Watkinsville listing; address 1040 Commerce Court Suite 5, Bogart GA 30622 (Oconee County, adjacent to Watkinsville). Site lists Brazilian Jiu-Jitsu and MMA programs. Old megalodonmma.com apex has no A record; www CNAMEs to parkingpage.namecheap.com.	https://megalodongym.com/
DEAD	38	IL	Bodhi Collaborative BJJ	Downers Grove		KEEP_BLANK	bodhicollaborative.com is NXDOMAIN. Its host gym's domain counterstrikemma.com is also NXDOMAIN. No live site found for either; 2081 63rd St / (331) 330-0662 appear only on third-party listings I did not treat as sources.	
CONFIRMED	44	IL	Brasa Jiu-Jitsu Highwood	Highwood	https://highwood.compridobjj.com/	SET_OVERRIDE	432 Green Bay Rd, Highwood, IL 60040; tel (224) 352-0094. Page's own Google Maps embed is labelled "Brasa Jiu-Jitsu Highwood" and it links facebook.com/BrasaHighwood and instagram.com/brasahighwood. Adult and Kids Brazilian Jiu-Jitsu programs.	https://highwood.compridobjj.com/
DEAD	50	IL	The Shed JiuJitsu Academy	Macomb		KEEP_BLANK	theshedjiujitsuacademy.com nameservers REFUSED at apex and www. The near-name theshedjiujitsu.com resolves but serves only a cPanel "Coming Soon / Future home of something quite cool" placeholder - no school content, no address.	https://theshedjiujitsu.com/
DEAD	56	IL	Falconbury Warrior Concepts	Robinson		KEEP_BLANK	falconburywarriorconcepts.com is NXDOMAIN. Only surviving presence is a Facebook page, which web_fetch cannot render; that page is also listed under Pana IL, not Robinson. No replacement domain found.	
DEAD	62	IL	LCCT Brazilian Jiu-Jitsu West Dundee	West Dundee		KEEP_BLANK	lcctbjjwestdundee.com is NXDOMAIN. The organisation's live site lcctbjjusa.com/locations lists only Schaumburg IL, Elgin IL, Port Charlotte FL and Madison WI - no West Dundee location. The 2018 lcctbjj.wordpress.com page still shows West Dundee as "COMING SOON".	https://www.lcctbjjusa.com/locations
DEAD	68	NV	Renzo Gracie Henderson Jiu Jitsu	Henderson		KEEP_BLANK	renzograciehenderson.com is NXDOMAIN at both apex and www. No replacement domain found; the Henderson location (1481 W Warm Springs Rd) is listed as CLOSED on Yelp. Renzo Gracie Reno is a separate academy, not this one.	
DEAD	74	NV	Cascao Evolution BJJ	Las Vegas		KEEP_BLANK	No domain of its own found; the gym (James Duscio, 9660 W Tropicana Ave) is listed as CLOSED. cascaojiujitsu.org is a DIFFERENT academy - Walter "Cascao" Vital's own school at 4180 S Sandhills Rd / 3870 E Flamingo Rd - so it would be a wrong-entity match, not a successor.	
NEEDS_BROWSER	80	NV	MC Unit jiu jitsu Academy	Las Vegas		NEEDS_BROWSER	mcunitacademy.com resolves (A 148.135.128.196, 147.79.120.136) but web_fetch returns an empty body with only meta-generator "Hostinger Horizons" - a client-rendered JS build. Cannot distinguish a real site from a builder placeholder without a browser. Listed address 60 N 25th St, Las Vegas NV 89101 comes from directories, not from a page I read.	https://mcunitacademy.com/
CONFIRMED	86	NV	Wand Fight Team	Las Vegas	https://wandfightteam.perfectmind.com/	SET_OVERRIDE	First-party PerfectMind portal; its own page body reads "WAND FIGHT TEAM 702-538-8300 info@wandfc.com www.wandfightteam.vegas 3061 Business Ln, Las Vegas, NV 89103" - phone 702-538-8300 matches the gym. NOTE: this is a booking/member portal, not a marketing site. The stored wandfightteam.vegas has no A record at apex or www; wandfightteam.com is an unrelated motorsports SEO content farm; wandfc.com resolves but serves an empty body.	https://wandfightteam.perfectmind.com/
