verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	1	GA	Carlos Machado Jiu-Jitsu North Atlanta	Acworth	https://acworthjiujitsu.com/	SET_OVERRIDE	3335 Cobb Parkway Acworth GA 30101 and phone 404-829-8353 read on page - identical address and phone to the record; stored cmjjnatl.com is NXDOMAIN; now branded Campeao United Jiu-Jitsu HQ, affiliation changed from Carlos Machado to Campeao United (Master Leao Teixeira) - rebrand inferred from address+phone continuity, the site does not state the former name	https://acworthjiujitsu.com/
DEAD	7	GA	Hybrid Fitness MMA	Between		KEEP_BLANK	No live domain exists; hybridfitnessmma.com hybridfitnessga.com hybridjiujitsuandfitness.com hybridjiujitsumonroe.com georgiafightclub.com hybridjiujitsu.com all NXDOMAIN; only Facebook and Instagram presence found for owner Andy Stolarik (Monroe / Loganville GA) which web_fetch cannot render; no address confirmed from a page I read	
CONFIRMED	13	GA	Full Throttle Fitness	Flowery Branch	https://fullthrottlemma.com/	SET_OVERRIDE	Phone 678-896-7846 read on contact page - identical to the phone listed for the record; contact Kelly Leo, 843 Main Street Gainesville GA 30501 (relocated from 3616 Atlanta Hwy Flowery Branch); named BJJ/Judo class Tue/Thu 6:45pm; Pedro Sauer BJJ affiliate; copyright 2026; stored fullthrottleoakwood.com is NXDOMAIN	https://fullthrottlemma.com/contact/
DEAD	19	GA	Rodriguez MMA	Lawrenceville		KEEP_BLANK	No website exists; rodriguezmma.com and rodriguezmmaga.com both NXDOMAIN; only Facebook and Instagram found, which web_fetch cannot render; 485 Buford Dr Suite 300 Lawrenceville GA and (404) 431-2940 come from third-party listings (Yelp/Nextdoor), not a page I read	
DEAD	25	GA	Tekniques Brazilian Jiu-Jitsu & Fitness	Powder Springs		KEEP_BLANK	tekniquesbjj.com NXDOMAIN; Yelp listing for 5780 CH James Pkwy Ste 130 Powder Springs GA 30127 is marked CLOSED; no replacement domain found; that address is from a third-party listing, not a page I read	
DEAD	31	GA	Zanshin South Gracie Jiu Jitsu	Warner Robins		KEEP_BLANK	stored zanshinsouthgraciejiujitsu.com NXDOMAIN, and candidates veteransmma.com and zanshinsouthbjj.com are also NXDOMAIN; school appears to operate as Zanshin Jiu Jitsu Perry GA / Middle GA Grappling Academy at 1201 Main St Perry GA with Instagram only; that address is from third-party listings, not a page I read	
NEEDS_BROWSER	37	IL	Chicago Martial Arts / Brazilian Top Team Jiu-Jitsu	Deerfield		NEEDS_BROWSER	Candidate https://cmatkd.com/ resolves to 162.159.140.166 and is titled Chicago Martial Arts - Deerfield IL with phone (847) 564-0200 matching the record, but it is a Duda JS-rendered site that serves an identical empty body for every path, so BJJ/grappling could not be verified from the page; meta description names only Taekwondo and self-defense	https://cmatkd.com/
CONFIRMED	43	IL	Comprido BJJ	Highland Park	https://highwood.compridobjj.com/	SET_OVERRIDE	432 Green Bay Rd Highwood IL 60040 and phone (224) 352-0094 read on page - same street address Yelp lists for Comprido BJJ Highland Park (60040 is the Highwood zip, Highwood adjoins Highland Park); now branded Brasa Comprido BJJ Highwood; adult and kids Brazilian Jiu-Jitsu named on page	https://highwood.compridobjj.com/
CONFIRMED	49	IL	Cassady Martial Arts Academy Royce Gracie Jiu Jitsu	Macomb	https://roycegraciemacomb.com/	SET_OVERRIDE	1601 West Jackson 202 Macomb IL 61455 and phone 309-836-2002 read on page; footer maps link names Cassady Martial Arts Academy; owners Andrew and Michelle Cassady; named Royce Gracie Jiu Jitsu classes; copyright 2026; stored cassadymartialarts.com is NXDOMAIN	https://roycegraciemacomb.com/
NEEDS_BROWSER	55	IL	Randori MMA & Jiu Jitsu	Orland Park		NEEDS_BROWSER	stored randorijiujitsu.com is NXDOMAIN; candidate randorimma.com resolves to AWS Global Accelerator IPs 3.33.130.190 / 15.197.148.33 and serves an empty body with only a viewport meta on every path - parked lander vs JS app is indistinguishable via fetch, and nothing I read links that domain to this school; randorijj.com is NXDOMAIN	https://randorimma.com/
