verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	4	GA	Atlanta Kyusho and Jujitsu	Atlanta	https://evolutionxma.com/	SET_OVERRIDE	Rebranded to Evolution X Martial Arts. Read the school's own Gymdesk portal: address 2000 Cheshire Bridge Rd, Ste G, Atlanta, GA 30324, phone 7706485059, email evxatlanta@evolutionxma.com (ties the domain to the school), and named Brazilian Jiu Jitsu / Modern Arnis classes. Old atlantajujitsu.com is NXDOMAIN. Rebrand also asserted by three YouTube video titles reading "formerly Atlanta Kyusho and Jujitsu" (titles only, not read). Address moved within Atlanta 30324 from the 2213 Faulkner Rd NE listed on third-party directories.	https://evolutionxma.gymdesk.com/book
NEEDS_BROWSER	10	GA	Prime Combat Sports	Cumming		NEEDS_BROWSER	primecombatsports.com resolves (Cloudflare, 104.21.46.102 / 172.67.137.194) but every path including /robots.txt returns an empty body to web_fetch, so I could not read the page. Third-party listings give 4415 Front Nine Dr Ste 500, Cumming, GA 30041 and (470) 326-6228, but I did not read that on a first-party page.	https://primecombatsports.com/?cb=1
UNRESOLVED	16	GA	Absolute Martial Arts	Gainesville		FLAG	No first-party web presence found for a Gainesville, GA school of this name. absolute-martial-arts.square.site exists but returns an empty body and no search result ties it to Gainesville GA; the "Absolute Martial Arts" hits found are in Johnston IA and St. Louis MO (different schools). Gainesville GA directory sweeps list Team Doan, Gracie Barra, Edge and Budo Tatami but not this school.	https://absolute-martial-arts.square.site/
DEAD	22	GA	Advantage Jiu-Jitsu and Self Defense	Marietta		KEEP_BLANK	advantagejj.com is NXDOMAIN (Status 3). Repeated searches surface only aggregators (fightaholic, matmade, yourlocaldojo, lessons.com) all still citing the dead advantagejj.com for 3951 Mary Eliza Trace NW, Marietta, GA 30064 / 678-707-1991. No replacement first-party site or booking portal exists.	https://dns.google/resolve?name=advantagejj.com&type=A
NEEDS_BROWSER	28	GA	Sylvester Jiu-Jitsu Academy	Sylvester		NEEDS_BROWSER	sylvesterjiujitsu.com is NXDOMAIN despite still being fully indexed. Sibling domain southgabjj.com resolves (45.79.19.164) but returns an empty body on /, /signup, /contact and /index.html. Its Gymdesk twin southgabjj.gymdesk.com renders only the Moultrie sister school (316 N Main St, Moultrie, GA 31768, 229-272-1009, Tue/Thu/Sat schedule) and carries no Sylvester address, so it does not evidence the Sylvester record (101B N Washington St, Wed/Fri). southgabjj.com needs a browser to confirm.	https://southgabjj.gymdesk.com/
DEAD	34	IL	Force Brazilian Jiu-Jitsu	Burr Ridge		KEEP_BLANK	madeyoutap.com nameservers all return REFUSED (lame delegation) - dead. Yelp lists Force Brazilian Jiu Jitsu, 7960 S Madison St, Burr Ridge as CLOSED. No replacement first-party site found; only stale directory entries (chicagosmma, findmmagym, manta).	https://dns.google/resolve?name=madeyoutap.com&type=A
DEAD	40	IL	Devine Jiu Jitsu Lake County	Fox Lake		KEEP_BLANK	scholarwarriormma.com is NXDOMAIN. The host venue, Scholar Warrior Martial Arts at 7 S US Highway 12, Fox Lake, is listed CLOSED on Yelp. The nearest surviving Devine affiliate is Devine Jiu Jitsu Chicago in McHenry, a different location, not this record. No replacement site for the Fox Lake program.	https://dns.google/resolve?name=scholarwarriormma.com&type=A
CONFIRMED	46	IL	Norse Academy Martial Arts	Lake Villa	https://uniphimma.com/	SET_OVERRIDE	Rebranded to Uniphi MMA and Fitness in the same unit. Footer read on the page: "1600 North Milwaukee Avenue #606, Lake Villa, Illinois 60046" and "574-386-4371" - identical street address and phone to the Norse Academy listings. Same Facebook page (facebook.com/Norseacademy now titled Uniphi MMA and Fitness). Page names Gi Jiu Jitsu, No-Gi Jiu Jitsu and Muay Thai classes with schedules; owner/head instructor Kurt Cauffman. Old norseacademymartialarts.com is NXDOMAIN.	https://uniphimma.com/?cb=1
NEEDS_BROWSER	52	IL	Pedigo Submission Fighting	Mt. Vernon		NEEDS_BROWSER	pedigosubmissionfighting.com is NXDOMAIN. Candidate daisyfreshusa.com resolves (Cloudflare, 104.21.17.124 / 172.67.176.193) and matches the team's own YouTube handle @DaisyFreshUSA, but every path including /robots.txt returns an empty body to web_fetch, so I could not read it. Do not publish without a browser check. psflosangeles.com is the separate Los Angeles affiliate, not this record.	https://daisyfreshusa.com/?cb=1
DEAD	58	IL	Keith Hackney's Combat Academy	Roselle		KEEP_BLANK	hackneyscombat.com nameservers (74.200.66.20/21) do not respond - dead. Yelp lists Hackney's Reality Combat, 800 Lake St, Roselle as CLOSED. No replacement first-party site found.	https://dns.google/resolve?name=hackneyscombat.com&type=A
