verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	3	GA	Hamby Freestyle Jiu Jitsu	Albany	https://lavianobjj.com/	SET_OVERRIDE	Rebrand at the identical unit: 2231 Dawson Rd STE K, Albany, GA 31707 (Hamby occupied 2231 Dawson Rd Ste K/L). Site body still carries a Hamby-era testimonial ("you won't regret trying Hamby out"). Named Adult/Kids/No-Gi BJJ classes on its own pages. Old hambyfreestyle.com is NXDOMAIN.	https://lavianobjj.com/
DEAD	9	GA	Ruff House Boxing and MMA	Covington		KEEP_BLANK	ruffhouseboxing.com and www.ruffhouseboxing.com are both NXDOMAIN (Status 3). The alternate ruffhousemma.com resolves but lands on a HugeDomains for-sale lander. A facebook.com/ruffhousemma page exists but bjjmetrics attributes that handle to a Texas gym, so it is probably a different business. No school-owned page found; 4111A Robinson St NW appears only in directories.	
CONFIRMED	15	GA	Gracie Barra Gainesville	Gainesville	https://graciebarra.com/gainesville-ga/	SET_OVERRIDE	2197 Dawsonville Hwy Suite B, Gainesville, GA 30506 / 678-943-8228 read in the body of the official Gracie Barra school subsite. Old gbgainesville.com is NXDOMAIN. Caveat: Yelp marks this listing CLOSED, but GB corporate still serves an active school page with school-specific hours.	https://graciebarra.com/gainesville-ga/school/
DEAD	21	GA	Macon Jiu Jitsu Academy	Macon		KEEP_BLANK	No live domain. maconjiujitsu.com is NXDOMAIN, and maconjiujitsu.academy (the URL chamberofcommerce.com asserts) is also NXDOMAIN. Address 3258 Vineville Ave / 478-207-7485 appears only in third-party directories, which I did not treat as sources.	
DEAD	27	GA	Fit to Fight Georgia	Statesboro		KEEP_BLANK	No school-owned site. fittofight.com/locations lists only Charlotte NC and Gastonia NC; Statesboro is an unlisted affiliate with no page. Sole web presence found is facebook.com/FitToFightGA. Listed address 1263 S&S Railroad Bed Trail comes from third-party directories only. Also note the brand is Krav Maga self-defense, so grappling scope is unverified.	https://fittofight.com/locations
DEAD	33	IL	EDS Martial Arts and Self-Defense School	Bloomingdale		KEEP_BLANK	No site for the Bloomingdale unit. elitejkd.com (Elite Defense Systems) resolves but its body covers Rockford only - tagline "Rockford karate, Rockford martial arts", and its contact form offers solely "Youth/Men's/Women's Classes (Rockford Area)". 215 E Lake St Bloomingdale appears nowhere on it, and it lists no BJJ or grappling class (Kids Karate and JKD self-defense only). freeself-defense.com, the URL directories assert, resolves to an empty LiteSpeed "Index of /" containing just a cgi-bin folder.	http://elitejkd.com/contact-us/
CONFIRMED	39	IL	GB Evanston	Evanston	https://graciebarra.com/evanston-il/	SET_OVERRIDE	Official Gracie Barra school subsite for Evanston: phone 847-730-4163 and "Evanston, IL 60201" in the page body, with school-specific hours (Sun closed, Fri 8:30-10:30am). GB publishes no street address for this school. Named GB1/GB2/GBK Jiu-Jitsu class pages under the same subsite.	https://graciebarra.com/evanston-il/school/
NEEDS_BROWSER	45	IL	GB Jacksonville	Jacksonville		NEEDS_BROWSER	No fetchable site. graciebarra.com has no jacksonville-il subsite: /jacksonville-il/contact-us/ redirects to the national graciebarra.com/contact-us/. gbjacksonville.com is the Jacksonville FLORIDA school (8210 Cypress Plaza Dr) - wrong entity. gbjacksonvilleil.com is NXDOMAIN. Only candidate left is facebook.com/p/Gracie-Jiu-Jitsu-Jacksonville-100057261138859/ (915 W Superior St per listings), which web_fetch cannot render.	https://graciebarra.com/jacksonville-il/contact-us/
DEAD	51	IL	Constrictor MMA	McHenry		KEEP_BLANK	theconstrictormma.com is NXDOMAIN (Status 3), even though search engines still serve indexed pages from it (theconstrictormma.com/shop/, /constrictorlogo/). No other domain found. 1245 N Green St / (224) 628-5028 appear only in ClassPass, Yelp and WellnessLiving listings.	
DEAD	57	IL	RMNU Rockton Judo & Jiu Jitsu Academy	Rockton		KEEP_BLANK	HOSTILE HIJACK. rmnurockton.org - the school's former domain per directory listings - resolves and renders a WordPress SEO content farm titled "Healthy Outlets for Frustration" carrying paid links to a Brisbane escort directory. No jiu-jitsu, judo or Rockton content remains. rmnurockton.com is NXDOMAIN.	https://rmnurockton.org/
NEEDS_BROWSER	63	NV	Fight Camp Nv	Carson City		NEEDS_BROWSER	No domain exists: fightcampnv.com and carsoncitycombatacademy.com are both NXDOMAIN. Sole web presence is facebook.com/fightcampnv, which now displays under the name "Carson City Combat Academy" (possible rebrand) and which web_fetch cannot render. Grappling scope unverified.	
DEAD	69	NV	Samurai Brazilian Jiu Jitsu Academy	Henderson		KEEP_BLANK	samuraitc.com is registered (GoDaddy nameservers) but returns Status 0 with NO A record at the apex, and www.samuraitc.com is NXDOMAIN. samuraitrainingcenter.org, the successor URL directories cite, is also NXDOMAIN. Yelp lists Samurai Training Center at 6100 Mountain Vista St #130, Henderson as closed.	
CONFIRMED	75	NV	Cascao Jiu Jitsu	Las Vegas	https://cascaojiujitsu.org/	SET_OVERRIDE	Same school on the .org. Footer reads 3870 E. Flamingo Rd suite A12, Las Vegas, NV 89121 / (702) 818-7500 - phone matches the record's listings - and head coach is Walter "Cascao" Vital. Named Kids BJJ, No-Gi BJJ and Regular BJJ class blocks. The stored .com resolves but serves a registrar ICANN-WHOIS-verification suspension page, not the school.	https://cascaojiujitsu.org/
DEAD	81	NV	Reylson Gracie Jiu-Jitsu Health & Wellness Center	Las Vegas		KEEP_BLANK	reylsongracie.com returns Status 2 REFUSED from its own delegated nameservers (lame delegation) - dead. No other domain found. Yelp (7795 W Sahara Ave) and Yellowpages (89129) both mark the business CLOSED. Alternate address 7350 W Cheyenne Ave #102 / (702) 243-2300 appears only in directories I did not treat as sources.	
CONFIRMED	87	NV	Orient Jiu Jitsu	Paradise	https://orient-jiu-jitsu-llc.gymdesk.com/	SET_OVERRIDE	The school's own Gymdesk instance. Page footer reads Address 3068 E. Sunset Rd. Unit 1, Las Vegas, NV 89120, Phone 7023545563, orientjiujitsu@gmail.com - matching the address the gym posts itself on Instagram/Threads. CAVEAT: the root redirects to a member /login screen, i.e. a portal rather than a marketing site; public class booking works at /book. orientjiujitsu.com is registered but has no A record at apex or www.	https://orient-jiu-jitsu-llc.gymdesk.com/
