id	risk	region	city	name	url
361	http-only	CT	Stratford	Iceman's Martial Arts Academy	http://www.icemansmartialarts.com/
362	http-only	CT	Tolland	IPD Jiujitsu and Fitness	http://www.ipdct.com/
363	http-only	CT	Tolland	Secret Pages Brazilian Jiu-Jitsu	http://secretpagesbjj.com/
364	http-only	CT	Wallingford	Jitsu Academy	http://www.jitsuacademy.com/
365	http-only	CT	Wallingford	Jiu Jitsu Life SCA	http://jitslifesca.com/
366	http-only	CT	Wallingford	Performance Combat MMA	http://www.performancecombatmma.com/
367	http-only	CT	Waterbury	Practical Self Defense Training Center	http://psdtc.com/
368	http-only	CT	Watertown	Thunder Martial Arts Academy	http://teamthundermma.net/
369	http-only	CT	West Hartford	House of Jujitsu	http://houseofjujitsu.com/
370	http-only	CT	West Hartford	Plus One Defense Systems	http://www.teamplusone.com/
371	http-only	CT	West Hartford	Royce Gracie Brazilian Jiu Jitsu	http://gracie-jiu-jitsu.com/
372	http-only	CT	West Haven	Assembly of the Martial Arts Academy	http://www.westhavenmartialartsschools.com/
373	http-only	CT	West Haven	Renzo Gracie Training Facility	http://www.renzograciect.com/
374	http-only	FL	Altamonte Springs	Gracie Jiu-Jitsu Altamonte Springs	http://www.graciejjcfl.com/
375	http-only	FL	Apopka	6 Levels Apopka Jiu-Jitsu	http://www.6levelsapopka.com/
376	http-only	FL	Boca Raton	Kimura Brazilian Jiu-Jitsu Boca Raton	http://www.kimurabjj.com/
377	http-only	FL	Boca Raton	Renzo Gracie Jiu Jitsu Academy of Boca Raton	http://renzograciejiujitsubocaraton.com/
378	http-only	FL	Bradenton	Olivera Jiu Jitsu And Fitness Academy	http://www.oliverabjj.com/
379	http-only	FL	Brandon	Fabio Novaes Brazilian Jiu-Jitsu	http://www.fabionovaesbjj.com/
380	http-only	FL	Cape Coral	Black Trunk Martial Arts	http://blacktrunk.net/
381	http-only	FL	Clearwater	Omega MMA Training Center	http://omegamma.com/cms/
382	http-only	FL	Cocoa Beach	Off The Grid BJJ	http://www.offthegridjiujitsu.com/
383	http-only	FL	Coconut Creek	American Top Team	http://www.americantopteam.com/
384	http-only	FL	Cooper City	Everyone Jiu-Jitsu	http://www.everyonebjj.com
385	http-only	FL	Coral Gables	Valente Brothers Jiu-Jitsu Coral Gables	http://www.valentebrothers.com/
386	http-only	FL	Dania Beach	ATP Brazilian Jiu Jitsu	http://www.atpbjj.com/
387	http-only	FL	Davie	Dynamic Martial Arts & Fitness Studios	http://www.nitroacademy.com/
388	http-only	FL	Davie	Mattix Gracie Jiu Jitsu Academy	http://www.mattixacademy.com
389	http-only	FL	Davie	RAIVA Brazilian Jiu Jitsu	http://www.raivabjj.com
390	http-only	FL	Davie	Rock MMA	http://www.fightingchancebjj.com/
391	http-only	FL	DeLand	DeLand Brazilian Jiu-Jitsu	http://www.delandjiujitsu.com/
392	http-only	FL	Deerfield Beach	American Combat Gym	http://americancombatgym.com/
393	http-only	FL	Delray Beach	RM BJJ Academy	http://rmbjjacademy.com
394	http-only	FL	Destin	Gracie Jiu-Jitsu Destin	http://www.graciejiujitsudestin.com/
395	http-only	FL	Doral	Rilion Gracie Jiu-Jitsu Doral	http://www.riliongraciedoral.com
396	http-only	FL	Dunnellon	Team Carvalho Academy	http://www.teamcarvalho.com/home.html
397	http-only	FL	Estero	The Grounds MMA	http://www.traininggroundsma.com/
398	http-only	FL	Eustis	Mount Dora BJJ Academy	http://www.mountdorabjjacademy.com/
399	http-only	FL	Florida City	Extraordinary Martial Arts	http://www.extraordinaryma.com
400	http-only	FL	Fort Lauderdale	American Top Team Fort Lauderdale	http://attftl.com/
401	http-only	FL	Fort Lauderdale	Moncaio Brothers Brazilian Jiu Jitsu	http://www.bjjbrothers.com/
402	http-only	FL	Fort Lauderdale	Renzo Gracie Ft. Lauderdale	http://renzogracieftl.com/
403	http-only	FL	Fort Myers	GB Fort Myers	http://www.gbfortmyers.com/
404	http-only	FL	Fort Myers	Vickery Jiu-Jitsu & MMA	http://www.vickerybjj.com/
405	http-only	FL	Fort Walton Beach	Capitao Jiu Jitsu and Mixed Martial Arts	http://capitaomma.com/
406	http-only	FL	Green Cove Springs	GB Green Cove Springs	http://solidbasemma.com/
407	http-only	FL	Greenacres	Christian Carvalho BJJ-MMA	http://www.carvalhobjjmma.com/
