verdict	id	region	name	url	note
EMPTY	481	FL	Relson Gracie Jiu-Jitsu Academy St. Augustine	http://www.mma4florida.com/	
OK	482	FL	St. Pete BJJ	http://www.stpetebjj.com/	
OK	483	FL	Winners Training Center Sunny Isles Beach	http://www.winnerstrainingcenter.com	
OK	484	FL	American Top Team of Sunrise	http://attsunrisemma.com/	
PARKED	485	FL	Imperial Martial Arts	http://www.imperialmartialarts.com/	GoDaddy domain-for-sale lander
OK	486	FL	Weinischke Martial Arts	http://www.tallahasseejiujitsu.com	
OK	487	FL	Zicro Academy / Alliance Tallahassee	http://www.zicrobjj.com/	
OK	488	FL	American Top Team Tampa	http://www.americantopteamtampa.com/	
OK	489	FL	Gracie Tampa South Martial Arts	http://www.gracietampasouth.com/	
OK	490	FL	South Tampa Jiu-Jitsu & MMA	http://southtampajiujitsu.com/	
OK	491	FL	Alliance Venice Brazilian Jiu-jitsu Team	http://www.alliancevenice.com/	
OK	492	FL	American Top Team Wellington	http://www.attwellington.com/	
OK	493	FL	Gracie Elite Jiu-Jitsu Academy - Wellington	http://wellingtonjiujitsu.com/	
PARKED	494	FL	Villardo Jiu-Jitsu Academy	http://www.brjj.com/	GoDaddy "Launching Soon" placeholder
OK	495	FL	American Top Team Weston	http://www.westonatt.com/	
OK	496	FL	Oceans Brazilian Jiu-Jitsu Academy	http://www.oceansbjj.com/	
OK	497	FL	Renzo Gracie Training Center	http://www.renzogracieflorida.com/	
OK	498	FL	6 Levels MMA and Fitness Center	http://www.6levelsorlando.com/	
OK	499	FL	Carlson Gracie Central Florida	http://www.rinaldosantos.com/	
OK	500	FL	Sanity Jiu Jitsu	http://www.sanityjiujitsu.com/	
EMPTY	501	FL	Carlson Gracie Winter Haven	http://www.cgwinterhaven.com/	
OK	502	FL	Armada Brazilian Jiu Jitsu Winter Park	http://winterparkbjj.com/	
DEAD	503	FL	Elementum Jiu-jitsu	http://www.elementumjiujitsu.com/	
OK	504	GA	Gracie Barra - Acworth	http://gbgeorgia.com/	
OK	505	GA	J3 Brazilian Jiu Jitsu	http://www.j3bjj.com/	
OK	506	GA	Iron Horse Brazilian Jiu Jitsu	http://ironhorsebjj.com/	
PARKED	507	GA	KnuckleUp Fitness Alpharetta	http://www.knuckleupfitness.com/	Nexcess hosting placeholder page
OK	508	GA	KBX Gym	http://www.kbxgym.com/	
OK	509	GA	Americus Martial Arts Academy	http://americusmartialartsacademy.com/	
OK	510	GA	Odyssey BJJ	http://odysseybjj.com/	
OK	511	GA	American Top Team Atlanta	http://attatl.com/	
OK	512	GA	Gracie Jiu-Jitsu Athens at American Black Belt Academy	http://www.athensjiujitsu.com/	
OK	513	GA	Legacy MMA Club	http://www.legacymmaclub.com/	
OK	514	GA	AllAmbition Brazilian Jiu Jitsu	http://allambitionbjj.com/	
OK	515	GA	Team Octopus Cartersville	http://mmaatl.com/	
PARKED	516	GA	Fit to Fight Atlanta	http://www.ftfatl.com/	ExpiredDomains.com domain-for-sale listing
OK	517	GA	Apex MMA Covington	http://www.apexconyers.com/	
EMPTY	518	GA	Raven Brazilian Jiu-Jitsu	http://ravenjiujitsu.com/contact/	
OK	519	GA	Veritas Brazilian Jiu-Jitsu - Kuzushi Club Dalton	http://veritasbjj.com/	
OK	520	GA	North Georgia Hayastan MMA Academy	http://www.teamhayastan.com	
OK	521	GA	GB Dawsonville	http://gbdawsonville.com/	
OK	522	GA	Gracie Jiu-Jitsu Decatur	http://graciedecatur.com/	
PARKED	523	GA	KnuckleUp MMA & Fitness	http://www.knuckleupfitness.com/	Nexcess hosting placeholder page
OK	524	GA	Alliance Martial Arts Center	http://www.alliancebjj.com/	
OK	525	GA	Team Doan Jiu Jitsu Gainesville & Fitness	http://www.teamdoan.com/	
OK	526	GA	Greubel's MMA of Grovetown	http://grovetownmartialarts.com/	
OK	527	GA	Liberty Jiu-Jitsu Grovetown	http://libertybjj.community/	
OK	528	GA	Pit Bull MMA	http://www.pitbullmma.org/	
EMPTY	529	GA	Team Kalista Martial Arts	http://teamkalistamartialarts.wodify.com/	
OK	530	GA	Francis Fong Martial Arts Academy (Gracie BJJ)	http://www.francisfongacademy.com/	
OK	531	GA	Striker Fight Center	http://www.strikerfightmma.com/	
OK	532	GA	Team Mongoose BJJ	http://mongoosejiujitsu.com/	
