verdict	id	region	name	url	note
OK	721	MO	Gautreaux's Martial Art Center	http://www.gforcekicks.com/	
OK	722	MO	Sharkbait's MMA & Jiu Jitsu Academy	http://sharkbaitmma.com/contact	
EMPTY	723	MO	Cape Martial Arts	http://www.capemartialarts.com/	
EMPTY	724	MO	Carrillo's Martial Arts	http://www.carrillosmartialarts.com/	
OK	725	MO	Gracie Humaita Eureka	http://www.gracieeureka.com/	
OK	726	MO	Victory MMA and Fitness Farmington MO	http://www.victorymma.net/	
EMPTY	727	MO	ES MMA and Fitness	http://esmmaandfitness.com/	
OK	728	MO	Team Rodrigo Vaghi	http://teamvaghi.com/	
HIJACK	729	MO	Hahn Mixed Martial Arts & Fight Promotions	http://www.hahnmma.com/	Chinese Kaiyun (开元) gambling-branded rigging-equipment site
PARKED	730	MO	Dot Your Eye, INC MMA	http://rivercitywarriors.com/	GoDaddy domain-for-sale lander
OK	731	MO	Pirata Jiu Jitsu	http://www.piratajiujitsu.com	
OK	732	MO	HerronBJJ (Jiu-Jitsu and Self-Defense)	http://www.herronbjj.com/	
OK	733	MO	Gracie Humaita Kansas City	http://www.graciehumaitakansascity.com/	
OK	734	MO	KiCK Martial Arts	http://www.kickma.com	
OK	735	MO	10th Planet Kansas City	http://10wolf.com	
OK	736	MO	Glory MMA & Fitness	http://www.glorymmaandfitness.com	
OK	737	MO	K2L Martial Arts	http://www.kids2leaders.com/	
OK	738	MO	New Star Martial Arts	http://newstarmartialarts.com/	
OK	739	MO	Ozark Mountain Brazilian Jiu Jitsu	http://www.ozarkmountainbjj.com/	
OK	740	MO	Leake Brazilian Jiu Jitsu	http://www.leakebjj.com/	
EMPTY	741	MO	Legends MMA	http://www.legendsmmaofparkhills.com/	
OK	742	MO	Aplomb Martial Arts of Parkville	http://www.aplombmartialarts.com	
OK	743	MO	JD's Gym	http://www.jdsgym.com/	
OK	744	MO	Cast Iron Bjj	http://libertybjj.com/	
OK	745	MO	JAMMA Jermaine Andre Mixed Martial Arts	http://www.jamma.pro/	
EMPTY	746	MO	Agoge Training Body and Mind	http://www.facebook.com/agogetrainer	
OK	747	MO	Kifaru Jitsu Martial Arts	http://www.kifarujitsu.com/	
OK	748	MO	St. Charles MMA and BJJ	http://www.stcharlesmma.com/	
OK	749	MO	St. Joseph Brazilian Jiu Jitsu & Mixed Martial Arts	http://www.sjbjjmma.com/	
OK	750	MO	MAYSH Fitness	http://mayshfit.com/	
OK	751	MO	Finney's MMA	http://finneyskickboxing.com/	
OK	752	MO	North Broadway Jiu-Jitsu	http://www.guidrytraining.com/	
OK	753	MO	Rgda Gracie Jiu-Jitsu St. Louis	http://grapplingconcepts.com/	
EMPTY	754	MO	Scr Fight Club	http://www.stlmuaythai.com/	
OK	755	MO	The Martial Arts Center (PACT MMA)	http://www.pactmma.com/	
OK	756	MO	Watson Martial Arts (BJJ and Muay Thai)	http://www.watsonbjj.com/	
OK	757	MO	Sullivan Athletic Club	http://www.sullivanathleticclub.net/	
EMPTY	758	MO	Family Martial Arts Fitness Academy	http://clickheretobook.online/nfc	
OK	759	MO	A-Force BJJ Missouri	http://www.aforcebjjmo.com/	
OK	760	MO	Team Fusion: West Plains	http://fusion417.com/	
OK	761	MS	Stratos Jiu Jitsu	http://stratosbjj.com	
OK	762	MT	Billings Jiu Jitsu	http://billingsjiujitsu.com	
OK	763	MT	Gracie Jiu-Jitsu Billings	http://graciejiujitsubillings.com	
OK	764	MT	The Grindhouse Billings	http://mmabillings.com	
OK	765	MT	Gallatin Valley Martial Arts	http://www.gallatinvalleymma.com	
PARKED	766	MT	Grit Training Center	http://www.gritmartialarts.com	GoDaddy domain-for-sale lander
OK	767	MT	Olsen Behring Vale Tudo/MMA	http://olsenmma.com	
EMPTY	768	MT	Bear Hug Jiu-Jitsu	http://www.bearhugmt.com	
OK	769	MT	Helena Brazilian Jiu-Jitsu	http://helenabjj.com	
OK	770	MT	Missoula Brazilian Jiu Jitsu	http://www.mslabjj.com	
OK	771	MT	Zoo Brazilian Jiu Jitsu	http://www.zoobjj.com	
OK	772	NC	Triad Brazilian Jiu-Jitsu	http://www.triadbjj.com/	
PARKED	773	NC	Fight to Win Jiu Jitsu Asheville	http://www.ftwbjjasheville.com/	ExpiredDomains.com domain-for-sale listing
OK	774	NC	American Top Team Asheville	http://www.americantopteamasheville.com/	
OK	775	NC	Warrior Life Martial Arts	http://warriorlifemartialarts.com/	
OK	776	NC	Rogue Combat Club	http://www.roguecombatclub.com/	
OK	777	NC	Open Source Jiu-Jitsu	http://osbjj.net/	
OK	778	NC	CJJF North Carolina	http://www.cjjfnorthcarolina.com/	
OK	779	NC	Gracie Burlington Jiu Jitsu	http://www.gracieburlington.com/	
EMPTY	780	NC	G13 Brazilian Jiu Jitsu HQ US	http://g13bjj.us/hq/	
OK	781	NC	Ancient Arts Family Karate and Ju-Jitsu Academy	http://www.aaafamilykarate.com/	
OK	782	NC	Chapel Hill Quest Martial Arts	http://chquestcenter.com/	
OK	783	NC	Beacon Mixed Martial Arts	http://chapelhillmma.com/	
OK	784	NC	Leadership Martial Arts	http://www.leadershipma.com/	
OK	785	NC	Arte Suave Jiujitsu Academy	http://www.artesuavejiujitsuacademy.com/	
OK	786	NC	SMA Academy Martial Arts	http://smamartialarts.com/	
HIJACK	787	NC	ECF Martial Arts & Fitness / Brazilian Top Team BTT Charlotte	http://www.eastcoastfighter.com	redirects to SportHiatus, a generic sports/nutrition content farm
OK	788	NC	Atos Jiu Jitsu of Charlotte	http://martialartscharlottenc.com/	
OK	789	NC	Chuva Brazilian Jiu Jitsu	http://chuvabjj.com/	
OK	790	NC	TFTC Academy BJJ and Kickboxing	http://www.tftcacademy.com/	
OK	791	NC	Fight To Win Brazilian Jiu Jitsu Concord	http://www.ftwbjjacademy.com	
OK	792	NC	Champions Judo	http://www.championsjudo.com	
OK	793	NC	Fight to Win Lake Norman	http://www.ftwlkn.com	
OK	794	NC	Bull City Brazilian Jiu Jitsu	http://bullcitybjj.com/	
OK	795	NC	Elevate MMA Academy	http://www.elevatemmaacademy.com/	
OK	796	NC	Gracie Jiu Jitsu Durham	http://www.graciejiujitsudurham.com/	
OK	797	NC	TKF MMA	http://www.tkfmma.com/	
OK	798	NC	Saunders Brazilian Jiu-Jitsu	http://www.saundersbjj.com/	
OK	799	NC	CTA BJJ MMA	http://www.ctabjjmma.com/	
OK	800	NC	Team Luiz Palhares Gracie Jiu-Jitsu	http://www.tinsleyfamilymartialarts.com/	
HIJACK	801	NC	Cornerstone Brazilian Jiu Jitsu	http://www.cornerstonebjj.com/	redirects to LOGOTOTO Indonesian slots/togel gambling site
PARKED	802	NC	Fusion Jiu Jitsu	http://fusionjiujitsu.com/	bare "coming soon" placeholder
OK	803	NC	Marshall's MMA - American Brutality Fight Team	http://graciegoldsboro.com/	
OK	804	NC	Octagon MMA & Krav Maga	http://www.octagongymgso.com/	
OK	805	NC	GB Greensboro	http://greensborojiujitsu.com/	
OK	806	NC	All-American Martial Arts Academy	http://www.groundgrappling.com/	
OK	807	NC	Royce Gracie Jiu Jitsu Network of Charlotte	http://graciecharlotte.com	
OK	808	NC	Fenix Jiu Jitsu	http://www.fenixjiujitsu.com/	
OK	809	NC	BJJ High Point (at Tiger Rock Martial Arts)	http://www.bjjhighpoint.com/	
OK	810	NC	Battle Born BJJ and MMA	http://www.battlebornbjjandmma.com/	
OK	811	NC	Edge Fitness and Combat Arts	http://www.edgefitnessllc.com/	
EMPTY	812	NC	Evolution Fight Academy	http://www.evolutionfightacademy.com/	
OK	813	NC	36 Chambers Martial Arts and Fitness	http://36chambersnc.com/	
OK	814	NC	CXBJJ Academy	http://www.cxbjjnc.com/	
OK	815	NC	Union Martial Arts	http://unionmartialarts.com	
OK	816	NC	Art of Motion Jiu Jitsu	http://www.aomjj.com/	
OK	817	NC	4M Fitness Indian Trail	http://www.4mfit.com	
OK	818	NC	Honest Grappling Company	http://www.honestgrappling.com	
EMPTY	819	NC	Team Raines Brazilian Jiu-Jitsu	http://www.facebook.com/teamrainesbjj	
EMPTY	820	NC	BodyShot Combat & Fitness	http://www.bodyshotcc.com/	
OK	821	NC	Hayastan MMA Charlotte	http://www.hayastanmma.com/	
PARKED	822	NC	Satsuma Jiu Jitsu	http://www.satsumaspiders.com	cPanel "Coming Soon" placeholder
OK	823	NC	Gracie Jiu-Jitsu Monroe	http://www.graciejiujitsumonroe.com	
OK	824	NC	Zen Jiu-Jitsu & Fitness	http://zenjiujitsucharlotte.com	
OK	825	NC	Gracie Lake Norman Brazilian Jiu-Jitsu	http://www.gracielakenorman.com/	
OK	826	NC	Walters Brazilian Jiu-Jitsu	http://www.waltersjiujitsu.com/	
OK	827	NC	Top Martial Arts and Fitness	http://tmacharlotte.com	
EMPTY	828	NC	Fight Flow Academy	http://fightflowmma.com/	
OK	829	NC	Raleigh Institute of Martial Arts	http://4kickbox.com/	
OK	830	NC	Gustavo Machado Brazilian Jiu-Jitsu Rocky Mount	http://www.gmbjjrm.com/	
OK	831	NC	GB Sanford	http://www.aresbjjsanford.com/	
OK	832	NC	Groundstone Brazilian Jiu Jitsu	http://www.groundstonebjj.com/	
OK	833	NC	Martial Arts Academy of Southern Pines	http://www.maaspi.com/	
OK	834	NC	School of Fighting Arts	http://www.schooloffightingarts.com/	
OK	835	NC	Pendergrass BJJ Academy	http://www.bjjnc.com/	
OK	836	NC	Inmortales MMA, Self Defense & Fitness	http://www.inmortalesmma.com/	
OK	837	NC	BC Kickboxing & BJJ	http://www.bckickboxingbjj.com/	
EMPTY	838	NC	Basulto Academy Of Defense	http://www.wncbjj.com/	
OK	839	NC	Brunson's MMA & Fitness	http://brunsonsmmaandfitness.com/	
OK	840	NC	R&D Academy of Self Defense (Gracie Humaita WSNC & Nito Judo Club)	http://myrdacademy.com/	
