id	risk	region	city	name	url
1089	http-only	OH	Zanesville	Gracie Allegiance Ohio	http://www.zanesville-jiujitsu.com/
1090	http-only	OR	Albany	Integrity Martial Arts and Fitness, LLC	http://www.integritymaf.com/
1091	http-only	OR	Astoria	White Panther Tae Kwon Do Boxing and Filipino Martial Arts	http://www.whitepantherastoria.com/
1092	http-only	OR	Astoria	Men's JIUJITSU School	http://mensjiujitsu.com/
1093	http-only	OR	Beaverton	Invictus Defense Academy	http://invictusdefenseacademy.com/
1094	http-only	OR	Beaverton	Aim High Academy Of Martial Arts	http://www.aimhighma.org/
1095	http-only	OR	Beaverton	Kilian's Martial Arts Center	http://www.kmacoregon.com/
1096	http-only	OR	Beaverton	EchoValor Striking & MMA Beaverton	http://www.echovalor.com
1097	http-only	OR	Bend	Danzig MMA	http://www.danzigmixedmartialarts.com
1098	http-only	OR	Bend	Straight Blast Gym of Bend	http://www.sbgbend.com/
1099	http-only	OR	Bend	High Desert Martial Arts	http://www.highdesertmartialartsbend.com/
1100	http-only	OR	Bend	Ralph Gracie Brazilian Jiu-Jitsu (BJJ) - Bend	http://www.ralphgraciebend.com/
1101	http-only	OR	Canby	Sunshine Athletics	http://canbyjiujitsu.com
1102	http-only	OR	Clackamas	Brazilian Top Team Happy Valley	http://www.btthappyvalley.com/
1103	http-only	OR	Coos Bay	The Coos Bay Dojo	http://www.coquilletkd.com/
1104	http-only	OR	Eugene	Art Of War MMA	http://www.artofwar-mma.com/
1105	http-only	OR	Eugene	Atos Jiu Jitsu Northwest	http://www.atosjiujitsunw.com/
1106	http-only	OR	Eugene	Gracie Jiu Jitsu Eugene	http://graciejiujitsueugene.com/
1107	http-only	OR	Eugene	Bigfoot Gym	http://www.bigfootmuaythai.com/
1108	http-only	OR	Eugene	Northwest Martial Arts	http://www.nwmaacademy.com/
1109	http-only	OR	Eugene	Jujitsu-Do Martial Art Center	http://jujitsu-do.com/
1110	http-only	OR	Grants Pass	10th Planet Jiu Jitsu Grants Pass	http://www.10thplanetgrantspass.com/
1111	http-only	OR	Gresham	Fabiano Scherner Brazilian Jiu Jitsu	http://www.greshamjiujitsu.com/
1112	http-only	OR	Gresham	Anibal Lobo Jiu Jitsu	http://lobojiujitsu.com/
1113	http-only	OR	Gresham	US World Class Taekwondo	http://www.greshamtkd.com
1114	http-only	OR	Gresham	Porrada Jiu Jitsu Academy	http://www.porradajiujitsu.com/
1115	http-only	OR	Gresham	Dynamic Martial Arts	http://www.dmapdx.com/
1116	http-only	OR	Hermiston	Morizi Jiu-Jitsu	http://morizijiujitsu.com/
1117	http-only	OR	Hillsboro	Ernie Reyes World Martial Arts	http://www.erniereyes.com/
1118	http-only	OR	Hillsboro	CTA Hillsboro Jiu Jitsu and Boxing	http://www.oregonbjj.com/
1119	http-only	OR	Lake Oswego	Academy of Modern Martial Arts	http://www.martialarts-fitness.com/invitation.php
1120	http-only	OR	Lebanon	Lebanon Gracie Jiu-Jitsu & Hollywood Dance Studios	http://www.hollywoodclasses.com/
1121	http-only	OR	McMinnville	Impact Jiu Jitsu McMinnville	http://www.impactjjmac.com/
1122	http-only	OR	Medford	Fudoshin Brazilian Jiu Jitsu	http://www.fudoshinbjj.com/
1123	http-only	OR	Medford	Lotus Academy Brazilian Jiu Jitsu	http://www.lotusacademymedford.com/
1124	http-only	OR	Medford	Medford Oregon Kung Fu & JuJitsu	http://www.medfordoregonkungfu.com/
1125	http-only	OR	Newport	Tsunami Training Center	http://tsunamitc.com/
1126	http-only	OR	North Bend	Northwest Martial Arts Coos Bay	http://www.nwmacoosbay.com/
1127	http-only	OR	Oak Grove	Grit MMA	http://gritmmallc.com/
1128	http-only	OR	Oregon City	Brazilian Top Team Oregon City	http://www.bttoregoncity.com/
1129	http-only	OR	Oregon City	Enso Jiu Jitsu	http://ensojj.com
1130	http-only	OR	Philomath	The Fight System	http://thefightsystem.com/
1131	http-only	OR	Phoenix	Grappletown Wrestling & Jiujitsu	http://grappletown.com
1132	http-only	OR	Portland	Straight Blast Gym Portland	http://www.sbgi-pdx.com
1133	http-only	OR	Portland	Mata Leao Combat Sports	http://www.mataleaocs.com/
1134	http-only	OR	Portland	Five Rings Jiu Jitsu	http://5rjj.com/
1135	http-only	OR	Portland	Alive MMA	http://www.alivemma.com
1136	http-only	OR	Portland	Southwest Portland Martial Arts and CrossFit Hillsdale	http://www.southwestportlandmartialarts.com
1137	http-only	OR	Portland	Team Quest MMA & Fitness	http://www.tqmma.com
1138	http-only	OR	Portland	Northwest Fighting Arts	http://nwfighting.com/
1139	http-only	OR	Portland	GIRLS Gym	http://www.girlsgympdx.com
1140	http-only	OR	Roseburg	Dynamic MMA	http://www.dynamicjudo.com/
1141	http-only	OR	Roseburg	Roseburg Martial Arts Academy	http://www.roseburgmartialarts.com/
1142	http-only	OR	Salem	Krav Maga Salem	http://www.kravsalem.com/schedule
1143	http-only	OR	Salem	Combat Sports Center	http://www.combatsportscenters.com
1144	http-only	OR	Salem	Zanshin Martial Arts	http://www.zanshinarts.com/
1145	http-only	OR	Salem	Salem-Keizer Brazilian Jiu-Jitsu Academy	http://www.skbjj.com/
1146	http-only	OR	Sandy	Mt. Hood Impact Jiu Jitsu	http://www.impactmthood.com/
1147	http-only	OR	Seaside	Adamson Bros Jiu Jitsu Academy	http://orbjj.com/
1148	http-only	OR	Seaside	Valhalla Combat	http://valhallacombat.com/
1149	http-only	OR	Sherwood	Sherwood MUSA	http://musasherwood.com
1150	http-only	OR	Sherwood	Impact Jiu Jitsu Sherwood	http://impactjjsherwood.com
1151	http-only	OR	Springfield	Performance Martial Arts Academy	http://pgbjj.com/
1152	http-only	OR	Springfield	Mendez Boxing Gym	http://www.facebook.com/mendezboxingclub/
1153	http-only	OR	Springfield	Superhero Jiu Jitsu Academy	http://www.superherojj.com/
1154	http-only	OR	The Dalles	Salvos Training	http://salvostraining.com/
1155	http-only	OR	Tigard	CrossFit Tigard - PAW	http://www.crossfittigardpaw.com
1156	http-only	OR	Tigard	River City Warriors	http://www.rivercitywarrior.com/
1157	http-only	OR	Tigard	Next Level Martial Arts & Fitness	http://nextlevelmartialartsgym.com/
1158	http-only	OR	Tigard	Pacific Rim Martial Arts Academy	http://www.prmaa.com/
1159	http-only	OR	Troutdale	Gracie Technics Jiu-Jitsu	http://www.selfdefenseoregon.com
1160	http-only	OR	Tualatin	Resolution Jiu Jitsu	http://www.resolutionjiujitsu.com/
1161	http-only	PA	Allentown	Padilla Brazilian Jiu Jitsu	http://padillabjj.com/
1162	http-only	PA	Allentown	Zombie Brazilian Jiu-Jitsu and MMA Allentown	http://zombiebjjpa.com/
1163	http-only	PA	Altoona	Pa-Grappling	http://www.pa-grappling.com/
1164	http-only	PA	Ambler	Ataraxis Brazilian Jiu-Jitsu & Self Defense	http://www.ataraxisbjj.com/
1165	http-only	PA	Annville	5 Stones Fight Club	http://5stonesfightclub.org/
1166	http-only	PA	Ardmore	Main Line United Brazilian Jiu-Jitsu	http://www.mainlineunited.com/
1167	http-only	PA	Bellefonte	Raptor Academy of Martial Arts	http://www.raptorbjj.com/
1168	http-only	PA	Bensalem	Ryan Wagner's Martial Arts & Fitness	http://www.martialarts4bensalem.com
1169	http-only	PA	Bethlehem	10th Planet Jiu-Jitsu Bethlehem	http://finishersmma.com/
1170	http-only	PA	Boothwyn	World Class Martial Arts	http://www.wcma-usa.com/
1171	http-only	PA	Bridgeport	Hellfish Mixed Martial Arts	http://hellfishmma.com
1172	http-only	PA	Bristol	Keystone Boxing & MMA Gym	http://keystoneboxingmma.com
1173	http-only	PA	Chadds Ford	Delaware Jiu Jitsu	http://www.delawarejiujitsu.com/
1174	http-only	PA	Chalfont	Rosendo Diaz Brazilian Jiu-Jitsu	http://www.graciepa.com/
1175	http-only	PA	Conshohocken	Hart Jiu Jitsu, Kickboxing and Mixed Martial Arts	http://www.hartbjj.com
1176	http-only	PA	Coraopolis	Rise 8 Training Academy	http://www.facebook.com/Rise8bjj
1177	http-only	PA	Downingtown	Paramount Brazilian Jiu-Jitsu	http://www.paramountbjj.com/
1178	http-only	PA	Doylestown	Combat Fitness Martial Arts	http://www.combatfitnessmartialarts.com/
1179	http-only	PA	DuBois	REAKT - Team Renzo Gracie	http://reaktbjj.com/
1180	http-only	PA	Ephrata	Lancaster Brazilian Jiu Jitsu	http://www.lancasterbjj.com/
1181	http-only	PA	Erdenheim	Crush Crew Jiu Jitsu	http://crushcrewjiujitsu.com
1182	http-only	PA	Feasterville-Trevose	Grindhouse MMA & Fitness	http://www.grindhousemma.com/
1183	http-only	PA	Folsom	Quintella MMA	http://www.quintellajiujitsu.com
1184	http-only	PA	Glenside	Fundamental Jiujitsu	http://www.fundamentaljiujitsu.com
1185	http-only	PA	Greensburg	High Ground Jiu-Jitsu	http://highgroundbjj.com/
1186	http-only	PA	Greensburg	Pennsylvania Combat Sports	http://www.pacombatsports.com/
1187	http-only	PA	Harrisburg	Deep Water Brazilian Jiu Jitsu	http://deepwaterbjjacademy.com/
1188	http-only	PA	Hatboro	Saga BJJ	http://www.sagabjj.com/
1189	http-only	PA	Hatfield	Renzo Gracie Pennsylvania	http://www.renzograciepa.com
1190	http-only	PA	Havertown	Spear Jiu Jitsu	http://spearjj.com
1191	http-only	PA	Horsham	East Montgomery Martial Arts	http://www.eastmontma.com
1192	http-only	PA	Hummelstown	Complete Martial Arts Club of Hershey	http://completemartialartsclub.com/
1193	http-only	PA	Huntingdon Valley	Kozma Brazilian Jiu-Jitsu	http://www.kozmabjj.com
1194	http-only	PA	Indiana	Elite Combative Systems	http://www.elitecombativesystems.com/
1195	http-only	PA	Jenkintown	Brazilian Jiu-Jitsu United	http://www.bjjunited.com
1196	http-only	PA	King of Prussia	Algeo MMA and Kickboxing	http://algeomma.com
1197	http-only	PA	King of Prussia	Precision Jiu-Jitsu	http://precisionjj.com
1198	http-only	PA	Lancaster	Achieve Jiu Jitsu Academy	http://achievejja.com/
1199	http-only	PA	Lancaster	Gracie 717	http://www.gracie717.com/
1200	http-only	PA	Lancaster	Jiu Jitsu One	http://www.jiujitsu1.com/
1201	http-only	PA	Langhorne	MPR Endurance MMA	http://mprendurance.com/
1202	http-only	PA	Lansdale	UFC GYM Lansdale	http://ufcgym.com
1203	http-only	PA	Latrobe	Ground Zero Pittsburgh	http://www.gzpittsburgh.com/
1204	http-only	PA	Lemoyne	Harrisburg Brazilian Jiu Jitsu and Judo	http://www.harrisburgbjjandjudo.com
1205	http-only	PA	Malvern	Elite Edge Boxing & Jiu Jitsu	http://www.eliteedgeboxingbjj.com/
1206	http-only	PA	Monaca	Armezzani Jiu Jitsu Academy	http://www.pittsburghbjj.net/
