id	risk	region	city	name	url
965	http-only	NV	North Las Vegas	Uprising MMA	http://www.uprisingmma.com
966	http-only	NV	Pahrump	Mix-It-Up Kickboxing & Brazilian Jiu-Jitsu	http://www.mixitupacademy.com
967	http-only	NV	Reno	360 Martial Arts Academy	http://360martialarts.com
968	http-only	NV	Reno	Ares BJJ Reno	http://aresbjjreno.com
969	http-only	NV	Reno	Freestyle Martial Arts Academy	http://www.freestylema.com
970	http-only	NV	Reno	Guerrilla Jiu Jitsu Academy Reno	http://www.renojiujitsu.com
971	http-only	NV	Reno	Komainu Gym	http://www.komainuapparel.com
972	http-only	NV	Reno	Life Jiu Jitsu Reno	http://lifebjjreno.com
973	http-only	NV	Reno	Renzo Gracie Academy Reno	http://www.renzograciereno.com
974	http-only	NV	Reno	Zai Martial Arts Academy	http://www.zaixma.com
975	http-only	NV	Sparks	Evolution Martial Arts Academy	http://evomaa.com
976	http-only	NV	Sparks	The Komainu Collective Brazilian Jiu Jitsu	http://bjjrenotahoe.com
977	http-only	NV	Winnemucca	Loyalty Brazilian Jiu-Jitsu Winnemucca	http://www.loyaltybjj.com
978	http-only	NY	Astoria	LifeStyle Brazilian Jiu Jitsu Academy	http://lifestyle-mma.com
979	http-only	NY	Bronx	MCF Warpath Boxing and MMA Academy	http://mcfmma.com
980	http-only	NY	Bronx	Kaizen Brazilian Jiu-Jitsu	http://www.kaizen-jiujitsu.com
981	http-only	NY	Bronx	Jungle Gym Martial Arts - Bronx	http://junglegymbronx.com
982	http-only	NY	Bronx	Bronx Jiu-Jitsu	http://bronxjiujitsu.com
983	http-only	NY	Brooklyn	Fight Factory	http://www.fightfactoryny.com
984	http-only	NY	Brooklyn	JAO Martial Arts Academy/Caio Terra Brazilian Jiu Jitsu NY	http://www.jao-maa.com
985	http-only	NY	Brooklyn	Sheepshead Bay Roll	http://sheepsheadbayroll.com/contact.html
986	http-only	NY	Brooklyn	UFC GYM Park Slope	http://www.ufcgym.com
