id	risk	region	city	name	url
721	http-only	MO	Blue Springs	Gautreaux's Martial Art Center	http://www.gforcekicks.com/
722	http-only	MO	Blue Springs	Sharkbait's MMA & Jiu Jitsu Academy	http://sharkbaitmma.com/contact
723	http-only	MO	Cape Girardeau	Cape Martial Arts	http://www.capemartialarts.com/
724	http-only	MO	Dexter	Carrillo's Martial Arts	http://www.carrillosmartialarts.com/
725	http-only	MO	Eureka	Gracie Humaita Eureka	http://www.gracieeureka.com/
726	http-only	MO	Farmington	Victory MMA and Fitness Farmington MO	http://www.victorymma.net/
727	http-only	MO	Fenton	ES MMA and Fitness	http://esmmaandfitness.com/
728	http-only	MO	Fenton	Team Rodrigo Vaghi	http://teamvaghi.com/
729	http-only	MO	Festus	Hahn Mixed Martial Arts & Fight Promotions	http://www.hahnmma.com/
730	http-only	MO	Gladstone	Dot Your Eye, INC MMA	http://rivercitywarriors.com/
731	http-only	MO	Independence	Pirata Jiu Jitsu	http://www.piratajiujitsu.com
732	http-only	MO	Jefferson City	HerronBJJ (Jiu-Jitsu and Self-Defense)	http://www.herronbjj.com/
733	http-only	MO	Kansas City	Gracie Humaita Kansas City	http://www.graciehumaitakansascity.com/
734	http-only	MO	Kansas City	KiCK Martial Arts	http://www.kickma.com
735	http-only	MO	Kansas City	10th Planet Kansas City	http://10wolf.com
736	http-only	MO	Lee's Summit	Glory MMA & Fitness	http://www.glorymmaandfitness.com
737	http-only	MO	Lee's Summit	K2L Martial Arts	http://www.kids2leaders.com/
738	http-only	MO	Lee's Summit	New Star Martial Arts	http://newstarmartialarts.com/
739	http-only	MO	Marshfield	Ozark Mountain Brazilian Jiu Jitsu	http://www.ozarkmountainbjj.com/
740	http-only	MO	Nixa	Leake Brazilian Jiu Jitsu	http://www.leakebjj.com/
741	http-only	MO	Park Hills	Legends MMA	http://www.legendsmmaofparkhills.com/
742	http-only	MO	Parkville	Aplomb Martial Arts of Parkville	http://www.aplombmartialarts.com
743	http-only	MO	Peculiar	JD's Gym	http://www.jdsgym.com/
744	http-only	MO	Pleasant Valley	Cast Iron Bjj	http://libertybjj.com/
745	http-only	MO	Richmond Heights	JAMMA Jermaine Andre Mixed Martial Arts	http://www.jamma.pro/
746	http-only	MO	Rolla	Agoge Training Body and Mind	http://www.facebook.com/agogetrainer
747	http-only	MO	Salem	Kifaru Jitsu Martial Arts	http://www.kifarujitsu.com/
748	http-only	MO	St Charles	St. Charles MMA and BJJ	http://www.stcharlesmma.com/
749	http-only	MO	St Joseph	St. Joseph Brazilian Jiu Jitsu & Mixed Martial Arts	http://www.sjbjjmma.com/
750	http-only	MO	St Peters	MAYSH Fitness	http://mayshfit.com/
751	http-only	MO	St. Louis	Finney's MMA	http://finneyskickboxing.com/
752	http-only	MO	St. Louis	North Broadway Jiu-Jitsu	http://www.guidrytraining.com/
753	http-only	MO	St. Louis	Rgda Gracie Jiu-Jitsu St. Louis	http://grapplingconcepts.com/
754	http-only	MO	St. Louis	Scr Fight Club	http://www.stlmuaythai.com/
755	http-only	MO	St. Louis	The Martial Arts Center (PACT MMA)	http://www.pactmma.com/
756	http-only	MO	St. Louis	Watson Martial Arts (BJJ and Muay Thai)	http://www.watsonbjj.com/
757	http-only	MO	Sullivan	Sullivan Athletic Club	http://www.sullivanathleticclub.net/
758	http-only	MO	Washington	Family Martial Arts Fitness Academy	http://clickheretobook.online/nfc
759	http-only	MO	Webb City	A-Force BJJ Missouri	http://www.aforcebjjmo.com/
760	http-only	MO	West Plains	Team Fusion: West Plains	http://fusion417.com/
761	http-only	MS	Olive Branch	Stratos Jiu Jitsu	http://stratosbjj.com
762	http-only	MT	Billings	Billings Jiu Jitsu	http://billingsjiujitsu.com
763	http-only	MT	Billings	Gracie Jiu-Jitsu Billings	http://graciejiujitsubillings.com
764	http-only	MT	Billings	The Grindhouse Billings	http://mmabillings.com
765	http-only	MT	Bozeman	Gallatin Valley Martial Arts	http://www.gallatinvalleymma.com
766	http-only	MT	Butte	Grit Training Center	http://www.gritmartialarts.com
767	http-only	MT	Hamilton	Olsen Behring Vale Tudo/MMA	http://olsenmma.com
768	http-only	MT	Helena	Bear Hug Jiu-Jitsu	http://www.bearhugmt.com
769	http-only	MT	Helena	Helena Brazilian Jiu-Jitsu	http://helenabjj.com
770	http-only	MT	Missoula	Missoula Brazilian Jiu Jitsu	http://www.mslabjj.com
771	http-only	MT	Missoula	Zoo Brazilian Jiu Jitsu	http://www.zoobjj.com
772	http-only	NC	Archdale	Triad Brazilian Jiu-Jitsu	http://www.triadbjj.com/
773	http-only	NC	Arden	Fight to Win Jiu Jitsu Asheville	http://www.ftwbjjasheville.com/
774	http-only	NC	Arden	American Top Team Asheville	http://www.americantopteamasheville.com/
775	http-only	NC	Asheboro	Warrior Life Martial Arts	http://warriorlifemartialarts.com/
776	http-only	NC	Asheville	Rogue Combat Club	http://www.roguecombatclub.com/
