verdict	id	region	name	url	note
PARKED	1337	TX	Enzo Jiu Jitsu / BJJ McAllen TX 78501	http://www.enzojiujitsu.com/	HugeDomains for-sale lander
OK	1338	TX	Modern Jiu-Jitsu Self Defense	http://mdrnjj.com/	BJJ academy McAllen, full programs
OK	1339	TX	Sfs MMA	http://www.sfsmma.com/	Gymdesk portal, AJV MMA Mesquite
OK	1340	TX	Rilion Gracie Academy Missouri City	http://www.riliongraciemissouricity.com/	Rilion Gracie BJJ, Missouri City address
OK	1341	TX	Golden Triangle Jiu-jitsu Academy	http://www.goldentrianglejiujitsu.com/	BJJ academy Nederland, schedule and programs
EMPTY	1342	TX	Grappling Zone Pearland	http://www.grapplingzonepearland.com	Empty JS shell, no body content
OK	1343	TX	UFC GYM Pearland	http://ufcgym.com	UFC GYM chain site, BJJ classes
EMPTY	1344	TX	Eclectic Combat Systems	http://ecsmma.com/	Empty JS shell, no body content
OK	1345	TX	Team Rabadi Brazilian Jiu Jitsu & Muay Thai	http://www.rrbjj.com/	BJJ and Muay Thai, Pflugerville address
OK	1346	TX	Cobra Brazilian Jiu-Jitsu	http://www.cobrabjj.com/	BJJ academy Plano, full schedule
OK	1347	TX	Mcsweeney Martial Arts and Performance Center	http://mcsweeneymma.com/	MMA/BJJ/wrestling gym, Plano location
HIJACK	1348	TX	Royal Art BJJ	http://bjjroyal.com/	Redirects to MACAN123 Indonesian slot casino
OK	1349	TX	10th Planet Jiu Jitsu New Caney Texas	http://www.10thplanetnewcaney.com/	10th Planet BJJ, Porter TX address
OK	1350	TX	Aguilera Martial Arts Prosper TX	http://aguilerabjj.com/	BJJ and Muay Thai, Prosper TX
OK	1351	TX	Corvo Martial Arts	http://corvomartialarts.com/	BJJ/judo, Richardson and Plano locations
OK	1352	TX	AON Jiu Jitsu	http://www.aonjiujitsu.com	BJJ academy, Richmond TX address
OK	1353	TX	Renzo Gracie The Grove	http://renzograciethegrove.com	BJJ academy Richmond, full schedule
OK	1354	TX	Genesis Jiu Jitsu	http://www.genesisjiujitsu.com	BJJ/MMA school, River Oaks address
OK	1355	TX	316 BJJ - Rockwall Jiu Jitsu Self Defense Martial Arts	http://www.316bjj.com/	BJJ academy, Rockwall and Greenville
OK	1356	TX	True JiuJitsu Academy	http://www.truejiujitsu.com/	BJJ academy, Round Rock address
EMPTY	1357	TX	Angelo Mixed Martial Arts and fitness	http://www.facebook.com/angelomixedmartialarts	Facebook bot wall, no content
OK	1358	TX	Gracie Jiu-Jitsu North-East San Antonio	http://www.graciejiujitsusanantonio.com/	Gracie BJJ, Perrin Beitel Rd
OK	1359	TX	Gracie Jiu-Jitsu North-West San Antonio	http://www.gracienorthwestsanantonio.com/	Gracie BJJ, IH-10 West address
EMPTY	1360	TX	Marra Senki Brazilian Jiu-Jitsu	http://marrajj.com/	JavaScript shell, body renders empty
OK	1361	TX	Victory Martial Arts Leon Springs	http://www.victoryma.com/	Franchise site, jiujitsu/MMA, Leon Springs listed
OK	1362	TX	Ed Ramos Clear Lake	http://www.edramosclearlake.com	Rebranded Cross Collar BJJ, Seabrook
OK	1363	TX	Gracie Barra – Southlake	http://gbsouthlake.com	Gracie Barra BJJ, Southlake address
OK	1364	TX	Sampson Jiu Jitsu Academy	http://www.sampsonjiujitsuacademy.com/	BJJ academy, Southlake, full schedule
OK	1365	TX	Lake Travis Jiu-Jitsu Club	http://www.ltjjc.com/	BJJ and judo, Spicewood address
OK	1366	TX	Finesse BJJ	http://finessebjj.com	BJJ and wrestling, Spring address
OK	1367	TX	Gracie Barra – The Woodlands	http://www.mmathewoodlands.com/	Gracie Barra BJJ/MMA, Spring address
OK	1368	TX	Ground Dwellers BJJ	http://www.grounddwellers.com	BJJ and judo, Louetta Rd Spring
OK	1369	TX	Hero Martial Arts Academy	http://heromaa.com	Correct school, generic martial arts site
OK	1370	TX	Maozinha Brazilian Jiu Jitsu	http://www.teammaozinha.com	BJJ/nogi academy, Spring address
OK	1371	TX	Torres Brazilian Jiu Jitsu	http://www.torresjiujitsu.com	BJJ academy in Spring, full schedule
OK	1372	TX	TX 3rd Coast MMA	http://www.tx3rdcoastmma.com	MMA/BJJ gym, Stafford address listed
OK	1373	TX	Makhuwabjj Brazilian JiuJitsu	http://www.makhuwabjj.com/	Stephenville BJJ, local sponsor block
OK	1374	TX	LX Jiu-Jitsu & Self Defense	http://www.lxbjj.com	Gracie jiu-jitsu academy, Sugar Land
EMPTY	1375	TX	Renzo Gracie Houston	http://graciebarrasugarland.com	Zero-byte response, GoDaddy IPs, unverifiable
OK	1376	TX	Sugarland MMA	http://www.sugarlandmixedmartialarts.com	Kids/adult BJJ, Sugar Land address
EMPTY	1377	TX	Ion Jiu Jitsu	http://www.ionjiujitsuandfitness.com/	Zero-byte response from Bluehost host
OK	1378	TX	Concept Brazilian Jiu Jitsu	http://www.taylorbjj.com/	Renzo Gracie Taylor BJJ, downtown Taylor
OK	1379	TX	Legends Brazilian Jiu Jitsu	http://www.legendsbjj.com/	BJJ academy in Temple, schedule
OK	1380	TX	Maven Jiu-Jitsu Academy	http://www.mavenbjj.com/	BJJ academy, The Woodlands address
