id	risk	region	city	name	url
1464	scheme-less	DE	Newark	Dauntless BJJ & MMA	fightdrive.com
1465	scheme-less	DE	Wilmington	302 BJJ Wilmington	302bjj.com
1466	scheme-less	FL	Gainesville	Carlson Gracie Gainesville	www.carlsongraciegainesville.com
1468	scheme-less	IN	Brazil	Gracie Jiu-Jitsu Brazil	graciebrazilindiana.com
1469	scheme-less	IN	Brownsburg	Brownsburg Brazilian Jiu-Jitsu	brownsburgbjj.com
1470	scheme-less	IN	Brownsburg	Performex Martial Arts and Fitness	performexmartialarts.com
1471	scheme-less	IN	Carmel	House Of Martial Arts	houseofmartialarts.com
1472	scheme-less	IN	Carmel	Indianapolis Brazilian Jiu-Jitsu	indianapolisjiujitsu.com
1473	scheme-less	IN	Carmel	The School of Self Defense	the-school-of-self-defense.com
1474	scheme-less	IN	Chesterton	Team O'Connor Brazilian Jiu-Jitsu	team-oconnor.com
1475	scheme-less	IN	Clarksville	Awesome Martial Arts Academy	awesomesportsandcamps.com
1477	scheme-less	IN	Elkhart	Alexander Brazilian Jiu Jitsu	alexanderbjj.com
1478	scheme-less	IN	Elkhart	Kroyler Gracie Jiu-Jitsu	kroylergracie.com
1479	scheme-less	IN	Evansville	The JiuJitsu Academy	thejiujitsuacademy.com
1482	scheme-less	IN	Fort Wayne	First Shield Defense	firstshielddefense.com
1484	scheme-less	IN	Fort Wayne	Journey Brazilian Jiu-jitsu/Blackbelt Wrestling Academy	journeybjj.com
1485	scheme-less	IN	Fort Wayne	Lee Brothers Submission Academy	leebrothersmma.com
1487	scheme-less	IN	Franklin	Franklin Jiu Jitsu Club	franklinbjjclub.com
1488	scheme-less	IN	Goshen	Barrick Brazilian Jiu Jitsu	barrickbjj.com
1489	scheme-less	IN	Granger	FLOW Brazilian Jiu-Jitsu	flowingwolfbjj.squarespace.com
1490	scheme-less	IN	Greenwood	Roll Model Grappling Academy	rollmodelgrapplingacademy.com
1492	scheme-less	IN	Hobart	Torres Martial Arts Academy	torresmartialarts.com
1493	scheme-less	IN	Indianapolis	10th Planet Indianapolis at Circle City Martial Arts & Fitness	ccmaf.com
