verdict	id	region	name	url	note
OK	1	AK	Ketchikan Jiu-Jitsu	http://www.ketchikanbjj.com/	
OK	2	AL	Auburn MMA	http://www.auburnmma.com/	
OK	3	AL	Gracie Barra Greystone	http://www.graciebarragreystone.com	
OK	4	AL	The Dojang Martial Arts & Fitness	http://www.thedojanggroup.com/	
OK	5	AL	SCS Martial Arts & Fitness	http://teamscsdaphne.com/	
OK	6	AL	Wolfpack Karate & MMA	http://www.mmadothan.com/	
OK	7	AL	I'mmortal Kombat	http://www.jiujitsuenterprise.com/	
OK	8	AL	Panacea Martial Arts	http://foleybjj.com/	
OK	9	AL	10th Planet Jiu Jitsu Huntsville	http://10thplanethuntsville.com/	
OK	10	AL	Claymore Fighting & Fitness	http://www.claymoregym.com/	
EMPTY	11	AL	New Legacy Martial Arts Academy Fight Gym	http://www.facebook.com/newlegacymartialartsacademyathletics	
OK	12	AL	Powell's MMA Systems	http://www.sbgofal.com/	
OK	13	AL	Port City MMA	http://portcitymma.com/	
OK	14	AL	10th Planet Jiu Jitsu Muscle Shoals	http://10thplanetshoals.com/	
OK	15	AL	Kage Fit	http://kagefit.me/	
OK	16	AL	Gracie Barra Pelham Alabama	http://www.graciebarraalabama.com	
OK	17	AL	Birmingham Wrestling Complex	http://bwcomplex.com/	
OK	18	AZ	Warriors Guild Martial Arts	http://www.warriorsguildmartialarts.com/	
OK	19	AZ	Gracie Barra Chandler	http://gbchandler.com	
OK	20	AZ	Gracie Jiu-Jitsu Chandler	http://www.graciejiujitsuchandler.com/	
OK	21	AZ	Team Monstro Brazilian Jiu Jitsu	http://www.teammonstrobjj.org/	
OK	22	AZ	Impact Jiu Jitsu Fountain Hills	http://impactfh.com	
OK	23	AZ	Next Level Fitness & Martial Arts (Gracie Gilbert BJJ)	http://www.graciegilbertbjj.com/	
EMPTY	24	AZ	Attitude First MMA	http://www.attitudefirst.net/	
HIJACK	25	AZ	Black Flag Jiu-Jitsu Club	http://www.blackflagjiujitsuclub.com/	real BJJ page with injected FXPro forex-broker paid-link SEO article
OK	26	AZ	Gracie Jiu-Jitsu Glendale	http://gjjglendale.com/	
EMPTY	27	AZ	The Lab	http://www.mmalab.com/	
OK	28	AZ	Ares BJJ Goodyear	http://aresbjjgoodyear.com	
PARKED	29	AZ	Knockout Fitness	http://knockoutfitness.com	BrandBucket domain-for-sale lander
OK	30	AZ	10th Planet Jiu-Jitsu Phoenix	http://10thplanetphx.com	
OK	31	AZ	Nava Brazilian Jiu Jitsu	http://navabjj.com	
PARKED	32	AZ	Southwest Judo Academy	http://www.southwestjudo.com	HugeDomains for-sale page
EMPTY	33	AZ	Southwest MMA	http://southwestmma.com/	
HIJACK	34	AZ	Union Combat Academy	http://www.unioncombat.com/	redirects to JDM88 Indonesian online gambling/slots site
OK	35	AZ	Lotus Club Fight & Fitness	http://www.lotusclubfightandfitness.com	
OK	36	AZ	Grace Fighting Systems Training Center	http://www.gfsbjj.com/	
OK	37	AZ	Greywolf Ares BJJ	http://greywolfjiujitsu.com	
OK	38	AZ	Average Joe's MMA	http://averagejoesmma.com/	
OK	39	AZ	Gracie Barra Queen Creek Jiu-Jitsu & Self Defense	http://gbqueencreek.com	
OK	40	AZ	10th Planet Jiu Jitsu Scottsdale	http://www.10thplanetscottsdale.com	
OK	41	AZ	Alliance Scottsdale (Ximenes BJJ)	http://www.ximenesbjj.com	
EMPTY	42	AZ	BJJ Social Club	http://www.bjjsocialclubaz.com	
OK	43	AZ	Cactus Jiu Jitsu Academy	http://www.cactusjj.com/	
OK	44	AZ	Kiko France BJJ	http://kikofrancebjj.com	
OK	45	AZ	UltraFit Systems	http://ultrafitsystems.com/	
PARKED	46	AZ	Warrior Tribe	http://www.sedonaselfdefense.com/	GoDaddy domain-for-sale lander
OK	47	AZ	White Mountain BJJ	http://www.wmbjj.com/	
OK	48	AZ	2 Knuckle Sports MMA Academy	http://2knucklesports.com/	
OK	49	AZ	Bluestarr Grappling	http://www.bluestarrgrappling.com	
OK	50	AZ	Cyclone Muay Thai & Double Five BJJ Surprise	http://www.cyclone-muaythai.com	
OK	51	AZ	De Boa Jiu Jitsu Academy	http://www.deboabjj.com	
OK	52	AZ	Proving Ground MMA	http://www.provinggroundmma.com	
OK	53	AZ	Arizona Combat Sports	http://azcombatsports.com/	
