id	risk	region	city	name	url
1337	http-only	TX	McAllen	Enzo Jiu Jitsu / BJJ McAllen TX 78501	http://www.enzojiujitsu.com/
1338	http-only	TX	McAllen	Modern Jiu-Jitsu Self Defense	http://mdrnjj.com/
1339	http-only	TX	Mesquite	Sfs MMA	http://www.sfsmma.com/
1340	http-only	TX	Missouri City	Rilion Gracie Academy Missouri City	http://www.riliongraciemissouricity.com/
1341	http-only	TX	Nederland	Golden Triangle Jiu-jitsu Academy	http://www.goldentrianglejiujitsu.com/
1342	http-only	TX	Pearland	Grappling Zone Pearland	http://www.grapplingzonepearland.com
1343	http-only	TX	Pearland	UFC GYM Pearland	http://ufcgym.com
1344	http-only	TX	Pflugerville	Eclectic Combat Systems	http://ecsmma.com/
1345	http-only	TX	Pflugerville	Team Rabadi Brazilian Jiu Jitsu & Muay Thai	http://www.rrbjj.com/
1346	http-only	TX	Plano	Cobra Brazilian Jiu-Jitsu	http://www.cobrabjj.com/
1347	http-only	TX	Plano	Mcsweeney Martial Arts and Performance Center	http://mcsweeneymma.com/
1348	http-only	TX	Plano	Royal Art BJJ	http://bjjroyal.com/
1349	http-only	TX	Porter	10th Planet Jiu Jitsu New Caney Texas	http://www.10thplanetnewcaney.com/
1350	http-only	TX	Prosper	Aguilera Martial Arts Prosper TX	http://aguilerabjj.com/
1351	http-only	TX	Richardson	Corvo Martial Arts	http://corvomartialarts.com/
1352	http-only	TX	Richmond	AON Jiu Jitsu	http://www.aonjiujitsu.com
1353	http-only	TX	Richmond	Renzo Gracie The Grove	http://renzograciethegrove.com
1354	http-only	TX	River Oaks	Genesis Jiu Jitsu	http://www.genesisjiujitsu.com
1355	http-only	TX	Rockwall	316 BJJ - Rockwall Jiu Jitsu Self Defense Martial Arts	http://www.316bjj.com/
1356	http-only	TX	Round Rock	True JiuJitsu Academy	http://www.truejiujitsu.com/
1357	http-only	TX	San Angelo	Angelo Mixed Martial Arts and fitness	http://www.facebook.com/angelomixedmartialarts
1358	http-only	TX	San Antonio	Gracie Jiu-Jitsu North-East San Antonio	http://www.graciejiujitsusanantonio.com/
1359	http-only	TX	San Antonio	Gracie Jiu-Jitsu North-West San Antonio	http://www.gracienorthwestsanantonio.com/
1360	http-only	TX	San Antonio	Marra Senki Brazilian Jiu-Jitsu	http://marrajj.com/
1361	http-only	TX	San Antonio	Victory Martial Arts Leon Springs	http://www.victoryma.com/
1362	http-only	TX	Seabrook	Ed Ramos Clear Lake	http://www.edramosclearlake.com
1363	http-only	TX	Southlake	Gracie Barra – Southlake	http://gbsouthlake.com
1364	http-only	TX	Southlake	Sampson Jiu Jitsu Academy	http://www.sampsonjiujitsuacademy.com/
1365	http-only	TX	Spicewood	Lake Travis Jiu-Jitsu Club	http://www.ltjjc.com/
1366	http-only	TX	Spring	Finesse BJJ	http://finessebjj.com
1367	http-only	TX	Spring	Gracie Barra – The Woodlands	http://www.mmathewoodlands.com/
1368	http-only	TX	Spring	Ground Dwellers BJJ	http://www.grounddwellers.com
1369	http-only	TX	Spring	Hero Martial Arts Academy	http://heromaa.com
1370	http-only	TX	Spring	Maozinha Brazilian Jiu Jitsu	http://www.teammaozinha.com
1371	http-only	TX	Spring	Torres Brazilian Jiu Jitsu	http://www.torresjiujitsu.com
1372	http-only	TX	Stafford	TX 3rd Coast MMA	http://www.tx3rdcoastmma.com
1373	http-only	TX	Stephenville	Makhuwabjj Brazilian JiuJitsu	http://www.makhuwabjj.com/
1374	http-only	TX	Sugar Land	LX Jiu-Jitsu & Self Defense	http://www.lxbjj.com
1375	http-only	TX	Sugar Land	Renzo Gracie Houston	http://graciebarrasugarland.com
1376	http-only	TX	Sugar Land	Sugarland MMA	http://www.sugarlandmixedmartialarts.com
1377	http-only	TX	Sulphur Springs	Ion Jiu Jitsu	http://www.ionjiujitsuandfitness.com/
1378	http-only	TX	Taylor	Concept Brazilian Jiu Jitsu	http://www.taylorbjj.com/
1379	http-only	TX	Temple	Legends Brazilian Jiu Jitsu	http://www.legendsbjj.com/
1380	http-only	TX	The Woodlands	Maven Jiu-Jitsu Academy	http://www.mavenbjj.com/
1381	http-only	TX	Tomball	Global Martial Arts	http://www.teamglobalmma.com
1382	http-only	TX	Tomball	WAR Training Center	http://www.wartrainingcenter.com
1383	http-only	TX	Waco	Ralph Gracie Jiu-Jitsu Waco Texas	http://ralphgracietexas.com/
1384	http-only	TX	Waco	Select Jiu Jitsu Academy	http://www.selectjiujitsu.com/
1385	http-only	TX	Wimberley	Fighteria Academy	http://www.fighteriatx.com/
1386	http-only	VA	Alexandria	Caio Terra Academy - Alexandria BJJ	http://www.alexandriabjj.com
1387	http-only	VA	Alexandria	High Noon BJJ & Fitness	http://highnoonbjj.com
1388	http-only	VA	Alexandria	King Khong MMA	http://kingkhong.com
1389	http-only	VA	Alexandria	Testudo BJJ Judo	http://testudobjj.com
1390	http-only	VA	Annandale	Lotus Thai Boxing and BJJ	http://lotusthaiboxing.com
1391	http-only	VA	Arlington	Capitol Combat Sports	http://capitolcombatsports.blogspot.com
1392	http-only	VA	Arlington	Darcio Lira Jiu Jitsu	http://darciolirajjdcva.squarespace.com
1393	http-only	VA	Arlington	District Martial Arts	http://www.districtmartialarts.com
