verdict	id	region	name	url	note
OK	241	CA	Caique Jiu Jitsu Walnut Academy	http://www.cjjwalnut.com/	
OK	242	CA	Sampa Brazilian Jiu Jitsu Walnut	http://sampabjj.com/	
OK	243	CA	10th Planet Walnut Creek	http://www.10thplanetwalnutcreek.com	
EMPTY	244	CA	Champions Fitness Brazilian Jiu-JItsu Muay-Thai & Boxing	http://championsbjj.com/	
OK	245	CA	Bas Rutten's Elite MMA	http://www.elitemmagym.com/	
OK	246	CA	Tillis Brazilian Jiu Jitsu	http://www.tillisbjj.com/	
OK	247	CA	Eagle Brazilian Jiu Jitsu	http://www.eaglebjj.com/	
OK	248	CO	Grizzly MMA	http://www.grizzlymma.com	
OK	249	CO	The Academy of Brazilian Jiujitsu	http://www.arvadajiujitsu.com	
OK	250	CO	Gracie Barra Saddle Rock Jiu-Jitsu	http://www.gbsaddlerock.com	
OK	251	CO	High Altitude Martial Arts	http://www.highaltitudema.com	
OK	252	CO	Onyx Jiu Jitsu	http://www.onyxjiujitsu21.com	
OK	253	CO	Way of Jiu Jitsu - Aurora	http://www.wayofjiujitsu.com	
HIJACK	254	CO	Hybrid Nation Martial Arts	http://www.avonmartialarts.com	redirects to Indonesian slot/togel gambling site (POKERLEGENDA)
OK	255	CO	Inyodo Martial Arts	http://inyodomartialarts.com	
OK	256	CO	Wolchek Academy of Martial Arts	http://mywama.com	
WRONG_BUSINESS	257	CO	Elemental Brazilian Jiu Jitsu	http://www.elementalbjj.com	now an "Elemental BJJ Camp" travel/seminar site in Medellin, Colombia - not the Broomfield school
OK	258	CO	Full Circle Martial Arts	http://www.fullcirclemartialarts-colorado.com	
OK	259	CO	Limitless Martial Arts	http://www.limitlessmartialarts.co	
OK	260	CO	Stars Training Center	http://www.pancrase.us	
OK	261	CO	Zingano Brazilian Jiu Jitsu	http://www.zinganobjj.com	
UNSURE	262	CO	Tribal Society BJJ	http://www.facebook.com/TribalSocietyBJJ	
OK	263	CO	Fulcrum Jiu Jitsu Academy	http://fulcrumjiujitsuacademy.com	
OK	264	CO	Black Tie Brazilian Jiu Jitsu - Colorado	http://blacktiebjjcolorado.com	
OK	265	CO	10th Planet Colorado Springs	http://10thplanetcoloradosprings.com	
OK	266	CO	Cies MMA	http://ciesmma.com	
HIJACK	267	CO	DC Fighters USA	http://www.dcfightersusa.com	redirects to browserleakscheck.com proxy/VPN "detection engine" - unrelated
OK	268	CO	DICTATE Tactical Training Center	http://streetmma.net	
EMPTY	269	CO	Gracie Jiu-Jitsu Colorado Springs	http://www.gjj-cs.com	
OK	270	CO	Iron Forged Martial Arts	http://www.ironforgedmartialarts.com	
OK	271	CO	Mercs Jiu-jitsu MMA Fitness	http://www.mercsjiujitsu.com	
OK	272	CO	Pariah MMA and Fitness	http://www.pariahmma.com	
OK	273	CO	Prime Brazilian Jiu-Jitsu	http://www.primebjj.com	
OK	274	CO	Renzo Gracie Colorado	http://www.renzograciecolorado.com	
OK	275	CO	True Martial Arts Center	http://truemartialartscenter.com	
EMPTY	276	CO	Victory MMA	http://www.coloradovictorymma.com	
PARKED	277	CO	Avenge Jiu Jitsu	http://avengejiujitsu.com	HugeDomains "for sale" lander
OK	278	CO	Colorado Brazilian Jiu Jitsu Satori	http://www.jiujitsucolorado.com	
OK	279	CO	Dark Horse Combat Club	http://www.darkhorsecombatclub.com	
OK	280	CO	Denver Judo	http://www.denverjudo.com	
EMPTY	281	CO	Logos Jiu Jitsu	http://logosjiujitsu.com	
OK	282	CO	Morning Star Jiu Jitsu	http://www.MorningStarJJ.com	
OK	283	CO	Red Dragon Jujitsu Club	http://jujitsudenver.com	
OK	284	CO	The Kompound Training Center	http://www.kompoundtrainingcenter.com	
OK	285	CO	Train. Fight. Win. MMA & Fitness	http://www.tfwmma.com	
OK	286	CO	Tri-Town Brazilian Jiu Jitsu	http://www.tritownbjjacademy.com	
OK	287	CO	Way of Jiu Jitsu Academy	http://www.wayofjiujitsu.com	
OK	288	CO	Element Brazilian Jiu Jitsu	http://www.coelementbjj.com	
OK	289	CO	Factory X Muay Thai / MMA / BJJ	http://www.factoryxmuaythai.com	
OK	290	CO	Motive Jiu-Jitsu Academy	http://www.motivejiujitsu.com	
OK	291	CO	Brazilian Top Team Evergreen	http://www.bttevergreen.com	
OK	292	CO	McMahon Brazilian Jiu-Jitsu Academy	http://www.mcmahonbjj.com	
EMPTY	293	CO	Total Ryu Martial Arts	http://www.ftcollinsmartialarts.com	
OK	294	CO	Trials Martial Arts & Fitness	http://trialsmma.com	
OK	295	CO	Summit County Jiu Jitsu	http://summitcobjj.com	
OK	296	CO	Denver Grappling Club	http://grapplingzonekj.com	
OK	297	CO	Mountain Beast MMA & Fitness	http://www.mountainbeast.com	
OK	298	CO	Competitive Edge Mixed Martial Arts of Highlands Ranch	http://www.ce-mma.com	
OK	299	CO	10th Planet Jiu Jitsu Boulder - Lafayette	http://www.10thplanetboulder.com	
OK	300	CO	Imperial Jiu Jitsu / Kickboxing	http://imperialjiujitsu.com	
OK	301	CO	Peak Kickboxing & Jiu-Jitsu	http://peakmartialartsdenver.com	
OK	302	CO	Seo's Martial Arts	http://www.seosmartialartsacademy.com	
OK	303	CO	The Sanctuary Brazilian JiuJitsu and Fitness	http://www.thesanctuarybjjandfitness.com	
OK	304	CO	Gracie Judo Club	http://www.graciejudoclub.com	
OK	305	CO	Kompound Training Center	http://kompoundtrainingcenter.com	
OK	306	CO	UFC GYM Lone Tree	http://ufcgym.com	
OK	307	CO	Dark Horse Brazilian Jiu Jitsu	http://bjjdarkhorse.com	
EMPTY	308	CO	Infinite Jiu-Jitsu Academy	http://www.infinitejiujitsuloveland.com	
OK	309	CO	Agoge Jiu Jitsu	http://agogejiujitsu.com	
OK	310	CO	Montrose Brazilian Jiu-Jitsu	http://www.montrosebjj.com	
OK	311	CO	The Academy of Martial Arts - Monument Jiu-Jitsu	http://monumentjiujitsu.com	
OK	312	CO	10th Planet DSU Parker	http://www.10thplanetparker.com	
