id	risk	region	city	name	url
841	http-only	NC	Winterville	EC Fitness - East Carolina Brazilian Jiu Jitsu	http://www.eastcarolinabjj.com/
842	http-only	NE	North Platte	Top Tier MMA and Boxing	http://www.toptier.ninja
843	http-only	NH	Ashland	White Mtn. Brazilian Jiu-Jitsu and MMA Club	http://www.whitemtbjj.com
844	http-only	NH	Manchester	Bare Knuckle Murphy	http://www.bareknucklemurphy.com
845	http-only	NJ	Absecon	Modern Fighting Concepts	http://www.mfcmma.com/
846	http-only	NJ	Avenel	Velez Jiujitsu	http://www.dieseltrainingbjj.com/
847	http-only	NJ	Bayonne	Prolific Brazilian Jiu Jitsu	http://prolificbjj.com/
848	http-only	NJ	Bayonne	Senshi Tori Mixed Martial Arts	http://www.senshitori.com/
849	http-only	NJ	Bayonne	TRA Jiu jitsu	http://www.trajiujitsu.com
850	http-only	NJ	Bayville	Tong Dragon Mixed Martial Arts	http://www.tongdragon.com/
851	http-only	NJ	Belleville	Buctown MMA	http://www.buctown.org/
852	http-only	NJ	Belleville	FastKick Martial Arts	http://www.ifastkick.com
853	http-only	NJ	Bernardsville	RUSH Mixed Martial Arts Team Joe Moreira	http://www.rushdefense.com/
854	http-only	NJ	Blairstown	Lobo Mixed Martial Arts	http://www.lobomma.com/
855	http-only	NJ	Brick Township	Girl Fight	http://gfight.com/
856	http-only	NJ	Bridgewater	Alex Wilkie's Martial Arts Academy	http://www.alexwilkiemma.com/
857	http-only	NJ	Clifton	Bones Jiu Jitsu	http://bonesjiujitsu.com
858	http-only	NJ	Clifton	Carnicella MMA	http://www.carnicellamma.com/
859	http-only	NJ	Clifton	Immortals Jiu Jitsu	http://www.immortalsjiujitsu.com/
860	http-only	NJ	Clifton	Unity Jiu Jitsu New Jersey	http://unitybjjnj.com
861	http-only	NJ	East Hanover	Amped Mixed Martial Arts & Fitness	http://ampedmma.com/
862	http-only	NJ	East Hanover	Silver Fox Brazilian Jiu-Jitsu Academy [East Hanover]	http://www.silverfoxbjjeh.com/
863	http-only	NJ	East Rutherford	Notorious Mixed Martial Arts	http://www.notoriousbjj.com/
864	http-only	NJ	Edison	Satori Academy Brazilian Jiu Jitsu	http://www.satoriacademynj.com/
865	http-only	NJ	Fair Lawn	MK Muay Thai	http://www.mkmuaythai.com/
866	http-only	NJ	Flemington	Loftus Jiu Jitsu Academy	http://www.loftusjiujitsu.com/
867	http-only	NJ	Fords	Radji Barrett Jiu Jitsu	http://radjibarrettjiujitsu.com/
868	http-only	NJ	Green Brook Township	Hybrid Academy of Mixed Martial Arts	http://www.hybridacademymma.com/
