verdict	id	region	name	url	note
OK	1628	MA	Soneca Brazilian Jiu-Jitsu/ Team NEU – Worcester	sonecabjj.com	BJJ academy, Marlborough and Worcester locations
OK	1629	MA	Squared Brazilian Jiu Jitsu	squared-bjj-worcester.ueniweb.com	BJJ school, Worcester address, real content
OK	1630	MA	Worcester MMA	worcestermma.com	BJJ/grappling gym, schedule and contact
OK	1631	MD	East Coast Martial Arts	eastcoastmartialarts.com	Gracie Jiu-Jitsu and TKD, Annapolis
OK	1632	MD	Kogen Dojo Self Defense Academy: Brazilian Jiu-Jitsu & Muay Thai	kogendojo.com	BJJ and Muay Thai, Annapolis location
OK	1633	MD	Team Randori Brazilian Jiu Jitsu Annapolis	teamrandori.com	BJJ and MMA school, Annapolis
PARKED	1634	MD	Hero MMA Academy	herommaacademy.com	Bluehost "Coming Soon" placeholder page
WRONG_BUSINESS	1635	MD	Kang's Mixed Martial Arts	tigermma.com	Taekwondo and after-school care, no grappling
OK	1637	MD	Kanjizai Academy of Jiu-Jitsu	towsonmartialarts.com	Gracie and Japanese jiu-jitsu, Baltimore
PARKED	1639	MD	Seigneury Dojo - Jujitsu, Judo & MMA Training	seigneurydojo.com	GoDaddy builder "Launching Soon" placeholder
OK	1640	MD	Zenyo Jiu Jitsu	zenyojiujitsu.com	BJJ gym Baltimore, full class times
OK	1641	MD	Bel Air BJJ & MMA	belairbjj.com	BJJ and Muay Thai academy, Harford County
OK	1646	MD	Lineage Brazilian Jiu Jitsu	lineagebjj.com	Gracie BJJ, California MD, schedule
OK	1647	MD	Team Lloyd Irvin	lloydirvin.com	BJJ/MMA academy, Maryland, dated site
OK	1648	MD	Baltimore Martial Arts Academy	baltimoremartialarts.com	BJJ and combat sports, Catonsville
OK	1650	MD	Chevy Chase Jujitsu	chevychasejujitsu.com	Japanese jujitsu dojo, throws and groundwork
OK	1651	MD	FightCamp Thai Boxing	fightcampthaiboxing.com	Muay Thai plus no-gi BJJ, Cockeysville
OK	1652	MD	Berwyn Heights Brazilian Jiu Jitsu	berwynheightsbjj.com	Gracie jiu-jitsu center, College Park
OK	1653	MD	Inversion Martial Arts	inversionbjj.com	Gracie jiu-jitsu academy, Cecil County MD
OK	1654	MD	Rising Tide Academy	realjiujitsu.com	Redirects to Rising Tide Academy, Columbia
EMPTY	1655	MD	Bellicose Martial Arts	bellicosemartialarts.zenplanner.com	Zenplanner JavaScript shell, no body content
OK	1656	MD	Han Mi Martial Arts / Gracie Damascus	hanmimartialarts.com	BJJ, taekwondo, kendo in Damascus
WRONG_BUSINESS	1659	MD	Mid Shore Martial Arts	fitnessrxworkout.com	Fitness Rx 24/7 gym, kids karate only
OK	1661	MD	Practical MMA	practicalmma.com	BJJ and MMA, Sparrows Point
OK	1662	MD	Baltimore Mixed Martial Arts	baltimoremixedmartialarts.com	Redirects to Crazy 88 MMA Elkridge
OK	1663	MD	Crazy 88 Mixed Martial Arts	crazy88mma.com	BJJ/MMA school, Elkridge location listed
