id	risk	region	city	name	url
121	http-only	CA	Huntington Beach	Kings MMA	http://kingsmma.com/
122	http-only	CA	Huntington Beach	Power of Leverage Brazilian Jiu-Jitsu	http://www.powerofleveragebjj.com/
123	http-only	CA	Inglewood	wolfpac combat ju-jitsu	http://www.wolfpac.co.nr/
124	http-only	CA	Irvine	10th Planet Irvine	http://www.10thplanetmonstersquad.com/
125	http-only	CA	Irvine	Butokuden Martial Arts Training Center	http://www.butokuden.com/
126	http-only	CA	Irvine	Phenom Brazilian Jiu Jitsu	http://phenombjjoc.com/
127	http-only	CA	La Habra	Lucas Leite Brazilian Jiu-Jitsu	http://www.lucasleitebjj.net/
128	http-only	CA	La Jolla	Gracie Jiu-Jitsu La Jolla	http://www.graciejiu-jitsulajolla.com/
129	http-only	CA	La Mirada	Gridlock Academy -Gracie Jiu Jitsu Self Defense	http://www.rgracie.com/
130	http-only	CA	La Mirada	United Mixed Martial Arts	http://www.unitedmixedmartialarts.com/
131	http-only	CA	Laguna Niguel	Royce Gracie Jiu-Jitsu Academy OC	http://www.rgjjoc.com/
132	http-only	CA	Lake Elsinore	One Jiu Jitsu Lake Elsinore	http://onejiujitsulakeelsinore.com
133	http-only	CA	Lake Forest	Oc Jiu-Jitsu & Mixed Martial Arts	http://www.ocjj.com/
134	http-only	CA	Livermore	Charles Gracie Jiu-Jitsu Academy Livermore	http://www.gracielivermore.com/
135	http-only	CA	Lodi	Strive Jiu Jitsu & Fitness Academy	http://www.striveacademylodi.com/
136	http-only	CA	Long Beach	The Jiu-Jitsu League	http://www.thejiujitsuleague.com/
137	http-only	CA	Los Altos	Jg Academy	http://www.cscmhk.com
138	http-only	CA	Los Angeles	Clube Jiu Jitsu	http://www.clubejiujitsu.com/
139	http-only	CA	Los Angeles	Cobrinha Brazilian Jiu-Jitsu & Fitness	http://www.cobrinhabjj.com/
140	http-only	CA	Los Angeles	Eagle Rock Jiu-Jitsu	http://eaglerockbjj.com/
141	http-only	CA	Los Angeles	Gomez Jiu-jitsu	http://www.gomezjiujitsu.com/
142	http-only	CA	Los Angeles	GB Tarzana	http://gbtarzana.com/
143	http-only	CA	Mammoth Lakes	Mammoth Lakes Jiu-Jitsu	http://www.mammothlakesjiujitsu.com
144	http-only	CA	Marina Del Rey	Inosanto Academy of Martial Arts	http://inosanto.com/
145	http-only	CA	Merced	Merced Mixed Martial Arts Academy	http://www.mmamerced.com/
146	http-only	CA	Milpitas	Unlimited MMA	http://unlimitedmma.com/
147	http-only	CA	Mission Hills	Phenom Brazilian Jiu-Jitsu & Mixed Martial Arts	http://www.phenombjj.com/
148	http-only	CA	Modesto	Ares BJJ Modesto	http://www.bjjmodesto.com/
149	http-only	CA	Modesto	Dynamic Mixed Martial Arts	http://www.dynamicmmaonline.com/
150	http-only	CA	Montebello	Versus Fitness & Martial Arts	http://www.versusfitnesscenter.com/
151	http-only	CA	Moreno Valley	Marcellini’s Martial Arts Academy	http://www.mmaa.us/
152	http-only	CA	Mountain View	Serao Academy - Brazilian Jiu-Jitsu	http://www.seraoacademy.com/
153	http-only	CA	Murrieta	Fight Syndicate Mixed Martial Arts and Fitness	http://fightsyndicatemma.com/
154	http-only	CA	Napa	Napa Brazilian Jiu Jitsu	http://napavalleybrazilianjiujitsu.com/
155	http-only	CA	National City	One Legacy Training Center - Jiu Jitsu, MMA, Muay Thai, Self Defense	http://onelegacytc.com/
156	http-only	CA	Newark	One World Jiu Jitsu	http://oneworldjiujitsu.com/
157	http-only	CA	North Highlands	Cassio Werneck Brazilian Jiu-Jitsu	http://www.cassiowerneck.com/
158	http-only	CA	North Hollywood	Hayastan MMA	http://www.gokor.com/
159	http-only	CA	North Hollywood	NoHo MMA	http://www.nohomma.com/
160	http-only	CA	Northridge	Checkmat Northridge Brazilian jiu jitsu	http://www.checkmatnorthridge.com/
161	http-only	CA	Oakland	10th Planet Jiu Jitsu Oakland	http://www.10thplanetoakland.com
162	http-only	CA	Oakland	Pacific Ring Sports	http://www.pacificringsports.com/
163	http-only	CA	Oakland	Six Blades Jiu Jitsu	http://www.oaklandbjj.com/
164	http-only	CA	Oakley	Big Break Jiu Jitsu	http://www.bigbreakbjj.com/
165	http-only	CA	Oceanside	Compound MMA & Fitness	http://www.thecompoundmma.com/
