verdict	id	region	name	url	note
EMPTY	361	CT	Iceman's Martial Arts Academy	http://www.icemansmartialarts.com/	
EMPTY	362	CT	IPD Jiujitsu and Fitness	http://www.ipdct.com/	
OK	363	CT	Secret Pages Brazilian Jiu-Jitsu	http://secretpagesbjj.com/	
OK	364	CT	Jitsu Academy	http://www.jitsuacademy.com/	
OK	365	CT	Jiu Jitsu Life SCA	http://jitslifesca.com/	
OK	366	CT	Performance Combat MMA	http://www.performancecombatmma.com/	
OK	367	CT	Practical Self Defense Training Center	http://psdtc.com/	
OK	368	CT	Thunder Martial Arts Academy	http://teamthundermma.net/	
EMPTY	369	CT	House of Jujitsu	http://houseofjujitsu.com/	
OK	370	CT	Plus One Defense Systems	http://www.teamplusone.com/	
OK	371	CT	Royce Gracie Brazilian Jiu Jitsu	http://gracie-jiu-jitsu.com/	
EMPTY	372	CT	Assembly of the Martial Arts Academy	http://www.westhavenmartialartsschools.com/	
OK	373	CT	Renzo Gracie Training Facility	http://www.renzograciect.com/	
DEAD	374	FL	Gracie Jiu-Jitsu Altamonte Springs	http://www.graciejjcfl.com/	
OK	375	FL	6 Levels Apopka Jiu-Jitsu	http://www.6levelsapopka.com/	
OK	376	FL	Kimura Brazilian Jiu-Jitsu Boca Raton	http://www.kimurabjj.com/	
OK	377	FL	Renzo Gracie Jiu Jitsu Academy of Boca Raton	http://renzograciejiujitsubocaraton.com/	
OK	378	FL	Olivera Jiu Jitsu And Fitness Academy	http://www.oliverabjj.com/	
OK	379	FL	Fabio Novaes Brazilian Jiu-Jitsu	http://www.fabionovaesbjj.com/	
EMPTY	380	FL	Black Trunk Martial Arts	http://blacktrunk.net/	
OK	381	FL	Omega MMA Training Center	http://omegamma.com/cms/	
OK	382	FL	Off The Grid BJJ	http://www.offthegridjiujitsu.com/	
OK	383	FL	American Top Team	http://www.americantopteam.com/	
OK	384	FL	Everyone Jiu-Jitsu	http://www.everyonebjj.com	
OK	385	FL	Valente Brothers Jiu-Jitsu Coral Gables	http://www.valentebrothers.com/	
EMPTY	386	FL	ATP Brazilian Jiu Jitsu	http://www.atpbjj.com/	
PARKED	387	FL	Dynamic Martial Arts & Fitness Studios	http://www.nitroacademy.com/	GoDaddy domain-for-sale lander
OK	388	FL	Mattix Gracie Jiu Jitsu Academy	http://www.mattixacademy.com	
OK	389	FL	RAIVA Brazilian Jiu Jitsu	http://www.raivabjj.com	
OK	390	FL	Rock MMA	http://www.fightingchancebjj.com/	
EMPTY	391	FL	DeLand Brazilian Jiu-Jitsu	http://www.delandjiujitsu.com/	
OK	392	FL	American Combat Gym	http://americancombatgym.com/	
OK	393	FL	RM BJJ Academy	http://rmbjjacademy.com	
OK	394	FL	Gracie Jiu-Jitsu Destin	http://www.graciejiujitsudestin.com/	
OK	395	FL	Rilion Gracie Jiu-Jitsu Doral	http://www.riliongraciedoral.com	
OK	396	FL	Team Carvalho Academy	http://www.teamcarvalho.com/home.html	
OK	397	FL	The Grounds MMA	http://www.traininggroundsma.com/	
OK	398	FL	Mount Dora BJJ Academy	http://www.mountdorabjjacademy.com/	
OK	399	FL	Extraordinary Martial Arts	http://www.extraordinaryma.com	
OK	400	FL	American Top Team Fort Lauderdale	http://attftl.com/	
OK	401	FL	Moncaio Brothers Brazilian Jiu Jitsu	http://www.bjjbrothers.com/	
OK	402	FL	Renzo Gracie Ft. Lauderdale	http://renzogracieftl.com/	
OK	403	FL	GB Fort Myers	http://www.gbfortmyers.com/	
OK	404	FL	Vickery Jiu-Jitsu & MMA	http://www.vickerybjj.com/	
OK	405	FL	Capitao Jiu Jitsu and Mixed Martial Arts	http://capitaomma.com/	
OK	406	FL	GB Green Cove Springs	http://solidbasemma.com/	
OK	407	FL	Christian Carvalho BJJ-MMA	http://www.carvalhobjjmma.com/	
OK	408	FL	K2 MMA & BJJ	http://www.k2life.com/greenacres/	
OK	409	FL	MMA Masters	http://www.mmamasters.com/	
OK	410	FL	Team Rollyson Brazilian Jiu-Jitsu	http://www.rollysonbjj.com/	
OK	411	FL	The Academy of Martial Arts	http://www.aomacoopercity.com/	
OK	412	FL	Gracie Barra Homestead	http://graciebarra.com	
OK	413	FL	Framework BJJ (Indian Harbour Beach FL)	http://www.frameworkbjj.com/	
OK	414	FL	Bill Brazilian Jiu Jitsu Association Inc	http://billjiujitsu.com/	
OK	415	FL	Gracie Barra – Jacksonville	http://gbjacksonville.com/	
OK	416	FL	Studio 8 BJJ - JJM Mandarin	http://www.studio8bjj.com/	
EMPTY	417	FL	The Jupiter Jiu Jitsu Academy in Jupiter Fl	http://www.jupiterjiujitsu.com/	
OK	418	FL	Academy of Martial Arts	http://rdcamma.com	
OK	419	FL	Miloki Flow / Jiu-Jitsu and Movement	http://www.milokiflow.com	
OK	420	FL	Key West PAL Gym (Jiu-jitsu/Wrestling/Kickboxing/MMA)	http://floridakeysjiujitsu.com/	
OK	421	FL	GB Kissimmee	http://marciosimas.com/	
HIJACK	422	FL	Knights BJJ	http://knightsbjj.com/	SpinBetter online casino/sportsbook in Latvian
OK	423	FL	Champions Mixed Martial Arts	http://www.championsmma.tv/	
OK	424	FL	Combat Club	http://www.combatclub.com/	
OK	425	FL	Supremacy Brazilian Jiu Jitsu	http://www.supremacybjj.com/	
OK	426	FL	Inside Control Academy	http://insidecontrolacademy.com/	
OK	427	FL	American Top Team Longwood	http://www.attlongwood.com/	
OK	428	FL	Souther Soul Jiu-Jitsu Academy – Renzo Gracie Emerald Coast	http://www.southernsoulacademy.com/	
OK	429	FL	American Killer Bees Fitness	http://www.americankillerbeesfitness.com/	
OK	430	FL	Carlson Gracie JiuJitsu Melbourne FL- Hot Box MMA	http://bjjmelbournefl.com/	
OK	431	FL	Arise Martial Arts (BJJ)	http://www.arisebjj.com	
OK	432	FL	Boca De La Riva	http://www.bocajiujitsumiami.com	
OK	433	FL	Hybrid Martial Arts	http://hybridmartialart.com	
OK	434	FL	Atos Miami Brazilian Jiu-Jitsu	http://www.atosmiami.com/	
OK	435	FL	Fight Sports The Falls	http://www.fightsportsthefalls.com	
OK	436	FL	Rilion Gracie Jiu-Jitsu Academy	http://riliongracie.com	
EMPTY	437	FL	Miami Beach Brazilian Jiu-Jitsu	http://www.rioheroes-jorgepereira.com	
