id	risk	region	city	name	url
1213	http-only	PA	Orwigsburg	Schuylkill County Brazilian Jiu Jitsu	http://www.schuylkillbjj.com/
1214	http-only	PA	Palmerton	Rat Pack Fighting Systems	http://www.rpfightingsystems.com/
1215	http-only	PA	Palmyra	Chosen Martial Arts Academy	http://www.chosenmartialartsacademy.com/
1216	http-only	PA	Philadelphia	Fight Firm	http://fightfirmgym.com
1217	http-only	PA	Philadelphia	SAS Philadelphia Brazilian Jiu-Jitsu	http://www.sasphiladelphiabjj.com/
1218	http-only	PA	Philadelphia	Shorty's Brazilian Jiu Jitsu	http://www.shortysbjj.com
1219	http-only	PA	Philadelphia	The Jiu Jitsu Company	http://www.jiujitsuphilly.com
1220	http-only	PA	Phoenixville	Alliance Pennsylvania Jiu-Jitsu	http://www.bajji.com/
1221	http-only	PA	Phoenixville	Gracie Jiu Jitsu Phoenixville	http://graciejiujitsuphoenixville.com/
1222	http-only	PA	Pittsburgh	Renzo Gracie Pittsburgh	http://www.renzograciepittsburgh.com/
1223	http-only	PA	Pittsburgh	Steel City Martial Arts	http://www.steelcitymartialarts.com
1224	http-only	PA	Pittsburgh	The Academy of Martial Arts and Fitness	http://www.pittsburghacademy.com/
1225	http-only	PA	Pittsburgh	True Believer Jiu Jitsu	http://www.truebelieverjiujitsu.com/
1226	http-only	PA	Pottstown	Droogs MMA & Jiu Jitsu	http://droogsmma.com/
1227	http-only	PA	Reading	Berks County Brazilian Jiu-Jitsu	http://www.bcbjj.org/
1228	http-only	PA	Reading	Team Pereira / Jucao Mixed Martial Arts Academy	http://pereirabjj.com/
1229	http-only	PA	Red Lion	Mace MMA	http://macemma.com/
1230	http-only	PA	Richboro	Movement Art Jiu-Jitsu	http://www.rmbjjrichboro.com
1231	http-only	PA	Royersford	High Voltage Gym	http://www.highvoltagegym.net/
1232	http-only	PA	Sarver	Empower Jiu Jitsu	http://empowerjiujitsupa.com/
1233	http-only	PA	Scranton	Pride Lands MMA Academy	http://www.pridelandsmma.com/
1234	http-only	PA	Southampton	Sion Brazilian JiuJitsu	http://sionbjj.com/
1235	http-only	PA	State College	LombardMMA	http://lombardmma.com/
1236	http-only	PA	Stroudsburg	American Killer Bees PA MMA & BJJ	http://killerbeespa.com/
1237	http-only	PA	Towanda	Edge Fitness & Martial Arts	http://www.theedgefitness.com/
1238	http-only	PA	York	York Brazilian Jiu Jitsu	http://www.3gyorkbjj.com
1239	http-only	PA	York	York Mixed Martial Arts Academy	http://www.ymmaa.com/
1240	http-only	PA	York	Zero Brazilian Jiu Jitsu	http://www.zerobjj.com/
1241	http-only	PA	Zelienople	Stout PGH - Zelienople/North	http://stouttrainpitt.com/
1242	http-only	RI	Lincoln	Terrinha BJJ Lincoln	http://tdtbjj.com
1243	http-only	RI	Pawtucket	Team Santos Fighting Academy	http://matsantos.com
1244	http-only	TX	Abilene	Zombie Brazilian Jiu-Jitsu and MMA	http://zombiebjj.com/
1245	http-only	TX	Addison	Guy Mezger's Fs Martial Arts	http://www.guymezger.com/
1246	http-only	TX	Alvin	Still Waters Brazilian Jiu Jitsu	http://stillwatersbjj.com
1247	http-only	TX	Amarillo	Guetho Texas BJJ	http://amarillobjj.com/
1248	http-only	TX	Arlington	Team One Mixed Martial Arts	http://teamonept.wix.com/personaltrainig
1249	http-only	TX	Arlington	Texas Self Defense Academy	http://www.martialartsarlingtontx.com/
1250	http-only	TX	Austin	Austin Jiu-Jitsu	http://austinjiujitsu.com/ajj/
1251	http-only	TX	Austin	Claunch Academy of Brazilian Jiu-Jitsu	http://www.claunchacademyofbjj.com/
1252	http-only	TX	Austin	Mario Esfiha Brazilian Jiu Jitsu Austin - Brasa Team	http://www.mebjj.com/
1253	http-only	TX	Austin	Paragon Jiu-Jitsu Academy - Austin	http://www.paragonaustin.com/
1254	http-only	TX	Austin	Veterans Jiu-Jitsu	http://www.veteransjiujitsu.com/
1255	http-only	TX	Austin	Onnit Gym MMA	http://www.onnitgymmma.com/
1256	http-only	TX	Bastrop	Insight BJJ	http://www.insightbjj.com/
1257	http-only	TX	Bastrop	Insight BJJ Bastrop – Team Renzo Gracie	http://www.insightbjj.com/
1258	http-only	TX	Baytown	Elite MMA Baytown	http://www.elite-mma.com
1259	http-only	TX	Beaumont	TPC Brazilian Jiu-Jitsu & MMA	http://tpcjiujitsu.com/
1260	http-only	TX	Bedford	DFW Personal Training and Self Defense	http://www.dfwkickboxing.com/
