verdict	id	region	name	url	note
OK	1551	MA	Mo's Martial Arts	mosmartialarts.com
EMPTY	1598	MA	Revere Jiu Jitsu Center	reverejiujitsucent.wixsite.com
OK	1729	OK	Jenks Martial Arts Academy	maausa.net
OK	1912	WI	MKG International Martial Arts Madison	mkgmadison.com
OK	1808	WA	Kindred Jiu Jitsu	www.kindredjj.com
EMPTY	1687	MD	Ground Control Owings Mills	groundcontrolom.com
OK	1483	IN	Gracie Jiu-Jitsu Fort Wayne	graciejiu-jitsufortwayne.com
OK	1525	IN	UFC GYM Whitestown	ufcgym.com
OK	1558	MA	Newaza Brazilian Jiu-Jitsu Club	newazabjj.com
OK	1511	IN	Pollaro's Martial Arts	pollaroma.com
HIJACK	1791	WA	Peak MMA & Fitness LLC Auburn	peakmmafitness.com	redirects to HUBET Vietnamese casino/sportsbook portal
OK	1875	WA	Inertia Brazilian Jiu Jitsu	www.inertiabjj.com
OK	1758	OK	Primate Brazilian Jiu Jitsu	primatebjj.com
OK	1676	MD	Hagerstown Brazilian Jiu Jitsu Academy	hagerstownbjj.com
OK	1735	OK	Black Flag BJJ	blackflagok.com
EMPTY	1946	WI	Leadership Academy Martial Arts and Fitness	leadershipacademyinc.com
OK	1779	TN	Progressive Martial Arts Academy - Knoxville	pmaoakridge.com
OK	1930	WI	Groundwork Grappling	groundworkgrappling.com
OK	1615	MA	Evolve Jiu Jitsu Training Center	massjiujitsu.com
OK	1516	IN	Gracie Jiu Jitsu South Bend	graciejiujitsusouthbend.com
OK	1736	OK	Peaceful Warriors Black Belt Academy	oklakicks.com
EMPTY	1938	WI	Gracie Barra Waunakee	graciebarramadison.com
OK	1860	WA	Praxis Brazilian Jiu Jitsu	www.praxisbjj.com
HIJACK	1937	WI	Defense Combatives DEFCOM HQ	defcomma.com	Aviator crash-game casino affiliate site (1Win/Mostbet/4rabet)
OK	1645	MD	Danzan Ryu Jujitsu Academy	jujitsuacademy.com
OK	1935	WI	CWB Fight Club	cwbfightclub.com
OK	1942	WI	Gracie Jiu-Jitsu Milwaukee	graciemilwaukee.com
OK	1660	MD	The Lab Martial Arts and Fitness Center	thelabeaston.com
OK	1581	MA	Bay State Brazilian Jiu-Jitsu	natickbjj.academy
OK	1481	IN	KruFit	krufit.com
OK	1909	WI	Foundations BJJ Academy	foundationsbjj.com
OK	1476	IN	219 Submission Academy	219submission.com
OK	1614	MA	Team Flo Brazilian Jiu Jitsu (NEU BJJ affiliate)	teamflojiujitsu.com
OK	1572	MA	ZenQuest Martial Arts Center	zenquestmac.com
OK	1795	WA	Bellingham Mixed Martial Arts	www.bellinghammma.com
OK	1683	MD	Grapple Academy Martial Arts	perryhallmartialarts.com
WRONG_BUSINESS	1535	MA	USMMA Martial Arts and Yoga	clients.mindbodyonline.com	generic Mindbody business sign-in page, not a school site
OK	1820	WA	GB Issaquah	gbissaquah.com
OK	1668	MD	Fort Washington United	unitedmartialartsmd.com
OK	1914	WI	Team Curran Madison	teamcurranmadison.com
OK	1941	WI	Crossover Brazilian Jiu Jitsu Academy	crossoverbjj.com
OK	1638	MD	Prem1er Combat Academy	prem1ercombatacademy.com
OK	1649	MD	Ronin Brazilian Jiu-Jitsu	ronin-bjj.com
EMPTY	1851	WA	Burien Brazilian Jiu Jitsu	www.burienbjj.com
OK	1526	IN	BJJ Bushido Zionsville	bjjbushido.com
OK	1644	MD	Ascend Institute of Martial Arts	ascendbethesda.com
OK	1702	MD	Capital MMA & Elite Fitness	capitalmma.com
OK	1529	MA	Mass Bjj	massbjj.com
OK	1883	WI	Resurgence MMA Appleton	resurgencemma.com
EMPTY	1685	MD	Synergy Martial Arts	synergykarate.com
OK	1819	WA	Gig Harbor Mixed Martial Arts / Checkmat	gigharbormma.com
OK	1480	IN	Fishers Elite Martial Arts	fishersmartialarts.com
OK	1842	WA	Street Sports Poulsbo	www.streetsportspoulsbo.com
OK	1759	OK	Sheepdog Jiu-Jitsu	sheepdogtulsa.com
OK	1642	MD	Top Flight MMA Belcamp	topflightmma.com
OK	1613	MA	Fenix Brazilian Jiu Jitsu Tewksbury	fenixbjj.com
OK	1850	WA	Ballard Jiu Jitsu	ballardjj.com
OK	1491	IN	Carlson Gracie Brazilian Jiu-jitsu Team Hobart	maximgymllc.com
OK	1574	MA	Zichelle MMA BJJ & Fitness	zichellemmaandfitness.com
OK	1589	MA	Daniel Gracie Academy Northborough	danielgracieacademy.com
HIJACK	1643	MD	College Park Mixed Martial Arts	cpmma.net	redirects to syairtogel.info Indonesian togel/lottery gambling site
OK	1731	OK	Dreadnought Brazilian Jiu-Jitsu	dreadnought-bjj.com
EMPTY	1901	WI	New Element BJJ & Kickboxing	m.facebook.com/101109507917658
OK	1467	IN	Freedom Martial Arts and Fitness	freedommartialarts.org
OK	1899	WI	Olson's Martial Arts	olsonsmartialarts.com
OK	1922	WI	Roufusport Mixed Martial Arts Academy	roufusport.com
OK	1813	WA	Catalyst Mixed Martial Arts	www.catalystmixedmartialarts.com
OK	1608	MA	Boston Brazilian Jiu Jitsu Stoughton	bostonbjjstoughton.com
EMPTY	1528	IN	Endurance Brazilian Jiu-Jitsu	endurancebjj.com
OK	1715	OK	Team Impact Brazilian Jiu Jitsu & Kickboxing	teamimpactbjj.com
OK	1823	WA	Siri Brazilian Jiu-Jitsu Academy	siribjj.com
OK	1462	DE	302 BJJ Middletown	302bjj.com
OK	1928	WI	Impact Martial Arts	impactmartialartswi.com
OK	1605	MA	Davis Square Martial Arts	davissquaremartialarts.com
OK	1508	IN	Journey Brazilian Jiu-Jitsu	journeybjj.com
OK	1544	MA	Viver MMA	vivermma.com
OK	1706	MD	American Martial Arts Gym	amagmma.com
OK	1748	OK	Outsiders Combat Club	outsiderscombat.com
OK	1782	TN	Victory Brazilian Jiu-Jitsu	teamvictorybjj.com
OK	1495	IN	Indianapolis Jiu Jitsu Coach	indianapolisbjjcoach.com
OK	1561	MA	Boston Brazilian Jiu Jitsu Framingham	bbjjoff.com
OK	1684	MD	Gracie Ocean City	gracieoceancity.com
OK	1461	DE	Rip Tide Brazilian Jiu Jitsu	brazilianjiujitsudelaware.com
OK	1872	WA	T-Town MMA	www.ttownmma.com
OK	1884	WI	Team FVGC Brazilian Jiu-jitsu and Fitness	foxvalleygrapplingclub.com
OK	1658	MD	Royal Tiger Academy MMA Self Defense Martial arts	royaltigeracademy.com
OK	1664	MD	Triple Threat BJJ	ttcsbjj.com
EMPTY	1834	WA	Laercio Fernandes BJJ	www.jitzlifeandfitness.com
OK	1503	IN	Monticello Jiu-Jitsu Academy	monticellojiujitsu.square.site
OK	1460	DE	Meia Guarda Gracie Brazilian Jiu-Jitsu	delawareselfdefenseacademy.com
OK	1757	OK	Jedi Jiu-Jitsu	jjjtulsajiu-jitsu.com
OK	1594	MA	Dedeco Brazilian Jiu-Jitsu Marshfield/Pembroke	dedecobjj.com
OK	1571	MA	Thurston Academy (NEU BJJ affiliate)	thurstonacademy.com
OK	1787	TN	Shelbyville BJJ	bjjshelbyville.com
EMPTY	1569	MA	Hyannis Mixed Martial Arts of Cape Cod	hyannismixedmartialarts.com
OK	1486	IN	Sud'n Impact Gym	sudnimpactgym.com
OK	1556	MA	Danny Savery Brazilian Jiu Jitsu - Fairhaven MA	dannysaverybjj.com
HIJACK	1815	WA	Crazy Monkey USA	www.crazymonkeyusahq.com	Chinese-language 九游 gaming/gambling portal
EMPTY	1885	WI	BigWater BJJ	bigwaterbjj.com
OK	1760	OK	Apex Fitness & Martial Arts	okcbjj.co
OK	1801	WA	Hybrid Gym & Training Center	www.hybridgyms.com
OK	1587	MA	Straight Blast Gym East Coast	sbgeastcoast.com
UNSURE	1597	MA	Mmaxout Fitness And Martial Arts	bostonfight.com
EMPTY	1918	WI	Henry Matamoros Brazilian Jiu-Jitsu	justjitsu.com
OK	1636	MD	Form Jiu Jitsu Academy	formjiujitsu.com
OK	1733	OK	Marlow Martial Arts Academy	marlowmartialartsacademy.com
WRONG_BUSINESS	1792	WA	Precision Movement	www.precisionmovement.org	massage therapy / Reformer Pilates studio, not a martial arts school
OK	1701	MD	Shaddock MMA Academy	shaddockmma.com
OK	1720	OK	Legacy Martial Arts BJJ & Kickboxing	legacyma.com
OK	1537	MA	Back to Basics Martial Arts & Fitness	backtobasicsboston.com
OK	1781	TN	Brazilian Jiu-Jitsu Centers of Memphis	bjjmemphis.com
OK	1657	MD	MMA & Sport	mmaandsport.com
OK	1603	MA	Danny Savery BJJ Somerset MA	dannysaverybjj.com
OK	1728	OK	Top Tier Martial Arts	toptiermartialarts.com
OK	1700	MD	Calvert MMA Academy	calvertmma.com
OK	1727	OK	Grand Lake Martial Arts	grand-lake-martial-arts.maonrails.com
OK	1708	MD	The Jiu-Jitsu Academy of Southern Maryland	somdjujitsu.com
OK	1498	IN	Bright Brazilian Jiu Jitsu	brightbrazilianjiujitsu.com
OK	1921	WI	Pura Vida BJJ & MMA	puravidabjj.com
OK	1881	WI	Flashback Martial Arts	flashbackmartialarts.com
